,DG.PA.Open,DG.PA.High,DG.PA.Low,DG.PA.Close,DG.PA.Volume,DG.PA.Adjusted
2013-02-28,35.884998,35.939999,35.314999,35.450001,1589658,28.165462
2013-03-01,35.490002,35.490002,34.845001,35.380001,1566822,28.109852
2013-03-04,35.080002,35.560001,34.939999,35.400002,1087114,28.125744
2013-03-05,35.720001,36.130001,35.720001,36.064999,1488683,28.654093
2013-03-06,36.084999,36.27,35.849998,35.939999,1186988,28.554777
2013-03-07,35.919998,36.365002,35.810001,36.189999,1019478,28.753405
2013-03-08,36.294998,36.599998,36.25,36.575001,1312383,29.059294
2013-03-11,36.32,36.494999,36.055,36.494999,1036961,28.995726
2013-03-12,36.294998,36.685001,36.244999,36.490002,1586357,28.99176
2013-03-13,36.41,36.494999,36.005001,36.494999,1217688,28.995726
2013-03-14,36.669998,36.700001,36.275002,36.610001,2041988,29.087109
2013-03-15,36.595001,36.625,35.924999,36.185001,2848127,28.749437
2013-03-18,35.16,35.755001,35.150002,35.715,1842223,28.376019
2013-03-19,35.310001,35.669998,35.075001,35.310001,1684758,28.054239
2013-03-20,35.360001,35.860001,35.360001,35.724998,1743059,28.383965
2013-03-21,35.580002,35.775002,35.125,35.209999,2532822,27.974785
2013-03-22,35.09,35.349998,34.970001,35.125,2043877,27.907249
2013-03-25,35.424999,35.75,34.900002,35.09,2097544,27.879452
2013-03-26,35.09,36.060001,35.09,35.764999,3009423,28.415745
2013-03-27,35.490002,35.689999,34.759998,35.105,2410860,27.891361
2013-03-28,34.84,35.470001,34.814999,35.145,1936431,27.923145
2013-04-02,35.134998,35.794998,35.105,35.599998,2062266,28.284645
2013-04-03,35.404999,35.799999,35.279999,35.310001,1688074,28.054239
2013-04-04,35.325001,36.060001,35.205002,35.345001,2315633,28.082048
2013-04-05,35.209999,35.564999,34.580002,35.099998,2292229,27.887388
2013-04-08,35.285,35.529999,35.189999,35.209999,1617774,27.974785
2013-04-09,35.419998,35.509998,35.240002,35.360001,1812644,28.093966
2013-04-10,35.404999,36.209999,35.404999,36,1799615,28.602451
2013-04-11,35.830002,36.505001,35.830002,36.275002,1646382,28.820944
2013-04-12,36.07,36.27,35.665001,35.860001,1722983,28.49122
2013-04-15,35.705002,35.955002,35.435001,35.715,1785166,28.376019
2013-04-16,35.455002,35.68,35.200001,35.465,1870559,28.177389
2013-04-17,35.689999,35.77,34.305,34.619999,3133460,27.506021
2013-04-18,34.650002,34.794998,34.259998,34.525002,2120399,27.43054
2013-04-19,34.715,34.814999,34.419998,34.580002,2266103,27.474243
2013-04-22,34.810001,35.080002,34.355,34.650002,1873814,27.529863
2013-04-23,33.945,34.41,33.25,34.330002,2932499,28.271017
2013-04-24,34.470001,35.34,34.435001,35.185001,2919596,28.975115
2013-04-25,35.27,35.869999,35.27,35.5,1761461,29.234522
2013-04-26,36.23,36.994999,35.974998,36.705002,4380183,30.226847
2013-04-29,36.720001,37.244999,36.66,37.244999,1714582,30.671541
2013-04-30,37.314999,37.415001,36.5,36.560001,2033398,30.107439
2013-05-02,36.605,37.035,36.18,36.654999,2145763,30.185667
2013-05-03,36.705002,37.535,36.48,37.349998,1679300,30.758005
2013-05-06,37.349998,37.450001,37.009998,37.294998,1045982,30.712711
2013-05-07,37.264999,37.939999,37.264999,37.66,1361431,31.013294
2013-05-08,37.595001,37.959999,37.465,37.950001,993926,31.252115
2013-05-09,37.77,37.939999,37.695,37.849998,1142114,31.169754
2013-05-10,37.794998,37.93,37.369999,37.695,1387915,31.04212
2013-05-13,37.639999,37.82,37.305,37.549999,1485168,30.922714
2013-05-14,37.755001,37.785,37.259998,37.709999,1458124,31.05447
2013-05-15,37.740002,37.904999,37.494999,37.875,1120669,31.19035
2013-05-16,37.744999,37.869999,37.259998,37.715,1001178,31.058588
2013-05-17,37.634998,38.240002,37.57,38.025002,2761480,31.313881
2013-05-20,38.23,38.445,38.115002,38.439999,1140632,31.655636
2013-05-21,38.450001,38.610001,38.040001,38.535,1421475,31.733866
2013-05-22,38.560001,38.560001,37.865002,38.014999,1787629,31.305639
2013-05-23,37.005001,37.5,36.755001,37.255001,2392658,30.679777
2013-05-24,37.514999,38.055,37.32,37.494999,1619899,30.877417
2013-05-27,37.674999,37.974998,37.544998,37.865002,780953,31.182123
2013-05-28,38,39.450001,37.970001,39.305,3229184,32.36797
2013-05-29,38.91,39.404999,38.52,39.349998,2263142,32.405022
2013-05-30,39.07,40.099998,39,40,2487180,32.940304
2013-05-31,39.889999,40.064999,39.195,39.695,2422307,32.689133
2013-06-03,39.540001,39.900002,38.775002,39.494999,1785685,32.524433
2013-06-04,39.830002,40.334999,39.639999,39.799999,2741742,32.7756
2013-06-05,39.5,39.650002,38.759998,38.779999,2076027,31.935629
2013-06-06,38.799999,39.095001,38.564999,38.564999,1426914,31.758572
2013-06-07,39.174999,40.029999,39.145,39.790001,3418074,32.767357
2013-06-10,39.740002,39.900002,39.459999,39.674999,1108175,32.672661
2013-06-11,39.799999,39.799999,38.775002,39.099998,1624623,32.199146
2013-06-12,39.134998,39.275002,38.605,38.66,1187418,31.836805
2013-06-13,38.25,38.875,37.810001,38.599998,1596907,31.787399
2013-06-14,38.84,39,38.345001,38.595001,1225910,31.783281
2013-06-17,38.650002,39.470001,38.610001,39.16,1069216,32.248562
2013-06-18,38.915001,39.490002,38.77,39.244999,1409689,32.318558
2013-06-19,39.200001,39.200001,38.669998,38.799999,1265379,31.952099
2013-06-20,38.209999,38.424999,37.384998,37.5,2284194,30.881533
2013-06-21,37.615002,37.695,36.810001,36.810001,3231330,30.313313
2013-06-24,36.764999,36.865002,35.900002,36.174999,2193695,29.790388
2013-06-25,36.700001,37.810001,36.599998,37.595001,2594779,30.959774
2013-06-26,37.794998,38.654999,37.450001,38.490002,2381924,31.696808
2013-06-27,38.490002,39.014999,37.860001,38.810001,1592366,31.960333
2013-06-28,38.889999,39,38.299999,38.555,1472360,31.750332
2013-07-01,38.645,39.369999,38.224998,39.049999,1299255,32.157974
2013-07-02,39,39.165001,38.654999,38.700001,1356481,31.869747
2013-07-03,38.200001,38.325001,37.865002,38.150002,1870649,31.416819
2013-07-04,38.490002,39.285,38.220001,39.145,1534195,32.23621
2013-07-05,39.064999,39.299999,38.404999,38.404999,1550832,31.626808
2013-07-08,38.674999,39.334999,38.665001,39.279999,1424889,32.347378
2013-07-09,39.224998,39.375,38.959999,39.02,1384579,32.133266
2013-07-10,38.900002,39.235001,38.470001,39.165001,1195813,32.252674
2013-07-11,39.575001,39.849998,39.419998,39.849998,1876703,32.81678
2013-07-12,39.889999,39.990002,39.314999,39.330002,1522031,32.388557
2013-07-15,39.334999,39.610001,39.25,39.580002,950582,32.594437
2013-07-16,39.575001,39.639999,38.939999,39.345001,970816,32.400906
2013-07-17,39.400002,39.615002,38.900002,39.5,1093428,32.528557
2013-07-18,39.32,39.605,39.095001,39.605,1430146,32.615025
2013-07-19,39.400002,39.705002,38.970001,39.705002,1580918,32.697369
2013-07-22,39.744999,40.064999,39.400002,40.064999,1369305,32.993832
2013-07-23,40.099998,40.259998,39.674999,39.689999,1325984,32.68502
2013-07-24,39.834999,40.404999,39.705002,40.305,1620925,33.191479
2013-07-25,40.189999,40.650002,39.970001,40.32,1341296,33.203827
2013-07-26,40.490002,40.555,40.139999,40.450001,1132513,33.310879
2013-07-29,40.5,40.619999,40.380001,40.459999,1254322,33.319111
2013-07-30,40.5,40.919998,40.365002,40.849998,1453432,33.640293
2013-07-31,40.299999,40.650002,39.830002,40.59,2692087,33.426174
2013-08-01,40.68,40.985001,40.59,40.884998,1726979,33.669098
2013-08-02,40.955002,41,40.634998,40.805,1215064,33.60323
2013-08-05,40.779999,40.974998,40.470001,40.665001,960062,33.487942
2013-08-06,40.564999,40.715,39.939999,40.200001,1165082,33.105007
2013-08-07,40,40.040001,39.540001,40,1209639,32.940304
2013-08-08,40.174999,40.865002,40.145,40.865002,1766784,33.652637
2013-08-09,40.849998,41.025002,40.580002,40.915001,1096524,33.693813
2013-08-12,41,41.099998,40.715,41.095001,924131,33.842045
2013-08-13,41.099998,41.384998,41.044998,41.305,911707,34.014984
2013-08-14,41.299999,41.715,41.259998,41.715,1296635,34.352615
2013-08-15,41.735001,41.830002,41.084999,41.52,940014,34.192039
2013-08-16,41.52,41.735001,41.075001,41.700001,1155437,34.340275
2013-08-19,41.650002,41.689999,40.93,41.150002,1045342,33.887344
2013-08-20,41.049999,41.09,40.154999,40.380001,1359372,33.253242
2013-08-21,40.490002,40.645,40.294998,40.294998,813954,33.183235
2013-08-22,40.455002,40.790001,40.380001,40.68,1035437,33.500294
2013-08-23,40.775002,40.779999,40.145,40.575001,677724,33.413818
2013-08-26,40.630001,40.639999,40.150002,40.540001,503488,33.385002
2013-08-27,40.404999,40.564999,39.325001,39.584999,1659603,32.598553
2013-08-28,39.419998,39.639999,38.619999,39.34,1563614,32.396793
2013-08-29,39.474998,39.549999,39.07,39.435001,1039730,32.475018
2013-08-30,39.285,39.5,39.060001,39.07,1673607,32.174446
2013-09-02,39.459999,40.049999,39.450001,39.830002,1074628,32.800316
2013-09-03,39.965,40.099998,39.314999,39.790001,1252967,32.767357
2013-09-04,39.790001,40.220001,39.494999,40.025002,1291543,32.960888
2013-09-05,40.145,40.5,39.860001,40.395,1045667,33.265587
2013-09-06,40.380001,41.110001,40.185001,41.064999,2060198,33.817337
2013-09-09,40.764999,41.105,40.764999,40.970001,1125238,33.739109
2013-09-10,41.200001,41.645,41.060001,41.485001,1543311,34.163212
2013-09-11,41.400002,41.855,41.375,41.744999,1046140,34.377319
2013-09-12,41.669998,41.939999,41.509998,41.785,1693421,34.410263
2013-09-13,41.654999,42.150002,41.599998,42.009998,1368531,34.595554
2013-09-16,42.115002,42.43,42,42.314999,1252936,34.846722
2013-09-17,42.200001,42.445,42.145,42.299999,923217,34.83437
2013-09-18,41.98,42.325001,41.955002,42.145,1241475,34.70673
2013-09-19,42.5,42.985001,42.355,42.985001,2561206,35.398476
2013-09-20,42.75,43.105,42.66,43.105,2897485,35.497292
2013-09-23,43.060001,43.23,42.375,42.57,1503813,35.056721
2013-09-24,42.490002,43.119999,42.380001,42.965,1286368,35.382
2013-09-25,42.869999,43.139999,42.799999,43.029999,1228250,35.435532
2013-09-26,43.23,43.465,43,43.290001,1678361,35.649643
2013-09-27,43.455002,43.5,43.02,43.23,1076863,35.600235
2013-09-30,42.845001,42.970001,42.605,42.970001,1876277,35.38612
2013-10-01,43.134998,43.860001,43.029999,43.860001,1873638,36.119041
2013-10-02,43.755001,43.805,43.325001,43.610001,1539218,35.913166
2013-10-03,43.610001,44.014999,43.494999,43.605,1383168,35.90905
2013-10-04,43.514999,44.125,43.474998,44.005001,1553028,36.238453
2013-10-07,43.689999,43.959999,43.400002,43.895,1122394,36.147869
2013-10-08,43.834999,44.110001,43.740002,43.970001,1075672,36.209633
2013-10-09,43.764999,44.040001,43.299999,44.009998,1554022,36.242569
2013-10-10,44.16,45.27,44.150002,45.27,2447444,37.28019
2013-10-11,45.115002,45.529999,45.02,45.494999,1652469,37.465473
2013-10-14,45,45.485001,44.900002,45.34,1390032,37.337833
2013-10-15,45.5,46.25,45.404999,46.209999,1771910,38.054283
2013-10-16,46,46.424999,45.744999,46.345001,1445412,38.165466
2013-10-17,46.134998,46.48,45.970001,46.48,1465615,38.276634
2013-10-18,46.5,46.825001,46.200001,46.785,1517921,38.527805
2013-10-21,46.825001,47.200001,46.75,46.875,1231142,38.601917
2013-10-22,46.799999,47.474998,46.470001,47.365002,1509879,39.005447
2013-10-23,47.099998,47.259998,46.880001,47.259998,1282100,38.918964
2013-10-24,47.395,47.794998,47.240002,47.619999,1324349,39.215431
2013-10-25,47.52,48.349998,47.470001,48.110001,1988975,39.618954
2013-10-28,48,48.285,47.134998,47.235001,1497567,38.89838
2013-10-29,47.095001,47.509998,47.064999,47.355,1582179,38.997204
2013-10-30,47.290001,47.529999,46.869999,47.040001,1175768,38.737801
2013-10-31,46.849998,47.345001,46.540001,47.244999,1458125,38.906616
2013-11-01,47.255001,47.59,47,47.330002,776944,38.976612
2013-11-04,47.584999,47.744999,47.105,47.625,970940,39.219551
2013-11-05,47.744999,47.889999,47.220001,47.369999,1389897,39.009552
2013-11-06,47.494999,47.845001,47.345001,47.695,874310,39.277191
2013-11-07,47.634998,47.950001,46.93,47.055,1702703,38.750149
2013-11-08,46.764999,46.965,46.099998,46.880001,1539054,38.606045
2013-11-11,46.389999,46.900002,46.189999,46.830002,977120,39.022682
2013-11-12,46.974998,47.334999,46.849998,47.029999,1417403,39.189335
2013-11-13,46.950001,47.044998,46.115002,46.439999,1244769,38.697693
2013-11-14,46.880001,47.5,46.880001,47.5,1491298,39.580982
2013-11-15,47.494999,47.599998,47.02,47.16,1410924,39.297657
2013-11-18,47.035,47.490002,46.75,47.27,986419,39.389324
2013-11-19,47.009998,47.195,46.18,46.220001,1438529,38.514381
2013-11-20,46.150002,46.154999,45.455002,45.700001,1673905,38.08107
2013-11-21,45.584999,46.52,45.134998,46.349998,1682485,38.622692
