,FP.PA,MC.PA,SAN.PA,AIR.PA,OR.PA
1,0.0262143348135662,0.00761964348601873,0.0159761532551377,0.177241182616811,0.043893151861468
2,-0.0409463262031363,-0.0500538660094101,0.0100194096052744,0.132206274623346,0.0470749641623531
3,-0.00962701978506397,0.0151628326800237,0.0921740984219415,0.0132720188073878,0.0798777217193654
4,0.0244945465486281,-0.00337448775736471,0.0498297588117287,0.0102014210860721,0.0945835820671661
5,0.00823140613909779,0.039163622553162,0.0243275330208683,0.123577315588549,-0.0207356948844325
6,-0.012022395102936,-0.0889133495490104,-0.0350260338612941,-0.0761529161630887,-0.0314538120762016
7,0.0691906290776367,0.0975904426927978,0.00690770940452823,0.093023214825505,-0.0023762617713895
8,0.0452619515843844,-0.0300035978979367,-0.0933014674191665,-0.0285172902873408,0.00238192184120312
9,0.0377156340122928,0.0984533743891609,0.0313659712993832,0.0800366818895861,0.0055445343597853
10,0.055251211257177,-0.0260991723999879,0.0476189480044495,0.074636296997951,-0.00630168464985426
11,-0.0148015356854369,-0.0131487332449727,-0.0089127645180439,0.032602314741619,-0.0237811634798939
12,0.0129219408223162,-0.0443242904065455,-0.00924960566659694,0.067929673541524,0.0369467091052824
13,-0.0491803493770487,-0.00339377245257921,-0.0560166462954773,-0.0573374450524697,-0.0446357548121625
14,0.110770160386503,0.0204314447509144,0.0347526949180532,0.0148260602185728,0.00614748902550954
15,0.0248321696273697,-0.0215054681121426,0.0046462452197864,-0.0262221169417475,-0.0248473139320771
16,0.0815123711149854,0.0889233819949677,0.0309198667408115,-0.0480861641062521,0.0573709878194488
17,0,0.0296296279945107,0.0426294879603015,0.0782670889864108,0.0322580120125158
18,0.0375468793186551,-0.0352862489483561,-0.0109639108980677,-0.0697587416009917,-0.0167968878277339
19,-0.088859659934003,-0.0866476393478421,0.0134053139988521,-0.114017024649648,0.00437033083525273
20,0.0436684202633513,0.0268273556367133,0.0620708896025877,0.0794509793834217,-0.00316459760351551
21,0.0377319795379416,-0.0253693605254499,0.0725748588368569,0.0644162905394186,-0.00238103716999705
22,-0.0783285811144736,0.0516707672848424,-0.177534667839561,-0.0445604762919726,-0.00477323178419697
23,-0.0512439631193435,0.067602548194311,0.0570186325095072,0.0293066906971542,0.0967227105508859
24,-0.0406751194398305,-0.0686904710485696,-0.0282555899337873,-0.156036336532633,0.0153060944971724
25,0.0700845236093754,0.0850662450769653,0.0837959978167271,0.141475275009648,0.141780324327768
26,0.0601100128705401,0.142160196738874,0.0695119804960564,0.172245757818831,0.0201194098138726
27,-0.0281897647970429,0.00152522664404531,0.0482327735628225,0.0923549914103603,0.0560864957791716
28,0.0477581074674547,-0.0345849059835281,-0.0079409392299179,0.0258107466437478,-0.00525263180721147
29,-0.0517686371928132,0.0354404467357592,0.00888104875090945,0,0.0247614214194734
30,-0.0394489961857434,-0.0308356145037967,-0.0102076249184155,-0.0427631804932235,-0.0694969481416958
31,0.0345420128790321,0.086223442483957,0.110267330364777,0.109965555585068,0.0646875543224781
32,-0.0947307411834071,-0.129174125928796,-0.100030490801355,-0.100773871102117,-0.103610255358753
33,0.0002820963960255,0.023881651057797,-0.0372008060323836,-0.0891720416862095,0.0153896485663341
34,0.0981342241276106,0.114323315302809,0.0819882982356264,0.197505151905629,0.0709448821488243
35,0.0646733831563082,-0.0639741945855572,-0.0813281520723367,0.0801767590312794,0.00933450730963492
36,-0.102607925532253,-0.0651205120145603,-0.0553446857339213,-0.0856224456772,-0.0611575980642327
37,-0.0155178197298784,0.00713537809544551,-0.0396438443097832,-0.0760626362420044,0.00127119024082112
38,0.011119239031131,0.0377868330845563,-0.0438929591269043,0.0338982672164314,-0.00983821652062622
39,-0.0178133193893418,-0.0214564946508445,-0.0318348067624342,-0.0239210628175534,0.00929486987080286
40,0.0966050365683258,-0.0217445735066095,0.0176404960138918,-0.0640959083365185,0.0255197230426496
41,-0.00580482945080085,-0.00723645039054854,0.0717375735872177,0.0508347517655698,0.065951364036134
42,0.00778040175417694,-0.0558832255350726,0.0166916120952059,-0.0765798324255612,0.0183542570995296
43,-0.014292299579105,0.127941010833272,0.0164176389645474,0.0173980710410755,-0.0101745006892185
44,-0.00023375790668656,-0.0110821713685023,-0.0877287299513738,-0.00646018857771524,-0.00528622770094667
45,0.00106618417482607,0.000659196131358897,-0.0207036330010663,0.0296423690815262,-0.00738113989491562
46,0.0367558229157461,0.0905797372782184,0.0490833459344626,0.00575781462802216,-0.0300417163043415
47,0.0282481844865916,0.0458904626555496,0.0790307513635686,0.113019336886675,-0.0122662179719484
48,0.0976211616292566,0.0564941096210356,0.010379549580932,0.042641426284727,0.0766842171920079
49,-0.0422825509582845,0.0286658543510845,-0.0313395741544403,-0.00127308729153486,-0.0291233024295708
50,0.00835852305526785,0.0152733349917453,0.0979823203583028,0.104525224235098,0.0427680711863374
51,0.0209071906274598,0.0865663409006996,0.0404525664315507,0.028996028153383,0.0262033060242328
52,-0.00516743829485078,0.114339397796644,0.0235169888947193,0.0607316213198912,0.0333406869560471
53,0.00212015147220757,0.00286974828607245,0.056616663158052,-0.0156271613212583,0.0415641377292133
54,-0.0720090923743998,-0.0389610336180747,-0.0500169739578193,-0.0146435226111081,-0.0422683580153232
55,-0.00750852985504391,-0.0256527498575231,-0.0362941903980049,-0.0194444990179914,-0.0400218674533673
56,0.0112896490452523,0.0354960208300852,0.017069473856085,0.000141727435316596,0.0128497966248733
57,0.0603471513471181,0.05993183077122,0.0287778621779993,0.138790691510557,0.0143783370405863
58,0.053361206706237,0.0970230348182639,-0.0323771219871827,0.091282093272183,0.0619788654203501
59,-0.00971379974027153,-0.0452948673320487,-0.0576947027785826,-0.00524219714029572,-0.0274797376731021
60,-0.0158032944193218,0.0102262439918468,-0.0620105643032288,-0.0491465846614378,-0.00457483993642704
61,0.0128134655305912,0.0293398667550626,-0.0101598253556288,0.114457949108032,-0.0100026227322266
62,0.00718363850326509,-0.0241488599186837,-0.080040574326791,0.0631350278365548,-0.0330421411828377
63,-0.00497219954680728,0.015010168269767,0.00461325148071468,-0.0461663080880663,0.0355833010625271
64,0.134402920729341,0.170350581000645,0.00704120435139455,0.0556858937355391,0.104930223037493
65,-0.00535091841283841,0.0267888491893324,0.0522605558941587,-0.000924077784624666,0.0339451483462727
66,0.0149244372580313,-0.0398922082273762,0.0460156176613267,0.0303154797972809,0.0286965115076525
67,0.0699099475166471,0.0478611362878956,0.083321251124981,0.0572511243850842,-0.00945631834655847
68,-0.0356247524748694,0.0110422360219469,-0.00510969371622438,0.0024528609061707,-0.0133651636712362
69,0.0486555321834776,0.00810864641701237,0.0347344613776353,0.0180688843145733,0.00483795461955139
70,-0.0694841879772429,-0.117531240396978,0.0297804931253356,-0.0967831674470201,-0.0423688226380349
71,-0.0537914008117222,-0.0604538342401199,0.0123034856896038,-0.0316241335396021,0.0452488800813817
72,-0.0481836168552684,0.0301391725296458,-0.0519984866325848,-0.112661171267108,-0.0322270050123751
