,AI.PA.Open,AI.PA.High,AI.PA.Low,AI.PA.Close,AI.PA.Volume,AI.PA.Adjusted
2016-02-03,83.163101,84.163696,82.684998,83.738701,1876212,75.201363
2016-02-04,84.783501,84.801201,82.755798,84.420502,1786311,75.813652
2016-02-05,84.6418,85.509598,84.030899,84.411598,1705060,75.805656
2016-02-08,84.863197,84.960602,81.3479,81.8172,1544124,73.475761
2016-02-09,81.7995,83.198502,80.586403,82.4813,2325211,74.072151
2016-02-10,83.464203,84.810097,82.507896,83.818398,1487529,75.272934
2016-02-11,82.862099,82.862099,80.993698,81.888,1997925,73.539345
2016-02-12,82.994904,83.322502,81.905701,83.101097,1765633,74.628761
2016-02-15,84.455902,85.8815,84.092796,85.447601,1407848,76.736038
2016-02-16,85.837196,86.111702,80.524399,81.3125,2325819,73.022514
2016-02-17,81.3479,83.083397,80.639503,82.9506,1656936,74.493607
2016-02-18,83.499603,84.075104,82.180199,83.375603,1320842,74.875282
2016-02-19,83.269402,84.278801,83.260498,84.243401,1395522,75.654602
2016-02-22,85.013702,85.819504,84.455902,85.607002,1143751,76.879181
2016-02-23,84.933998,84.933998,83.5616,83.623596,841908,75.097992
2016-02-24,83.5616,83.623596,81.392197,82.206802,1223113,73.825645
2016-02-25,83.260498,83.791801,82.419296,83.216202,1004282,74.732124
2016-02-26,83.977699,85.801804,83.924599,84.942902,1105852,76.282791
2016-02-29,84.1194,85.181999,83.605797,85.164299,905265,76.481613
2016-03-01,85.137703,86.271103,84.783501,86.129402,880365,77.348328
2016-03-02,86.740402,86.917503,85.049202,85.739799,945031,76.998451
2016-03-03,85.784103,86.200302,85.022598,85.854897,762798,77.101807
2016-03-04,86.200302,87.005997,85.456497,86.395103,1145658,77.586937
2016-03-07,86.191399,87.333702,85.934601,87.333702,1115143,78.429848
2016-03-08,86.828903,87.661301,86.023201,87.307098,1121658,78.405945
2016-03-09,87.271698,88.679604,86.864403,88.1129,838091,79.129601
2016-03-10,88.050903,90.848999,85.642403,86.120598,2056838,77.340416
2016-03-11,87.661301,88.183701,87.050301,87.944603,996756,78.978462
2016-03-14,88.396202,88.679604,87.776398,88.103996,762887,79.121605
2016-03-15,87.059196,87.351402,86.377403,87.023804,948655,78.151543
2016-03-16,87.245102,88.201401,86.820099,86.899803,731311,78.040176
2016-03-17,87.873802,87.873802,85.128899,86.111702,985918,77.332428
2016-03-18,86.226799,87.076897,85.571602,86.793503,1801793,77.944717
2016-03-21,86.3862,87.767502,86.111702,87.103401,751167,78.223022
2016-03-22,86.625298,87.661301,85.943497,87.661301,866308,78.724045
2016-03-23,87.776398,88.723801,87.670097,88.458199,909232,79.43969
2016-03-24,87.661301,87.918098,86.820099,86.882103,885818,78.024292
2016-03-29,87.227402,87.838402,86.634102,87.466499,774506,78.549095
2016-03-30,88.0243,89.653603,87.785202,89.387901,816245,80.274612
2016-03-31,88.989502,88.989502,87.413399,87.563904,1018008,78.636581
2016-04-01,86.855499,86.855499,84.677299,85.8815,1214846,77.125702
2016-04-04,85.447601,86.784698,85.261703,85.943497,700585,77.181374
2016-04-05,84.517899,84.633003,83.287102,83.570396,1122752,75.050209
2016-04-06,83.729797,84.199097,83.428703,84.199097,961231,75.614815
2016-04-07,84.2257,84.6241,82.3573,82.720398,976108,74.28688
2016-04-08,82.800102,84.013199,82.800102,83.570396,773564,75.050209
2016-04-11,83.446503,84.677299,82.853203,84.473602,1082914,75.861336
2016-04-12,84.951797,86.642998,84.473602,86.642998,1275742,77.809555
2016-04-13,87.661301,89.609299,87.6259,89.609299,1301998,80.473434
2016-04-14,89.432198,90.007797,89.033798,89.697899,922927,80.553009
2016-04-15,89.432198,90.052002,89.210899,90.007797,855714,80.831306
2016-04-18,88.900902,91.0261,88.679604,90.804703,830172,81.546974
2016-04-19,90.804703,92.974098,90.760399,92.974098,1213236,83.495193
2016-04-20,92.708504,94.080902,92.265701,93.992401,799150,84.409676
2016-04-21,94.036697,94.435097,92.929802,93.859596,1104548,84.290413
2016-04-22,93.416801,93.771004,92.354301,92.885498,960213,83.415627
2016-04-25,92.796997,93.638199,92.265701,93.638199,847222,84.091583
2016-04-26,89.919197,92.0886,87.909203,89.122299,2110003,80.036095
2016-04-27,88.0597,88.989502,87.838402,88.502502,1163960,79.479485
2016-04-28,88.290001,89.078003,87.218597,88.900902,1037262,79.837265
2016-04-29,88.174896,88.325401,86.793503,87.661301,1460871,78.724045
2016-05-02,88.157204,88.900902,87.829498,87.918098,513967,78.954666
2016-05-03,87.661301,87.679001,86.031998,86.3862,1053311,77.578941
2016-05-04,85.8992,86.297699,84.314201,84.376198,1615182,75.773865
2016-05-05,84.393898,85.208504,84.004303,84.340797,976953,75.742073
2016-05-06,83.942299,84.818901,83.233902,84.526703,960700,75.909027
2016-05-09,84.969498,85.438797,84.190201,84.367302,902020,75.765869
2016-05-10,84.978302,85.075699,84.004303,84.721497,844337,76.083954
2016-05-11,84.659599,84.818901,83.809502,84.393898,759901,75.789757
2016-05-12,84.287697,84.845497,83.473,83.951202,899702,75.392197
2016-05-13,83.411003,85.624702,83.101097,85.190804,1021999,76.505417
2016-05-16,85.040298,85.297096,84.385002,85.066902,357831,76.39415
2016-05-17,85.536201,86.138298,84.1017,84.996002,833630,76.330467
2016-05-18,84.482498,85.562698,84.092796,85.447601,760332,76.736038
2016-05-19,85.164299,85.385597,84.376198,84.774696,784628,76.131737
2016-05-20,85.642403,86.341904,85.385597,86.040901,1190655,77.268845
2016-05-23,84.1194,84.6064,83.171997,83.366798,997343,77.200226
2016-05-24,83.233902,85.952301,83.056801,85.465302,1189826,79.143494
2016-05-25,86.244499,86.465897,85.607002,86.023201,801833,79.660141
2016-05-26,85.8638,87.085701,85.8638,86.926399,835439,80.496521
2016-05-27,86.775803,87.218597,86.218002,86.536697,820701,80.135651
2016-05-30,86.4925,87.324799,86.341904,87.307098,407826,80.84906
2016-05-31,87.289398,87.395599,85.474197,85.474197,1144008,79.151741
2016-06-01,85.403297,86.138298,85.013702,85.739799,996507,79.397697
2016-06-02,85.713303,86.3862,85.474197,85.890404,802337,79.537163
2016-06-03,85.987701,86.253403,84.1548,84.323097,1429343,78.085785
2016-06-06,84.296501,84.7127,83.853798,84.084,904546,77.864372
2016-06-07,84.588699,84.916298,84.252197,84.296501,1150424,78.061157
2016-06-08,84.190201,84.305397,83.597,83.933502,913281,77.725014
2016-06-09,83.464203,83.791801,83.0214,83.331398,1077204,77.167442
2016-06-10,83.154297,83.304802,81.861504,82.534401,1687903,76.429398
2016-06-13,81.808296,82.277603,81.3479,81.498398,1226361,75.470032
2016-06-14,81.020302,81.259399,79.922302,79.922302,1788602,74.010513
2016-06-15,80.577499,81.613503,80.497803,80.834297,1370337,74.855049
2016-06-16,80.152496,80.949402,79.975403,80.630699,1356863,74.666512
2016-06-17,81.409897,81.746399,80.506699,80.851997,2420090,74.871445
2016-06-20,82.906303,83.499603,82.516701,82.835503,899418,76.708229
2016-06-21,82.924004,84.004303,82.614098,83.437599,959996,77.265793
2016-06-22,83.906898,84.6241,83.411003,83.862602,789960,77.659348
2016-06-23,84.1194,85.580399,83.836098,85.173103,1358521,78.872925
2016-06-24,79.692101,82.197998,78.9394,80.462402,4013376,74.510666
2016-06-27,80.046303,81.064598,78.142502,78.549797,2648259,72.739532
2016-06-28,79.833702,80.851997,79.638901,79.762901,1562515,73.8629
2016-06-29,80.612999,82.375,80.373901,82.375,1171073,76.281784
2016-06-30,81.9412,83.322502,81.542702,83.287102,1362993,77.126419
2016-07-01,83.756401,84.446999,83.065697,83.836098,1096651,77.634811
2016-07-04,84.287697,84.358498,83.242798,83.650101,657622,77.46257
2016-07-05,83.198502,83.446503,81.702103,82.791199,1323840,76.667198
2016-07-06,81.462997,81.879204,79.134201,79.337898,2033800,73.469337
2016-07-07,79.621201,80.232201,78.718102,79.6567,1249902,73.764557
2016-07-08,79.364403,80.7015,79.036797,79.577003,1338320,73.690758
2016-07-11,80.125999,81.684402,80.117104,81.613503,900953,75.576614
2016-07-12,81.737503,83.101097,81.480698,82.676102,814186,76.560623
2016-07-13,82.383904,83.180801,82.383904,82.879799,831417,76.749245
2016-07-14,83.304802,84.446999,83.145401,83.951202,1003766,77.741394
2016-07-15,83.676697,84.987198,83.5616,84.907501,949553,78.626961
2016-07-18,84.916298,85.739799,84.269897,84.889801,621661,78.610565
2016-07-19,84.615303,84.686096,83.552696,84.234497,652283,78.003738
2016-07-20,84.464798,84.978302,83.871498,84.216797,735170,77.98735
2016-07-21,83.977699,84.331902,83.136597,84.181396,614701,77.954567
2016-07-22,83.871498,84.686096,83.437599,84.686096,532052,78.421936
2016-07-25,84.588699,85.739799,84.500198,84.757004,642513,78.487602
2016-07-26,84.695,85.412201,84.358498,85.128899,500419,78.831985
2016-07-27,85.244003,86.297699,85.2174,85.713303,706148,79.373161
2016-07-28,85.429901,85.695503,84.287697,84.287697,1014623,78.053001
2016-07-29,84.898598,84.898598,83.703201,84.464798,799452,78.21701
2016-08-01,82.3573,83.5616,81.471901,82.419296,1148200,76.322807
2016-08-02,82.4282,82.472397,80.958298,81.250504,774004,75.240471
2016-08-03,81.542702,81.772903,80.621803,81.525002,556014,75.494667
2016-08-04,82.047401,82.082802,80.781197,81.135399,752391,75.133881
2016-08-05,81.569298,82.631798,81.188499,82.543297,732762,76.437637
2016-08-08,82.746902,83.331398,82.436996,82.782402,441636,76.659058
2016-08-09,82.826599,84.880898,82.746902,84.810097,753768,78.536766
2016-08-10,84.446999,85.279404,84.411598,85.066902,738041,78.774574
2016-08-11,85.2351,86.076302,85.093399,86.023201,578638,79.660141
2016-08-12,85.916901,86.155998,85.695503,85.908096,561008,79.553543
2016-08-15,85.731003,86.3685,85.722099,85.872597,340443,79.520668
2016-08-16,86.4216,88.413902,86.200302,87.891502,1429969,81.390236
2016-08-17,87.740997,88.103996,86.8909,87.156601,795791,80.709702
2016-08-18,87.6436,87.926903,87.236298,87.4842,749817,81.013062
2016-08-19,87.652397,87.687897,86.501297,87.094597,694388,80.652283
2016-08-22,87.085701,87.6436,86.076302,86.244499,596332,79.865067
2016-08-23,86.501297,87.4842,86.288803,86.687302,622699,80.275116
2016-08-24,86.191399,87.404503,85.8992,86.731499,582541,80.31604
2016-08-25,86.527901,86.527901,85.642403,85.987701,593721,79.627266
2016-08-26,85.952301,87.714401,85.722099,87.616997,636214,81.13604
2016-08-29,87.280502,87.333702,86.191399,87.147697,454484,80.701454
2016-08-30,87.218597,88.103996,87.094597,87.351402,723087,80.890091
2016-08-31,87.218597,87.749802,86.917503,87.068001,652272,80.627655
2016-09-01,87.342499,88.272301,86.359596,86.501297,746166,80.102867
2016-09-02,87.094597,87.749802,86.333099,87.6082,860156,81.127892
2016-09-05,87.6082,87.882698,87.307098,87.395599,444549,80.931015
2016-09-06,87.563904,88.0597,87.227402,87.307098,557430,80.84906
2016-09-07,87.811798,87.944603,87.129997,87.404503,672564,80.939262
2016-09-08,87.262802,87.395599,85.527298,86.031998,905938,79.668282
2016-09-09,85.978897,86.173698,84.526703,84.668404,860508,78.405556
2016-09-12,83.233902,84.2257,83.047997,83.809502,1067078,77.610184
2016-09-13,84.146004,88.449303,83.676697,87.838402,3242167,81.341064
2016-09-14,87.454597,90.181801,86.318199,89,2175342,82.41674
2016-09-15,88.636398,89.045403,87.663597,88.181801,1595814,81.659058
2016-09-16,88.181801,88.336403,87.272697,87.509102,2311493,81.036133
2016-09-19,87.545403,88.454597,87.445396,88.1091,1690252,81.591743
2016-09-20,87.736397,88.181801,87.300003,87.300003,1782051,80.842499
2016-09-21,87.736397,88.045403,86.709099,86.981796,1668823,80.547821
2016-09-22,87.199997,88.881798,86.827301,88.590897,1876344,82.037903
2016-09-23,88.354599,88.581802,87.154503,87.636398,1558135,81.154007
2016-09-26,86.900002,87.272697,85.572701,85.854599,1866530,79.504005
2016-09-27,86.090897,86.4636,84.745499,85.709099,2325894,79.36927
2016-09-28,85.699997,87.409103,85.663597,87.054604,2428879,80.615242
2016-09-29,88.090897,88.190903,86.5364,86.672699,942829,80.261589
2016-09-30,85.909103,87,85.4636,86.772697,1250347,80.354195
2016-10-03,86.818199,87.927299,86.472702,87.845497,867808,81.347633
2016-10-04,87.709099,88.900002,87.454597,88.263603,1006590,81.734818
2016-10-05,87.727303,87.945396,86.9636,87.481796,693453,81.010834
2016-10-06,85.909103,86.363602,85.027298,85.6091,1457009,79.276665
2016-10-07,85.709099,85.745499,84.545403,84.545403,908215,78.291641
2016-10-10,82.727303,85.354599,82.336403,84.909103,1852082,78.628448
2016-10-11,84.636398,85.363602,84.336403,84.427299,911665,78.182281
2016-10-12,84.690903,84.781799,83.800003,84.136398,796316,77.912895
2016-10-13,83.672699,84,83.054604,83.954597,1172369,77.744545
2016-10-14,84.218201,85.409103,84.163597,84.699997,872914,78.434807
2016-10-17,84.654503,84.772697,83.563599,83.699997,811419,77.508781
2016-10-18,84.227303,85,84.090897,84.636398,851147,78.375916
2016-10-19,84.563599,84.618202,83.900002,84.409103,571360,78.165436
2016-10-20,84.409103,85.063599,83.781799,84.645401,809723,78.384247
2016-10-21,84.845497,85.436401,84.245499,84.790901,877918,78.518982
2016-10-24,84.936401,85.281799,84.3909,84.3909,725193,78.148575
2016-10-25,85.272697,86.818199,84.854599,85.445396,1277173,79.125076
2016-10-26,85.127296,85.363602,83.527298,83.645401,1179478,77.458221
2016-10-27,83.5364,84.145401,83.118202,84.145401,1095541,77.921234
2016-10-28,84.236397,85.154503,83.636398,85.018204,991471,78.729477
2016-10-31,84.590897,85.454597,84.254501,84.254501,976867,78.02227
2016-11-01,84.709099,85.072701,83.4636,83.590897,705651,77.407745
2016-11-02,83.199997,83.490898,82.699997,83.181801,782620,77.028915
2016-11-03,83.172699,83.236397,82.372704,82.372704,770427,76.279663
2016-11-04,82.363602,82.900002,81.936401,82.645401,1012899,76.532188
2016-11-07,83.772697,84.618202,83.572701,84.081802,910496,77.862335
2016-11-08,84.072701,84.699997,83.945396,84.381798,674906,78.140152
2016-11-09,82.309097,84.909103,81.836403,84.909103,1504074,78.628448
2016-11-10,85.218201,86.754501,85.054604,86.6091,1522820,80.20269
2016-11-11,86.754501,87.018204,85.945396,86.327301,919524,79.941742
2016-11-14,86.972702,87.854599,86.081802,86.818199,1102791,80.396324
2016-11-15,86.9636,87.209099,84.645401,85.427299,1169094,79.108315
2016-11-16,85.636398,86.018204,84.663597,84.8909,783148,78.611588
2016-11-17,84.918198,86.172699,84.618202,86.172699,955437,79.798576
2016-11-18,86.372704,87.154503,85.127296,85.318199,1012721,79.007278
2016-11-21,85.800003,86.309097,85.281799,85.554604,666755,79.226196
2016-11-22,86.245499,86.590897,85.709099,85.827301,692821,79.478729
2016-11-23,85.818199,86.136398,84.418198,85.472702,773740,79.15036
2016-11-24,85.800003,86.345497,85.318199,85.990898,478084,79.630226
2016-11-25,86.072701,86.272697,85.154503,86.127296,437048,79.756531
2016-11-28,86.054604,86.090897,85.027298,85.309097,666230,78.998848
2016-11-29,85.745499,86.590897,85.290901,86.227303,848264,79.849144
2016-11-30,86.918198,89.090897,86.863602,87.345497,1687968,80.884621
2016-12-01,87.727303,87.990898,86.763603,87.245499,1087837,80.792023
2016-12-02,86.745499,87.072701,85.636398,86.645401,798123,80.236313
2016-12-05,86.5364,87.981796,86.354599,87.563599,939038,81.086594
2016-12-06,87.872704,89.381798,87.6091,89.254501,1091336,82.652412
2016-12-07,89.736397,91.818199,89.572701,91.818199,1462003,85.026482
2016-12-08,92.227303,93.409103,91.772697,93.409103,1499006,86.49971
2016-12-09,93.590897,94.863602,93.181801,94.545403,1500586,87.551956
2016-12-12,94.5,94.818199,93.863602,94.318199,887205,87.34156
2016-12-13,94.181801,94.954597,93.954597,94.545403,979384,87.551956
2016-12-14,94.090897,94.772697,93.909103,94.409103,799851,87.425735
2016-12-15,95.409103,95.818199,94.454597,95.818199,1739942,88.730614
2016-12-16,95.454597,96.636398,94.727303,96.409103,2610870,89.277802
2016-12-19,96.136398,96.409103,95.636398,96.363602,843135,89.235664
2016-12-20,96.409103,96.590897,95.272697,95.545403,1192368,88.477989
2016-12-21,95.409103,96.136398,95.090897,95.681801,751046,88.604294
2016-12-22,95.409103,95.545403,95.090897,95.5,773054,88.435944
2016-12-23,95.409103,95.909103,95.090897,95.636398,623725,88.562248
2016-12-27,95.636398,96,95.181801,95.818199,452577,88.730614
2016-12-28,96.045403,96.227303,95.545403,95.909103,484864,88.814781
2016-12-29,95.5,95.909103,95.272697,95.909103,427951,88.814781
2016-12-30,95.909103,96.045403,94.863602,96.045403,760971,88.941002
2017-01-02,95.454597,96.090897,94.772697,95.818199,399179,88.730614
2017-01-03,96.045403,96.318199,95.090897,96.045403,750188,88.941002
2017-01-04,96.045403,96.272697,95.318199,95.954597,834515,88.856918
2017-01-05,95.818199,96.090897,95.136398,96,850061,88.898956
2017-01-06,96.363602,96.863602,96.181801,96.409103,1090979,89.277802
2017-01-09,96.363602,96.363602,93.727303,95.181801,1137467,88.141273
2017-01-10,95.409103,95.818199,94.545403,94.954597,770845,87.930878
2017-01-11,95.045403,96.318199,94.772697,95.863602,1026462,88.772652
2017-01-12,95.590897,95.681801,94.636398,94.727303,701353,87.720406
2017-01-13,95.227303,95.454597,94.727303,95.409103,688105,88.351768
2017-01-16,94.590897,94.909103,93.363602,93.545403,720556,86.625931
2017-01-17,93.181801,93.590897,92.818199,93.181801,839721,86.289223
2017-01-18,93.954597,94.272697,92.727303,93.090897,760283,86.205032
2017-01-19,93.590897,94.045403,93.318199,93.863602,856306,86.920586
2017-01-20,93.636398,94.363602,92.909103,93.681801,1354932,86.752235
2017-01-23,93.272697,93.954597,92.818199,93.318199,679293,86.415527
2017-01-24,93.363602,93.5,92.818199,93.409103,681486,86.49971
2017-01-25,94.181801,94.681801,93.909103,94.227303,716967,87.257385
2017-01-26,94.409103,94.727303,93.272697,94.045403,840842,87.088943
2017-01-27,94.136398,94.136398,92.954597,92.954597,816479,86.078827
2017-01-30,92.818199,92.954597,91.909103,92.045403,883277,85.236877
2017-01-31,91.954597,92.318199,90.909103,90.909103,1077967,84.184639
2017-02-01,91.272697,92.409103,91.045403,91.181801,891326,84.437157
2017-02-02,91,91.909103,91,91.318199,744934,84.563461
2017-02-03,91.363602,92.409103,91.045403,91.727303,699056,84.942307
2017-02-06,91.590897,91.909103,90.272697,90.409103,751852,83.721619
2017-02-07,90.845497,91.454597,90.545403,91.090897,687858,84.352974
2017-02-08,91.363602,91.636398,90.654503,91.045403,841392,84.310844
2017-02-09,91.136398,92.636398,91.045403,92.136398,689107,85.321144
2017-02-10,92.409103,92.636398,92.045403,92.363602,670129,85.53154
2017-02-13,92.363602,94.363602,92.363602,93.863602,857800,86.920586
2017-02-14,92.136398,93.818199,91.909103,93.318199,812875,86.415527
2017-02-15,92.272697,96.272697,91.363602,96.181801,1889141,89.067307
2017-02-16,96,96.181801,94.863602,95.363602,1070973,88.309639
2017-02-17,95.227303,95.818199,92.818199,95.272697,1228938,88.225449
2017-02-20,95.863602,96.136398,94.863602,95.363602,604762,88.309639
2017-02-21,95,95.409103,94.590897,95.045403,736619,88.014969
2017-02-22,95.045403,95.818199,93.318199,93.772697,1094537,86.836411
2017-02-23,93.727303,94.272697,93,93.318199,797702,86.415527
2017-02-24,93.181801,93.5,92.272697,92.863602,920196,85.994553
2017-02-27,93.272697,93.772697,92.590897,93.136398,510816,86.247169
2017-02-28,93.5,93.590897,92.545403,92.636398,1001763,85.784157
2017-03-01,93.409103,94.636398,93.181801,94.136398,1050933,87.17321
2017-03-02,94.136398,94.181801,93.409103,93.409103,838516,86.49971
2017-03-03,93.409103,93.590897,92.909103,93.454597,825382,86.54184
2017-03-06,93.5,93.772697,92.909103,93.454597,852432,86.54184
2017-03-07,93.818199,93.818199,92.545403,92.818199,781477,85.952515
2017-03-08,92.590897,93.227303,92.409103,92.954597,575000,86.078827
2017-03-09,92.954597,93.5,92.318199,93,818513,86.120865
2017-03-10,93.227303,93.818199,92.818199,93,703789,86.120865
2017-03-13,93.363602,94.045403,93.090897,94.045403,755131,87.088943
2017-03-14,94.090897,94.363602,93.681801,94.136398,788208,87.17321
2017-03-15,94.045403,94.727303,93.909103,94.545403,637965,87.551956
2017-03-16,95,95.363602,94.727303,95.181801,1014303,88.141273
2017-03-17,95.136398,96.090897,94.909103,95.909103,1677353,88.814781
2017-03-20,95.636398,96.272697,95.590897,96.045403,547262,88.941002
2017-03-21,96.272697,96.818199,95.818199,96.090897,762188,88.983131
2017-03-22,95.772697,96.5,95.454597,96.363602,754052,89.235664
2017-03-23,96.136398,96.909103,95.772697,96.863602,648375,89.698677
2017-03-24,96.681801,97.181801,96.136398,96.545403,639631,89.404015
2017-03-27,95.863602,96.772697,95.454597,96.772697,679310,89.614502
2017-03-28,96.590897,96.727303,95.545403,96.545403,816462,89.404015
2017-03-29,96.772697,97.318199,96.318199,97.318199,684796,90.119652
2017-03-30,97.272697,97.409103,96.727303,97.090897,584282,89.909157
2017-03-31,97.136398,97.363602,96.409103,97.363602,1137006,90.161697
2017-04-03,97.545403,98.045403,97,97.227303,822991,90.035477
2017-04-04,97.318199,97.727303,96.545403,97.181801,793445,89.993347
2017-04-05,97.272697,97.636398,97.090897,97.363602,744686,90.161697
2017-04-06,97.136398,98.454597,96.5,98.136398,902373,90.877335
2017-04-07,97.863602,99.318199,97.590897,99.318199,1006781,91.97171
2017-04-10,99.090897,99.181801,98.5,98.545403,768452,91.256081
2017-04-11,98.181801,98.727303,96.772697,97.318199,979386,90.119652
2017-04-12,97.5,98.454597,97.409103,97.681801,701825,90.45636
2017-04-13,97.681801,98.318199,97.409103,97.727303,1017292,90.498489
2017-04-18,97.727303,98.318199,96.590897,97.045403,1026495,89.867035
2017-04-19,96.909103,97.363602,96.272697,96.363602,820072,89.235664
2017-04-20,96.090897,97.5,95.863602,97.227303,984416,90.035477
2017-04-21,96.818199,97.318199,96.136398,96.136398,1751223,89.025261
2017-04-24,99.090897,101.773003,98.454597,100.681999,2521695,93.234634
2017-04-25,100.773003,101.044998,100.363998,100.863998,1032661,93.403175
2017-04-26,101.044998,102.591003,100.955002,102,1370751,94.455147
2017-04-27,101.318001,101.591003,99.954597,100.908997,1387319,93.444839
2017-04-28,100.455002,100.955002,99.818199,100.544998,989143,93.107765
2017-05-02,101.363998,102.181999,101,102.136002,1066310,94.581085
2017-05-03,101.955002,102.681999,101.136002,102.681999,1043403,95.086693
2017-05-04,102.955002,103.273003,102.318001,103,971160,95.381172
2017-05-05,103.091003,104.681999,102.681999,104.681999,1165876,96.938759
2017-05-08,104.726997,104.773003,103,103.181999,981086,95.549713
2017-05-09,103.544998,104.363998,103.181999,104,734799,96.307205
2017-05-10,103.726997,103.908997,103.408997,103.544998,681415,95.885857
2017-05-11,103.726997,103.863998,102.544998,103.044998,868335,95.422836
2017-05-12,103.455002,104.091003,102.636002,103.908997,977207,96.222931
2017-05-15,102.181999,102.5,100.773003,101.726997,889524,96.619949
2017-05-16,101.863998,101.863998,100.863998,100.908997,777952,95.84301
2017-05-17,100.455002,100.726997,98.954597,99.590897,1049543,94.591087
2017-05-18,99.727303,100.273003,98.681801,99.636398,1080949,94.634308
2017-05-19,99.954597,100.726997,99.636398,100.726997,1144923,95.670158
2017-05-22,101.091003,101.226997,100.544998,100.544998,686658,95.497292
2017-05-23,100.5,101.5,100.318001,101.273003,552726,96.188751
2017-05-24,101.136002,101.681999,100.363998,100.5,622787,95.454552
2017-05-25,100.955002,101.273003,100.091003,100.681999,506926,95.627419
2017-05-26,100.5,100.863998,99.818199,100.863998,597524,95.800278
2017-05-29,100.863998,101,100.5,100.636002,316991,95.583733
2017-05-30,100.136002,100.226997,99,99,910966,94.029861
2017-05-31,99.363602,99.454597,98.454597,98.636398,1266212,93.684509
2017-06-01,98.863602,99.954597,98.818199,99.863602,771052,94.850105
2017-06-02,100.5,101.318001,100.181999,101,791262,95.929451
2017-06-05,100.908997,101.044998,100.181999,100.408997,357532,95.368118
2017-06-06,99.954597,99.954597,99.318199,99.5,732855,94.504761
2017-06-07,98.727303,99.909103,98.5,98.681801,817164,93.727631
2017-06-08,98.818199,99.227303,98.272697,98.5,795979,93.554962
2017-06-09,98.772697,100.136002,98.409103,99.818199,770886,94.806984
2017-06-12,99.818199,99.954597,98.772697,99.227303,736468,94.24575
2017-06-13,99.818199,100.908997,99.681801,100.136002,805907,95.108833
2017-06-14,100.5,100.908997,98.727303,98.727303,1017277,93.770851
2017-06-15,98.636398,98.727303,96.954597,97.681801,1142687,92.77784
2017-06-16,100.408997,100.681999,99,99.818199,1777735,94.806984
2017-06-19,100.681999,102.408997,100.408997,102.273003,1151340,97.138542
2017-06-20,102.455002,103.5,102.408997,102.5,1143390,97.354149
2017-06-21,102.044998,102.681999,101.455002,102.363998,1087067,97.224968
2017-06-22,102.273003,102.544998,101.408997,101.726997,1065442,96.619949
2017-06-23,101.363998,101.773003,100.726997,101.363998,608683,96.275177
2017-06-26,101.818001,102,101.044998,101.363998,655405,96.275177
2017-06-27,101.273003,101.591003,100.455002,100.955002,803773,95.886711
2017-06-28,100.5,101.408997,99.681801,100.408997,938280,95.368118
2017-06-29,100.636002,100.818001,98.272697,98.409103,1123302,93.46862
2017-06-30,98.636398,99.545403,98.363602,98.363602,1146212,93.425407
2017-07-03,99.136398,100.273003,98.818199,100.044998,611888,95.022392
2017-07-04,99.636398,100.091003,99.227303,99.227303,544773,94.24575
2017-07-05,98.818199,99.090897,97.772697,98.772697,961287,93.813965
2017-07-06,98.681801,98.909103,97.090897,98,1125584,93.080055
2017-07-07,97.772697,98.045403,97.363602,97.636398,655665,92.734718
2017-07-10,98,98.363602,97.545403,98.136398,491898,93.209618
2017-07-11,98.272697,98.681801,97.272697,97.272697,668562,92.389275
2017-07-12,97.636398,99.545403,97.454597,99.272697,865269,94.288864
2017-07-13,99.318199,100,98.863602,98.909103,794519,93.943527
2017-07-14,99.090897,99.772697,98.681801,99.454597,550698,94.461639
2017-07-17,99.454597,100,99.090897,99.636398,579346,94.634308
2017-07-18,99.545403,99.681801,98.136398,98.636398,711352,93.684509
2017-07-19,99.136398,99.363602,98.681801,99.318199,636790,94.332077
2017-07-20,99.772697,100.591003,98.090897,98.590897,734265,93.641296
2017-07-21,98.272697,98.954597,95.863602,96.409103,1342036,91.569031
2017-07-24,96.954597,97.227303,96.045403,96.727303,830016,91.871262
2017-07-25,96.545403,97.681801,96.545403,96.818199,794694,91.957596
2017-07-26,97.045403,98.136398,96.590897,97.545403,676337,92.648293
2017-07-27,96.954597,98.409103,96.636398,97.090897,974488,92.216591
2017-07-28,95.909103,95.954597,94.636398,95.454597,1193522,90.662453
2017-07-31,95.909103,95.909103,94.045403,94.272697,1113602,89.539879
2017-08-01,95.363602,95.590897,93.818199,94.636398,839638,89.885323
2017-08-02,95.045403,95.318199,93.863602,94.272697,878621,89.539879
2017-08-03,94.136398,95.454597,94.045403,94.772697,765719,90.014778
2017-08-04,94.772697,96.590897,94.454597,96.318199,956530,91.482697
2017-08-07,96.409103,96.590897,95.818199,95.818199,462925,91.007797
2017-08-08,95.636398,96.272697,95.363602,95.954597,496649,91.137344
2017-08-09,95.272697,95.5,94.045403,94.681801,817198,89.928444
2017-08-10,94.681801,94.818199,93.363602,93.772697,762286,89.06498
2017-08-11,93.090897,93.590897,92.863602,93.5,631055,88.805977
2017-08-14,93.818199,94.909103,93.818199,94.545403,564139,89.798897
2017-08-15,94.863602,95.136398,94.5,94.818199,393572,90.057999
2017-08-16,95.181801,96.272697,95.136398,95.318199,612191,90.53289
2017-08-17,95.454597,95.727303,94.772697,94.954597,722085,90.187546
2017-08-18,94.227303,94.227303,93.227303,93.681801,1172390,88.978653
