date,FP.PA,MC.PA,SAN.PA,AIR.PA,OR.PA
09/09/2014,38.086479,120.979782,67.75145,44.262302,115.038406
10/09/2014,37.928108,120.935287,67.987534,44.089226,115.405075
11/09/2014,37.837597,121.736183,67.664894,43.911594,114.625931
12/09/2014,37.732006,121.202255,68.373093,44.180317,115.267563
15/09/2014,37.290817,121.736183,68.601303,44.562908,114.946747
16/09/2014,37.607578,120.712807,68.066216,44.699547,114.488434
17/09/2014,37.667915,119.822929,68.876717,44.453594,114.580086
18/09/2014,37.705616,120.712807,69.608528,45.136795,114.534256
19/09/2014,37.739563,119.644958,69.844589,44.981937,115.175903
22/09/2014,37.807434,117.865196,69.931168,44.786087,115.542564
23/09/2014,37.227188,116.352386,68.782288,43.269382,113.571785
24/09/2014,38.303684,118.087662,69.97049,43.305817,115.267563
25/09/2014,37.845608,116.396881,68.530472,44.253193,113.571785
26/09/2014,38.731239,116.441383,69.569168,44.945499,114.442581
29/09/2014,38.410583,114.661598,68.939667,44.230412,114.030106
30/09/2014,39.280949,114.528114,70.474106,45.382751,115.221725
01/10/2014,38.715969,113.326782,69.915413,44.717766,114.259262
02/10/2014,36.788193,112.036446,67.727844,43.606422,112.33432
03/10/2014,37.03632,113.771706,68.380966,45.164127,112.975967
06/10/2014,36.914158,114.083168,68.310135,45.478394,113.617607
07/10/2014,36.051437,111.902977,67.090477,44.280518,111.555168
08/10/2014,35.681145,112.436897,66.217018,43.342258,112.196815
09/10/2014,35.341393,113.104301,66.122589,41.584156,113.205124
10/10/2014,34.051109,111.235535,65.367165,41.392853,112.746803
13/10/2014,34.478668,111.769485,65.375046,41.406525,112.28849
14/10/2014,34.180912,111.324532,65.312096,41.816441,111.601006
15/10/2014,32.642509,111.146553,62.557968,39.807831,109.30941
16/10/2014,32.489815,110.123199,62.007149,38.942444,108.484428
17/10/2014,33.711376,111.413513,63.93502,40.04467,109.40107
20/10/2014,32.783752,111.191055,63.289764,39.780499,109.538567
21/10/2014,33.917507,112.614876,64.11602,40.869072,110.776024
22/10/2014,34.04348,113.059807,65.650452,41.183342,110.821861
23/10/2014,34.974922,114.394623,66.80719,41.479397,110.684364
24/10/2014,34.245804,114.12767,66.571114,41.256214,109.721886
27/10/2014,33.925148,114.305634,65.626846,40.773422,110.042709
28/10/2014,34.734428,115.59597,58.647102,41.370083,111.921829
29/10/2014,35.421574,116.975319,55.987419,41.720791,112.150978
30/10/2014,35.879654,118.087662,56.585457,41.816441,112.013489
31/10/2014,36.204128,120.445847,57.962509,43.360474,114.671745
03/11/2014,35.692596,119.956413,57.277927,43.314926,113.755112
04/11/2014,34.352695,117.420235,56.475288,42.704605,112.33432
05/11/2014,35.337589,119.244522,57.687103,43.560883,114.946747
06/11/2014,35.513184,120.401344,57.915302,44.093781,116.734192
07/11/2014,35.524628,119.155502,57.419556,43.943474,116.138374
10/11/2014,35.963642,120.801788,58.481857,44.066444,117.375847
11/11/2014,35.662064,121.691696,59.142849,44.316956,119.163292
12/11/2014,35.047459,121.157738,58.473995,43.770397,118.200806
13/11/2014,34.738247,122.581581,58.773018,43.451569,120.813248
14/11/2014,34.795513,122.581581,58.576286,44.139328,120.675743
17/11/2014,35.150536,123.115501,59.654331,43.674751,120.400764
18/11/2014,35.524628,124.094383,60.519913,42.577068,121.134064
19/11/2014,35.505558,124.895271,60.456951,42.813911,121.546562
20/11/2014,35.620068,124.494812,59.032677,42.686382,122.050697
21/11/2014,37.055405,128.988724,59.733032,43.975361,124.158974
24/11/2014,36.990505,128.410324,59.583515,44.640339,124.158974
25/11/2014,36.406448,127.965401,59.961208,45.159573,123.563164
26/11/2014,36.520966,127.208977,60.142204,44.986492,123.517334
27/11/2014,35.043644,127.253456,60.771713,45.355419,124.938126
28/11/2014,34.348885,128.588287,61.267452,44.631226,125.763107
01/12/2014,34.077843,129.037109,61.676628,44.403492,125.808952
02/12/2014,35.238331,128.856003,61.062859,44.335171,126.542236
03/12/2014,35.062729,129.082413,61.275337,44.111988,126.404739
04/12/2014,33.978584,128.946564,59.4104,43.879707,124.296471
05/12/2014,34.497757,131.980042,59.914005,45.391865,127.504723
08/12/2014,33.848797,131.210358,59.717285,44.80431,126.7714
09/12/2014,33.00515,128.584335,58.206459,43.902481,124.571465
10/12/2014,32.482174,127.769409,58.27726,39.32959,124.754791
11/12/2014,32.501259,127.678833,59.158585,37.639809,124.113136
12/12/2014,31.405659,124.600052,57.12841,37.084133,122.004875
15/12/2014,30.510588,122.06459,55.948063,36.93383,119.254951
16/12/2014,31.332043,123.875633,57.820866,37.316425,121.088234
17/12/2014,32.428635,113.960152,58.308746,37.302765,122.371544
18/12/2014,33.191982,117.94445,59.937614,38.122597,125.992271
19/12/2014,33.215233,117.672798,59.315956,37.976852,126.175591
22/12/2014,33.199726,118.668869,59.190056,37.776447,126.817245
23/12/2014,33.901073,119.98188,59.520561,38.022404,128.192215
24/12/2014,33.800327,119.43856,59.009079,37.8311,126.817245
29/12/2014,33.901073,119.98188,59.725155,37.826546,128.467194
30/12/2014,32.963356,118.759422,59.016945,37.293648,126.633911
31/12/2014,32.95174,119.755493,59.536304,37.667133,127.688049
02/01/2015,32.955616,118.487778,59.363178,37.826546,125.946426
05/01/2015,30.983309,115.046783,57.655624,37.940418,122.967331
06/01/2015,30.936808,113.73378,57.844486,38.819473,122.967331
07/01/2015,31.638172,113.824318,58.458256,39.830601,123.654831
08/01/2015,32.858738,117.401131,60.921223,41.187897,128.146378
09/01/2015,31.824148,115.635376,58.922516,40.582127,126.31308
12/01/2015,31.990776,119.483833,59.74876,40.946495,129.154663
13/01/2015,32.316254,120.389343,60.456951,41.506721,130.758789
14/01/2015,31.630415,120.162994,59.591389,41.119576,129.796326
15/01/2015,32.51001,122.290962,61.251713,42.148933,133.921204
16/01/2015,33.55621,121.521271,62.896328,42.262802,134.425354
19/01/2015,33.366348,121.521271,62.731091,42.49509,134.517044
20/01/2015,33.765453,123.603966,63.242565,42.886791,136.304459
21/01/2015,34.447422,124.418953,63.431416,42.649944,137.31279
22/01/2015,34.924038,124.826439,63.87207,43.114525,137.725266
23/01/2015,35.606007,128.448532,65.768494,44.890842,142.67511
26/01/2015,36.179485,130.984024,65.272743,45.674248,145.425034
27/01/2015,35.950874,131.39151,64.430779,44.699547,143.27095
28/01/2015,35.311512,131.482025,64.517319,44.594795,143.912582
29/01/2015,34.803917,131.029266,64.729782,43.975361,146.84584
30/01/2015,35.261147,129.942642,64.525208,42.996101,145.791702
02/02/2015,36.423599,129.761551,64.580276,42.695488,144.55423
03/02/2015,37.415565,130.84816,64.139626,43.03709,142.7668
04/02/2015,37.004833,141.488098,64.202568,43.392357,144.783386
05/02/2015,37.260571,138.997879,66.516037,44.098331,144.829224
06/02/2015,36.950581,138.364029,66.88588,44.03912,144.46257
09/02/2015,37.159828,136.371902,66.744232,43.938919,142.950119
10/02/2015,36.694843,141.397507,67.098328,45.305321,144.416763
11/02/2015,36.38485,141.759766,66.88588,45.018375,145.195877
12/02/2015,36.694843,144.114075,66.822914,45.341759,144.737564
13/02/2015,36.714218,143.525497,68.247192,45.318981,143.041779
16/02/2015,36.512718,142.121933,67.452446,45.956642,141.620987
17/02/2015,36.640594,142.710526,67.30294,46.15704,142.445953
18/02/2015,36.628967,143.751877,68.231461,46.812912,142.491791
19/02/2015,35.633133,145.6082,69.120644,47.359478,144.004242
20/02/2015,35.675762,145.789307,68.766541,47.787613,144.46257
23/02/2015,35.873371,146.015701,70.0728,48.133774,145.516708
24/02/2015,36.566975,145.970428,69.836739,47.231941,146.020874
25/02/2015,36.694843,146.332626,70.112137,46.822021,146.158356
26/02/2015,36.617348,146.649536,68.88459,47.031544,147.762482
27/02/2015,37.380695,148.415329,69.010483,50.401997,148.724945
02/03/2015,36.570847,149.185028,67.987534,51.094303,148.587463
03/03/2015,36.520473,147.057037,67.798676,50.465767,147.670822
04/03/2015,36.760712,149.501953,68.813751,51.486012,149.687439
05/03/2015,36.787842,151.856308,69.120644,53.936424,151.016571
06/03/2015,36.427479,152.942947,68.971138,54.127712,151.7957
09/03/2015,36.179485,151.946869,68.931808,53.635815,151.520721
10/03/2015,35.013161,150.543289,67.971786,53.635815,151.062393
11/03/2015,35.234024,155.297287,70.245903,55.958698,155.553925
12/03/2015,35.214653,154.48233,70.426888,56.550804,154.95813
13/03/2015,34.598549,155.070938,70.686569,57.898987,157.433029
16/03/2015,34.540428,158.194992,72.449188,58.172272,158.853836
17/03/2015,35.036407,156.383942,72.58297,55.548775,158.120514
18/03/2015,35.648628,154.618179,73.228218,55.74007,156.699738
19/03/2015,36.016747,152.399628,73.165283,55.63987,156.058075
20/03/2015,36.91571,153.259888,73.676758,55.93137,157.753876
23/03/2015,36.856831,148.958649,73.574455,54.656063,156.883041
24/03/2015,36.805801,150.724411,73.999397,54.93845,157.112198
25/03/2015,36.507504,148.143677,72.504288,53.644924,154.86644
26/03/2015,36.574223,147.011795,71.906235,54.783596,154.912277
27/03/2015,36.578152,146.921204,72.150185,55.029541,157.799683
30/03/2015,36.896084,148.958649,72.944939,55.74007,158.166351
31/03/2015,36.326942,148.641693,72.33905,55.056873,157.066406
01/04/2015,36.40152,147.872025,73.125946,55.485008,157.020554
02/04/2015,35.989384,148.098404,73.755447,55.34837,158.303833
07/04/2015,37.363178,149.909424,75.368584,55.020435,160.549606
08/04/2015,36.935333,151.675186,75.226936,54.692501,159.541321
09/04/2015,37.653637,154.663437,76.454491,55.81295,161.282928
10/04/2015,38.089321,156.112274,77.705643,56.395943,164.032837
13/04/2015,38.277721,156.248108,77.886627,57.197571,163.757858
14/04/2015,38.254181,152.354355,77.052544,55.685417,162.795395
15/04/2015,39.04705,155.02565,77.320076,57.142914,163.253708
16/04/2015,38.709488,153.078781,76.34433,58.272472,163.849518
17/04/2015,38.364071,149.818893,75.266281,56.641899,161.60376
20/04/2015,38.764435,149.411407,75.667603,57.489067,162.428726
21/04/2015,38.2267,150.373581,75.470879,58.791706,163.299515
22/04/2015,38.014744,147.395416,75.927261,59.939484,162.337082
23/04/2015,38.006893,145.975098,75.030205,59.793732,160.412125
24/04/2015,37.685043,147.578705,75.431534,59.338261,161.099609
27/04/2015,38.599575,149.044876,76.588264,59.893932,164.307846
28/04/2015,38.999947,145.562729,74.085938,57.297771,159.495483
29/04/2015,38.022594,142.722031,72.047882,55.184402,155.095581
30/04/2015,38.061848,143.500946,71.76461,56.477932,156.241394
04/05/2015,37.783165,146.158371,72.622322,56.113556,158.899689
05/05/2015,37.425976,141.71402,70.851822,54.564968,155.221649
06/05/2015,37.559433,141.347488,71.166573,54.911121,156.199341
07/05/2015,36.711605,142.859451,70.733772,54.983994,156.990829
08/05/2015,37.681103,147.349609,72.150185,57.753235,161.506851
11/05/2015,37.300369,145.104553,72.223282,56.559914,158.434067
12/05/2015,36.880383,142.859451,72.028366,55.302818,156.664917
13/05/2015,36.919636,141.48494,71.622307,54.838249,154.802628
14/05/2015,37.159073,145.562729,72.49128,55.448574,158.434067
15/05/2015,36.480019,145.471085,71.532967,55.439465,156.804565
18/05/2015,36.637028,146.753967,72.466927,56.022465,158.1082
19/05/2015,37.135517,152.068832,74.188644,57.215786,162.763916
20/05/2015,37.210094,152.114639,74.367325,57.698586,162.950134
21/05/2015,37.539806,151.748108,75.025146,58.245136,162.85701
22/05/2015,37.469147,152.481186,74.960182,58.053848,162.763916
25/05/2015,37.323925,152.022995,74.172401,57.716801,162.2052
26/05/2015,36.758701,151.198288,73.61203,57.83522,161.646561
27/05/2015,37.210094,153.809891,75.959099,59.447575,165.417664
28/05/2015,36.837212,152.618622,74.935814,58.882797,164.346832
29/05/2015,36.091438,148.58667,72.401955,56.477932,160.110153
01/06/2015,36.111057,149.548859,73.140976,57.425419,161.646561
02/06/2015,36.232735,151.289917,72.799889,57.137455,157.968506
03/06/2015,36.405441,151.702271,74.001869,57.063145,158.806534
04/06/2015,35.718548,149.777924,74.026222,56.450058,158.294434
05/06/2015,35.761734,146.891449,72.393837,55.418964,155.175064
08/06/2015,35.157021,146.845612,71.541092,54.945221,154.430176
09/06/2015,35.073467,142.172211,71.346176,54.759441,153.35936
10/06/2015,35.825382,148.03688,72.475052,56.227119,156.245911
11/06/2015,36.12376,151.656448,73.457718,57.081722,157.130493
12/06/2015,35.455391,148.769989,72.442543,56.14352,154.243927
15/06/2015,34.918308,146.479065,70.737061,55.075268,151.962631
16/06/2015,34.934223,146.891449,71.126907,55.149582,153.592133
17/06/2015,35.320122,145.883438,69.876205,53.839813,151.171158
18/06/2015,35.248512,146.524872,70.144218,53.589005,152.474777
19/06/2015,35.109276,146.570694,70.184807,54.750149,150.659042
22/06/2015,36.139668,153.947357,73.741982,56.3293,156.618347
23/06/2015,36.636967,156.100769,74.773376,57.583336,158.015076
24/06/2015,37.006954,156.558975,75.203819,57.304665,157.363281
25/06/2015,36.95525,156.604797,75.000793,57.434711,155.919983
26/06/2015,36.935349,156.879684,75.496193,57.137455,157.037369
29/06/2015,35.519047,149.915405,72.710548,55.084557,150.798706
30/06/2015,34.667667,144.004913,71.662903,54.062756,148.982986
01/07/2015,34.922287,148.12851,72.84861,56.078495,149.774445
02/07/2015,34.934223,145.608521,72.345093,55.288921,148.377747
03/07/2015,34.838734,144.463074,71.614174,55.000957,147.446594
06/07/2015,34.134563,140.431137,70.785797,54.229958,145.165283
07/07/2015,33.42244,135.574463,69.86808,52.59507,143.349564
08/07/2015,33.613396,136.857376,70.672096,53.096687,144.885941
09/07/2015,34.456818,140.568573,72.588737,54.434311,148.750198
10/07/2015,35.284321,145.471085,75.098244,56.106361,153.312775
13/07/2015,35.546898,148.449234,77.169189,57.852722,155.12854
14/07/2015,35.885052,149.090683,78.468605,58.410069,157.270142
15/07/2015,36.00441,147.991043,79.102066,59.162483,157.921967
16/07/2015,36.394287,148.724121,80.230934,60.490837,159.272125
17/07/2015,36.31472,152.985168,80.450218,60.054245,158.620331
20/07/2015,36.334618,155.001129,79.987289,60.137844,160.575699
21/07/2015,36.151615,154.268082,79.102066,59.524765,158.434067
22/07/2015,35.511086,153.489151,79.142685,58.855946,157.270142
23/07/2015,35.511086,153.214279,79.792397,58.558697,157.409851
24/07/2015,35.204754,152.160446,79.727409,58.577274,157.735718
27/07/2015,34.198223,147.487061,78.04628,56.01347,154.709503
28/07/2015,34.385212,151.931366,78.679749,56.877361,156.199341
29/07/2015,35.260445,154.863724,79.589355,57.70409,158.201279
30/07/2015,35.773651,154.497177,79.402565,57.97348,158.620331
31/07/2015,35.865158,156.421494,79.56498,60.007797,158.620331
03/08/2015,35.765713,156.833847,80.109116,61.057472,162.577682
04/08/2015,35.527,156.788071,79.727409,60.277184,163.369141
05/08/2015,36.175484,160.911652,81.741524,61.986389,165.743561
06/08/2015,36.040215,160.682556,81.45726,62.404392,165.883209
07/08/2015,36.438049,158.941467,79.784264,61.772732,164.765869
10/08/2015,36.513645,159.720383,81.010582,61.429035,165.790131
11/08/2015,36.207314,151.060852,79.930443,59.710545,161.693069
12/08/2015,35.435501,142.81366,76.657539,56.617264,153.266251
13/08/2015,35.312168,146.983047,77.762032,58.010632,156.339005
14/08/2015,35.009815,146.249985,76.389534,57.964188,154.802628
17/08/2015,35.395714,146.891449,77.144821,58.530827,155.12854
18/08/2015,34.810894,145.608521,77.388481,58.484379,154.104279
19/08/2015,34.186287,141.210052,75.845406,57.462574,150.98494
20/08/2015,33.856075,135.666107,74.651558,55.827686,147.772476
21/08/2015,32.686436,133.51265,71.679153,53.310333,143.582352
24/08/2015,30.10446,127.648018,67.927071,50.811558,136.272873
25/08/2015,31.107006,135.207932,70.371613,52.204929,142.278748
26/08/2015,30.001022,133.650131,69.031586,51.944828,138.228256
27/08/2015,31.97032,138.506775,71.922775,53.793369,142.278748
28/08/2015,32.765999,138.323532,71.825333,54.137062,142.278748
31/08/2015,32.467625,136.215897,71.606056,53.960579,142.185638
01/09/2015,32.153332,132.138138,69.843719,52.492889,139.438766
02/09/2015,31.874842,134.841385,70.850777,51.796204,140.276779
03/09/2015,32.972866,137.590439,72.694313,53.356781,140.509567
04/09/2015,31.795267,133.741776,70.793915,51.387482,135.714188
07/09/2015,31.803238,134.337387,71.646652,51.396774,137.064346
08/09/2015,32.117527,135.437012,72.036484,51.916965,136.784988
09/09/2015,32.392025,137.223892,73.043533,53.245308,138.367935
10/09/2015,31.783342,136.765732,71.857819,52.483597,135.807297
11/09/2015,31.580439,135.757721,71.484238,51.619709,135.295166
14/09/2015,31.64011,135.345383,71.167496,50.635059,134.038116
15/09/2015,32.610847,137.361343,71.459869,51.145966,136.64534
16/09/2015,33.521896,142.538742,72.726807,51.731178,140.230225
17/09/2015,33.4105,142.584579,72.458794,52.316395,140.137115
18/09/2015,32.443752,138.048615,71.370529,50.55146,136.64534
21/09/2015,32.479557,139.423126,72.629341,51.090229,139.857758
22/09/2015,31.636135,135.070465,69.429512,49.325294,135.527969
23/09/2015,32.324402,135.253723,69.60009,49.501789,135.434845
24/09/2015,31.512806,132.000656,68.544296,48.182732,133.991562
25/09/2015,32.133434,138.506775,70.663979,50.309944,141.44072
28/09/2015,31.317482,134.841385,68.57679,48.758659,139.438766
29/09/2015,31.656792,133.375229,67.4804,48.545006,138.554184
30/09/2015,32.476784,139.468979,68.942253,49.148804,144.373825
01/10/2015,32.618168,137.223892,68.714859,49.743305,142.232193
02/10/2015,33.325062,136.719925,69.015343,50.792976,144.839417
05/10/2015,34.718651,143.455139,71.159378,52.585781,149.262329
06/10/2015,35.873913,145.929245,70.899498,52.9109,149.634781
07/10/2015,36.677765,147.532883,69.275215,52.855171,149.867569
08/10/2015,36.629284,148.769989,69.92495,53.031662,150.89183
09/10/2015,36.556583,151.885574,69.86808,53.514694,152.70755
12/10/2015,36.475796,152.5728,70.802032,52.204929,153.778366
13/10/2015,36.281902,147.761978,69.965546,52.567204,152.80069
14/10/2015,36.059734,145.929245,68.990967,52.130615,152.847214
15/10/2015,36.447514,146.983047,71.508606,50.653641,155.407867
16/10/2015,36.839329,145.37944,72.044617,51.582558,154.616409
19/10/2015,36.326332,145.608521,72.369461,51.471085,156.804565
20/10/2015,35.99107,145.058716,70.891373,51.118099,156.013123
21/10/2015,36.281902,144.82962,70.655853,52.27924,154.243927
22/10/2015,36.649487,151.335739,72.466927,53.431095,159.225571
23/10/2015,36.758553,156.375671,75.082001,55.892712,161.646561
26/10/2015,36.043571,155.001129,74.594711,55.688354,159.225571
27/10/2015,35.255894,154.405548,74.334839,54.917355,159.31868
28/10/2015,35.554798,153.67244,75.772324,55.381809,159.877365
29/10/2015,35.813328,154.909531,73.896278,56.375748,162.018997
30/10/2015,35.663868,155.413498,74.594711,58.855946,154.616409
02/11/2015,36.047611,153.855682,74.578476,59.069595,153.778366
03/11/2015,37.356392,155.550964,74.554115,58.735188,154.197388
04/11/2015,37.400818,158.300034,74.554115,59.45974,154.662964
05/11/2015,37.267521,158.987289,75.756081,60.007797,157.270142
06/11/2015,37.352345,154.634613,70.574646,61.401173,155.500992
09/11/2015,37.097866,153.305923,68.333138,60.750931,153.35936
10/11/2015,37.174603,154.313873,68.138237,61.326855,153.778366
11/11/2015,37.194809,157.521118,68.365631,61.81918,158.154755
12/11/2015,36.302101,152.985168,66.075409,59.50618,156.245911
13/11/2015,35.898159,148.815765,65.515038,59.013859,154.476715
16/11/2015,36.17284,146.753967,65.060242,58.948837,154.709503
17/11/2015,37.530083,151.564804,67.114937,61.46619,159.039337
18/11/2015,37.695686,149.915405,67.472298,61.103912,156.385559
19/11/2015,37.647209,148.815765,66.936279,61.187519,155.966553
20/11/2015,37.368504,148.678314,67.4804,61.698418,157.130493
23/11/2015,36.972641,148.35759,67.382942,61.800598,156.851135
24/11/2015,37.231163,141.988937,66.416512,60.927422,153.545563
25/11/2015,37.445248,144.783813,67.683441,62.283638,156.94426
26/11/2015,37.994606,145.791824,68.227577,63.305443,157.409851
27/11/2015,37.663376,142.905289,68.081383,63.119656,157.130493
30/11/2015,37.970371,145.471085,68.528061,63.574825,156.059677
01/12/2015,37.800713,145.471069,67.935204,62.469425,155.547546
02/12/2015,37.687614,146.441513,67.472298,62.422974,156.94426
03/12/2015,35.922398,139.740936,64.832848,59.134621,150.193466
04/12/2015,35.106438,140.711365,64.369904,59.45974,148.284622
07/12/2015,34.609585,142.744659,65.117081,61.2061,151.962631
08/12/2015,34.278347,139.093994,63.882648,60.109978,148.843307
09/12/2015,34.597473,137.569061,62.753769,58.976704,146.608566
10/12/2015,34.803482,136.783478,62.339573,59.617653,145.630844
11/12/2015,33.769386,133.964645,62.06345,57.852722,143.815125
14/12/2015,32.783775,131.423035,60.690937,56.942383,141.533829
15/12/2015,34.161217,136.737259,63.931374,58.651585,147.493149
16/12/2015,33.991566,137.384201,63.931374,59.812725,147.074127
17/12/2015,33.850185,137.615265,64.483627,60.500118,149.774445
18/12/2015,33.939041,134.010834,63.95573,58.76305,146.887894
21/12/2015,33.385693,131.885147,63.176086,57.518311,144.420364
22/12/2015,33.459476,132.901779,63.19231,57.499733,143.349564
23/12/2015,34.525196,135.350937,64.938408,58.131393,146.282654
24/12/2015,34.516991,134.981247,64.23185,57.731964,145.910202
28/12/2015,33.922646,133.179062,63.785187,57.323238,144.141037
29/12/2015,34.545689,136.552414,65.052116,58.567982,147.260361
30/12/2015,34.07431,135.997894,64.735397,58.131393,146.515442
04/01/2016,33.221748,128.650391,62.99741,56.533665,140.509567
05/01/2016,32.918423,128.881454,63.744572,57.676224,141.068268
06/01/2016,32.602798,126.339867,62.883713,56.914516,140.882034
07/01/2016,31.81171,126.247459,62.201511,55.771954,140.463013
08/01/2016,30.618921,125.092194,60.642212,54.582947,139.299103
11/01/2016,30.618921,124.95356,59.813835,53.979149,138.274826
12/01/2016,30.536947,128.881454,60.382332,54.805885,139.857758
13/01/2016,31.028818,127.310287,60.650333,55.261055,140.602707
14/01/2016,31.832199,126.617142,59.529587,53.886257,137.669586
15/01/2016,30.868958,126.986847,58.067745,52.158485,135.760757
18/01/2016,31.217367,126.386078,58.693085,51.879807,136.226303
19/01/2016,31.660046,129.389786,60.739674,52.687965,138.92662
20/01/2016,29.938499,124.445221,59.440254,50.495728,134.364014
21/01/2016,30.832073,128.650391,60.463524,51.582558,136.086639
22/01/2016,32.184708,132.301041,61.884773,52.901615,140.137115
25/01/2016,31.582174,132.994186,62.039093,53.245308,141.626938
26/01/2016,32.504429,133.918411,62.437038,53.338196,142.045975
27/01/2016,32.914318,135.027481,62.664436,51.517529,143.628906
28/01/2016,32.967606,132.809357,60.934597,51.10881,142.278748
29/01/2016,33.545551,136.968323,62.169037,53.709766,146.701691
01/02/2016,32.791348,136.552414,62.331459,53.737629,146.608566
02/02/2016,31.319836,134.195679,61.129494,51.415352,145.630844
03/02/2016,31.496084,140.249268,59.675777,50.068428,143.489243
04/02/2016,32.164219,141.219711,58.790543,49.984821,143.396118
05/02/2016,31.893692,141.127274,58.230167,50.217052,142.651199
08/02/2016,31.291142,140.203049,56.776447,47.495338,139.718124
09/02/2016,30.172144,136.552414,55.988682,47.578938,137.762711
10/02/2016,29.938499,136.968323,55.801876,48.64719,140.602707
11/02/2016,28.95886,131.746521,54.632401,46.408508,136.59877
12/02/2016,31.151787,134.935059,55.874977,47.662544,139.811203
15/02/2016,31.664143,139.972015,56.678989,49.585392,143.070221
16/02/2016,31.787115,138.031189,56.402863,49.956955,143.722031
17/02/2016,32.254391,143.715088,57.547985,51.136677,144.373825
18/02/2016,32.422447,141.959061,57.734764,51.879807,142.977127
19/02/2016,32.578209,142.790863,57.133781,51.32246,144.001343
22/02/2016,33.471767,143.853683,57.807861,52.158485,146.282654
23/02/2016,32.643787,140.480316,57.255608,51.471085,145.817093
24/02/2016,32.082237,137.24559,56.28104,51.043781,143.628906
25/02/2016,32.684772,138.955399,58.546898,53.291752,146.049881
26/02/2016,33.475864,141.589355,59.854443,53.421799,145.863647
29/02/2016,33.918552,142.143936,59.440254,55.530434,145.258408
01/03/2016,34.062019,142.975708,59.700138,56.477924,148.00528
02/03/2016,34.603073,143.252991,59.813835,56.236408,145.02562
03/03/2016,34.594875,142.051498,58.335739,56.450058,142.651199
04/03/2016,34.984272,141.728027,58.823029,57.685516,144.979065
07/03/2016,35.09494,142.929474,58.766193,57.109589,143.302994
08/03/2016,34.463707,143.068146,58.847393,56.301434,144.141037
09/03/2016,34.516991,143.761292,59.334682,56.3293,146.236115
10/03/2016,33.451279,142.652237,58.928608,54.099911,142.930542
11/03/2016,34.71785,145.517273,60.065594,55.85556,145.491211
14/03/2016,34.496502,147.411911,60.877728,56.11565,147.027573
15/03/2016,34.016922,144.038559,60.252384,56.004181,146.794785
16/03/2016,34.328438,143.299194,59.302181,56.459351,144.792847
17/03/2016,35.131836,140.15686,58.173317,55.298203,144.746277
18/03/2016,35.160526,140.803818,57.442394,56.292145,148.098404
21/03/2016,34.370495,139.140228,57.523605,56.552238,145.630844
22/03/2016,34.412075,137.476624,57.791618,56.895939,143.908264
23/03/2016,33.975479,138.770523,57.401791,56.970253,147.120697
24/03/2016,33.397511,136.044098,56.053642,55.521149,145.910202
29/03/2016,33.30188,139.371292,57.239372,55.781242,146.748245
30/03/2016,34.07943,142.790863,57.880959,55.697639,149.634781
31/03/2016,33.31435,139.093994,57.547985,54.202087,146.608566
01/04/2016,32.254044,137.522858,57.458645,52.929478,144.047913
04/04/2016,32.578373,137.892532,59.968151,53.245308,144.885941
05/04/2016,31.888142,134.33432,58.684963,52.418579,143.582352
06/04/2016,32.333046,135.027481,60.715305,52.446445,145.398056
07/04/2016,32.083561,134.14946,60.666584,52.706543,144.466919
08/04/2016,33.27277,134.611572,60.561001,53.421799,144.047913
11/04/2016,33.422455,134.981247,60.268627,52.344265,143.349564
12/04/2016,34.037857,137.060745,60.301113,52.084167,143.861694
13/04/2016,35.397537,142.837082,61.722363,53.514694,146.794785
14/04/2016,35.605438,141.866653,62.778133,52.827297,148.610535
15/04/2016,35.380901,140.849976,62.899952,52.557915,147.725937
18/04/2016,35.131416,140.711365,62.851223,52.799431,149.401993
19/04/2016,35.663651,143.89978,63.111111,53.301044,156.897705
20/04/2016,36.046192,144.88443,63.330395,53.375355,156.525269
21/04/2016,36.299835,142.633804,63.850159,54.044174,153.778366
22/04/2016,36.445362,140.430038,63.760822,54.034885,152.195419
25/04/2016,36.274879,139.539185,63.890743,54.471478,152.241989
26/04/2016,36.370522,138.366974,62.964912,54.090622,151.636765
27/04/2016,37.393406,138.038742,62.5345,54.304268,153.452484
28/04/2016,37.522308,140.101837,61.876671,51.805492,154.430176
29/04/2016,36.532684,136.069458,58.56316,50.727955,150.349976
02/05/2016,36.532684,138.085617,58.49818,51.622421,150.492325
03/05/2016,35.530598,135.694321,58.189552,50.965847,149.733215
04/05/2016,35.052418,134.709686,57.294964,50.67086,149.258789
05/05/2016,35.380901,135.413025,58.128296,51.403568,150.539749
06/05/2016,35.709393,134.756577,57.51556,51.413078,149.685776
09/05/2016,34.994209,136.49144,58.667484,51.746128,152.152863
10/05/2016,35.480698,139.58606,59.962139,52.859459,152.579865
11/05/2016,35.663651,137.335419,59.187065,52.802364,151.061646
12/05/2016,35.563854,135.741211,58.863407,52.554958,150.207672
13/05/2016,35.609596,136.303894,59.604408,52.469318,151.393768
16/05/2016,35.884033,136.022568,59.331863,52.212391,150.919327
17/05/2016,35.817497,134.991028,59.408504,51.55582,149.875549
18/05/2016,35.892342,135.788132,59.715126,50.632793,151.678421
19/05/2016,35.035789,133.34993,58.769707,50.746986,150.112778
20/05/2016,35.763443,135.225449,60.626488,51.774677,152.437515
23/05/2016,35.252007,133.537506,59.79179,51.898384,151.915649
24/05/2016,35.854919,135.694321,61.154556,53.287663,155.806046
25/05/2016,36.649105,134.569016,62.704731,53.354275,156.375381
