date,AIR.PA.Open,AIR.PA.High,AIR.PA.Low,AIR.PA.Close,AIR.PA.Volume,AIR.PA.Adjusted
25/07/2014,45.400002,45.48,44.369999,44.5,2639624,40.536575
28/07/2014,44.689999,44.779999,43.744999,44.02,2921934,40.099327
29/07/2014,44.125,44.134998,43.32,43.685001,3767017,39.79417
30/07/2014,45.880001,46.075001,44.865002,45,4859575,40.992043
31/07/2014,44.900002,44.990002,43.119999,43.360001,4806448,39.498116
01/08/2014,43.259998,43.349998,41.860001,42.674999,4678199,38.874123
04/08/2014,42.705002,43.040001,42.220001,42.59,2443497,38.796692
05/08/2014,42.689999,42.689999,41.610001,42.450001,3425125,38.669163
06/08/2014,42.299999,43.200001,42.029999,42.985001,3926549,39.156509
07/08/2014,43.185001,43.200001,42.404999,42.560001,2747244,38.769371
08/08/2014,42.025002,42.369999,41.950001,42.215,2157772,38.455093
11/08/2014,42.459999,43.439999,42.325001,43.345001,2209816,39.484451
12/08/2014,43.355,43.505001,42.98,43.055,2315527,39.22028
13/08/2014,43.259998,43.34,42.73,43.095001,1683542,39.256718
14/08/2014,43.055,43.735001,42.849998,43.605,1767026,39.721291
15/08/2014,43.790001,44.305,43.150002,43.470001,2749705,39.598316
18/08/2014,44.02,44.23,43.834999,44.130001,1623400,40.199535
19/08/2014,44.349998,44.75,44.27,44.654999,1909543,40.677773
20/08/2014,44.740002,44.895,44.169998,44.5,2128099,40.536575
21/08/2014,44.59,44.689999,44.189999,44.685001,2075823,40.705101
22/08/2014,44.779999,44.985001,44.494999,44.73,1920865,40.746094
25/08/2014,45.150002,45.994999,45.150002,45.945,1871039,41.852882
26/08/2014,45.799999,46.634998,45.615002,46.544998,2442912,42.399437
27/08/2014,46.509998,47,46.450001,46.764999,2014430,42.599842
28/08/2014,46.709999,46.785,46.145,46.599998,1859206,42.449539
29/08/2014,46.794998,46.845001,46.240002,46.805,1729514,42.63628
01/09/2014,46.965,47.099998,46.634998,46.799999,1443266,42.631725
02/09/2014,46.875,47.169998,46.720001,47,1608293,42.813911
03/09/2014,47.25,47.674999,47.099998,47.334999,2293339,43.119076
04/09/2014,47.115002,48.875,46.779999,48.875,4091483,44.521915
05/09/2014,49.07,49.799999,49,49.189999,3328196,44.808861
08/09/2014,49.244999,49.494999,48.369999,48.889999,2039253,44.53558
09/09/2014,48.935001,49.095001,48.525002,48.59,1871914,44.262302
10/09/2014,48.540001,48.720001,48.279999,48.400002,1680707,44.089226
11/09/2014,48.41,48.634998,47.865002,48.205002,1816204,43.911594
12/09/2014,48.435001,48.514999,47.974998,48.5,2341948,44.180317
15/09/2014,48.450001,49.02,48.349998,48.919998,1450698,44.562908
16/09/2014,49.014999,49.259998,48.465,49.07,2145634,44.699547
17/09/2014,49.154999,49.189999,48.630001,48.799999,1709545,44.453594
18/09/2014,48.849998,49.764999,48.474998,49.549999,1968423,45.136795
19/09/2014,49.849998,50.150002,49.18,49.380001,3278037,44.981937
22/09/2014,49.075001,49.455002,48.945,49.165001,1612406,44.786087
23/09/2014,49.130001,49.130001,47.285,47.5,3100667,43.269382
24/09/2014,47.490002,47.560001,46.619999,47.540001,2714549,43.305817
25/09/2014,47.639999,49.419998,47.639999,48.580002,4296960,44.253193
26/09/2014,48.639999,49.474998,48.345001,49.34,2442716,44.945499
29/09/2014,49.349998,49.465,48.355,48.555,2181374,44.230412
30/09/2014,48.645,50.169998,48.619999,49.82,3535123,45.382751
01/10/2014,49.764999,50.200001,48.900002,49.09,2499382,44.717766
02/10/2014,48.959999,49.674999,47.869999,47.869999,3597859,43.606422
03/10/2014,48.165001,49.845001,48.084999,49.580002,2972224,45.164127
06/10/2014,50.130001,50.349998,49.715,49.924999,2368745,45.478394
07/10/2014,49.735001,49.794998,48.509998,48.610001,3499897,44.280518
08/10/2014,48.334999,48.985001,47.259998,47.580002,3314996,43.342258
09/10/2014,48.310001,48.459999,45.5,45.650002,4885904,41.584156
10/10/2014,45.299999,46.080002,44.07,45.439999,5102960,41.392853
13/10/2014,44.805,46.264999,44.66,45.455002,2882153,41.406525
14/10/2014,45.029999,46.09,44.415001,45.904999,3034247,41.816441
15/10/2014,46.205002,46.695,43.615002,43.700001,4677802,39.807831
16/10/2014,44.5,44.52,41.049999,42.75,8008779,38.942444
17/10/2014,42.794998,44.035,41.98,43.959999,5999401,40.04467
20/10/2014,43.915001,44.095001,43.305,43.669998,2507536,39.780499
21/10/2014,43.400002,44.965,43.334999,44.865002,3143762,40.869072
22/10/2014,45.099998,45.639999,44.785,45.209999,3341269,41.183342
23/10/2014,44.419998,45.645,44.360001,45.535,2654542,41.479397
24/10/2014,45.095001,45.599998,44.974998,45.290001,2085574,41.256214
27/10/2014,45.099998,45.290001,44.314999,44.759998,2452021,40.773422
28/10/2014,44.634998,45.669998,44.630001,45.415001,2296543,41.370083
29/10/2014,45.044998,46.32,45.02,45.799999,2312120,41.720791
30/10/2014,45.025002,46.325001,44.674999,45.904999,3109545,41.816441
31/10/2014,46.384998,47.919998,46.384998,47.599998,3612634,43.360474
03/11/2014,47.244999,48.09,47.244999,47.549999,2077246,43.314926
04/11/2014,46.955002,47.790001,46.580002,46.880001,2376176,42.704605
05/11/2014,46.900002,48.095001,46.900002,47.82,2077599,43.560883
06/11/2014,47.099998,49,47.099998,48.404999,3165957,44.093781
07/11/2014,48.330002,48.865002,47.830002,48.240002,2413621,43.943474
10/11/2014,48.009998,48.720001,47.779999,48.375,1868028,44.066444
11/11/2014,48.25,48.84,48.25,48.650002,1876155,44.316956
12/11/2014,48.349998,48.759998,47.68,48.049999,2136671,43.770397
13/11/2014,48,48.450001,47.240002,47.700001,2690626,43.451569
14/11/2014,49.009998,49.599998,47.575001,48.455002,4616390,44.139328
17/11/2014,47.049999,48.23,47.029999,47.945,2692168,43.674751
18/11/2014,47.049999,47.134998,46.34,46.740002,3483413,42.577068
19/11/2014,46.43,47.389999,46.419998,47,2195197,42.813911
20/11/2014,47.18,47.355,46.330002,46.860001,2409537,42.686382
21/11/2014,47.244999,48.334999,47.165001,48.275002,3664538,43.975361
24/11/2014,48.369999,49.494999,48.369999,49.005001,3126885,44.640339
25/11/2014,49.154999,49.834999,49.055,49.575001,2087101,45.159573
26/11/2014,49.825001,49.919998,49.165001,49.384998,1425215,44.986492
27/11/2014,49.435001,49.950001,49.064999,49.790001,1550766,45.355419
28/11/2014,49.955002,50,48.68,48.994999,2616684,44.631226
01/12/2014,48.605,48.994999,48.514999,48.744999,1866036,44.403492
02/12/2014,49.09,49.275002,48.549999,48.669998,1753669,44.335171
03/12/2014,48.665001,48.919998,48.395,48.424999,1796419,44.111988
04/12/2014,48.705002,49.255001,47.639999,48.169998,3267887,43.879707
05/12/2014,48.889999,49.959999,48.645,49.830002,2901406,45.391865
08/12/2014,49.669998,49.669998,49.084999,49.185001,1684241,44.80431
09/12/2014,48.764999,48.974998,48.064999,48.195,2455194,43.902481
10/12/2014,48.540001,48.985001,42.509998,43.174999,12534873,39.32959
11/12/2014,43.5,43.5,40.549999,41.32,13448598,37.639809
12/12/2014,41.5,41.599998,40.185001,40.709999,7842408,37.084133
15/12/2014,41.375,41.450001,40.455002,40.544998,5197384,36.93383
16/12/2014,40.814999,40.965,39.639999,40.965,6806150,37.316425
17/12/2014,40.5,41.185001,40.224998,40.950001,3404201,37.302765
18/12/2014,41.93,41.985001,41.419998,41.849998,4149131,38.122597
19/12/2014,42.25,42.330002,41.564999,41.689999,4270155,37.976852
22/12/2014,41.935001,42.285,41.189999,41.470001,1821774,37.776447
23/12/2014,41.625,41.740002,41.330002,41.740002,2216026,38.022404
24/12/2014,41.5,41.900002,41.445,41.529999,404444,37.8311
29/12/2014,41.59,41.66,40.900002,41.525002,1927679,37.826546
30/12/2014,41.349998,41.435001,40.939999,40.939999,1368751,37.293648
31/12/2014,41.029999,41.380001,40.939999,41.349998,511732,37.667133
02/01/2015,41.540001,41.959999,40.775002,41.525002,1903339,37.826546
05/01/2015,41.125,43.200001,41.064999,41.650002,4467274,37.940418
06/01/2015,41.82,43.75,41.68,42.615002,4810966,38.819473
07/01/2015,43,44.215,42.810001,43.724998,4236974,39.830601
08/01/2015,44.200001,45.5,43.974998,45.215,4548325,41.187897
09/01/2015,45.244999,45.689999,44.299999,44.549999,4179216,40.582127
12/01/2015,44.790001,45.834999,44.790001,44.950001,3308396,40.946495
13/01/2015,44.110001,45.985001,43.740002,45.564999,3761440,41.506721
14/01/2015,44.990002,46.375,44.75,45.139999,2928718,41.119576
15/01/2015,45.535,46.380001,44.740002,46.27,5004208,42.148933
16/01/2015,46.044998,46.599998,45.759998,46.395,3860675,42.262802
19/01/2015,46.439999,46.93,46.345001,46.650002,2071579,42.49509
20/01/2015,46.779999,47.494999,46.779999,47.080002,2755590,42.886791
21/01/2015,47.334999,47.365002,46.040001,46.82,3842891,42.649944
22/01/2015,46.91,47.5,46.119999,47.330002,4747740,43.114525
23/01/2015,47.869999,49.98,47.700001,49.279999,6911057,44.890842
26/01/2015,49.279999,50.490002,49.279999,50.139999,6342198,45.674248
27/01/2015,50.299999,51.200001,48.895,49.07,4591955,44.699547
28/01/2015,49.505001,49.855,48.755001,48.955002,3778406,44.594795
29/01/2015,48.555,49.494999,47.66,48.275002,4444319,43.975361
30/01/2015,48.41,49.424999,46.900002,47.200001,6279555,42.996101
02/02/2015,47.029999,47.595001,46.555,46.869999,2830148,42.695488
03/02/2015,47.224998,47.77,47.040001,47.244999,3064365,43.03709
04/02/2015,47.014999,47.645,46.59,47.634998,2689667,43.392357
05/02/2015,47.150002,48.540001,47,48.41,2708767,44.098331
06/02/2015,48.174999,48.459999,48.049999,48.345001,2177587,44.03912
09/02/2015,48,48.34,47.509998,48.235001,2569266,43.938919
10/02/2015,48.48,50.02,48.48,49.735001,3340873,45.305321
11/02/2015,49.650002,49.805,48.985001,49.419998,1823991,45.018375
12/02/2015,49.244999,49.935001,49.125,49.775002,1976894,45.341759
13/02/2015,49.950001,50.060001,49.400002,49.75,2540087,45.318981
16/02/2015,50.25,50.720001,50.25,50.450001,1845654,45.956642
17/02/2015,50.369999,50.73,49.610001,50.669998,1861650,46.15704
18/02/2015,50.93,51.439999,50.41,51.389999,1835841,46.812912
19/02/2015,51.189999,52,50.830002,51.990002,1817126,47.359478
20/02/2015,51.77,52.470001,51.759998,52.459999,2769517,47.787613
23/02/2015,52.73,53,52.52,52.84,1880919,48.133774
24/02/2015,52.630001,52.880001,51.52,51.849998,2488759,47.231941
25/02/2015,51.59,51.869999,50.98,51.400002,2069140,46.822021
26/02/2015,51.470001,51.82,51.09,51.630001,2128171,47.031544
27/02/2015,54.209999,55.75,53.810001,55.330002,7164236,50.401997
02/03/2015,55.849998,56.790001,55.169998,56.09,3133916,51.094303
03/03/2015,56.130001,56.43,55.299999,55.400002,2417019,50.465767
04/03/2015,55.330002,56.900002,55.32,56.52,3085353,51.486012
05/03/2015,56.75,59.5,56.619999,59.209999,4599758,53.936424
06/03/2015,58.5,59.490002,58.209999,59.419998,3360543,54.127712
09/03/2015,58.970001,59.490002,58.419998,58.880001,1917367,53.635815
10/03/2015,58.580002,59.16,57.919998,58.880001,3101036,53.635815
11/03/2015,59.099998,61.529999,59.040001,61.43,3256951,55.958698
12/03/2015,61.5,62.48,61.400002,62.080002,3119244,56.550804
13/03/2015,62.119999,63.560001,61.849998,63.560001,3415498,57.898987
16/03/2015,63.59,64,63.119999,63.860001,2903861,58.172272
17/03/2015,63.650002,63.700001,60.369999,60.98,4210185,55.548775
18/03/2015,61,61.990002,60.720001,61.189999,3099599,55.74007
19/03/2015,60.52,61.200001,59.400002,61.080002,2906434,55.63987
20/03/2015,61.080002,61.709999,60.599998,61.400002,3602871,55.93137
23/03/2015,61.490002,61.599998,59.849998,60,3139983,54.656063
24/03/2015,59.290001,60.75,58.139999,60.310001,5095155,54.93845
25/03/2015,60,60.419998,58.799999,58.889999,3098932,53.644924
26/03/2015,58.380001,60.150002,57.849998,60.139999,3237783,54.783596
27/03/2015,60.650002,61.369999,60.209999,60.41,2905348,55.029541
30/03/2015,60.84,61.459999,60.509998,61.189999,2009482,55.74007
31/03/2015,60.900002,61.57,60.360001,60.439999,2340555,55.056873
01/04/2015,60.360001,61.650002,60.299999,60.91,1820660,55.485008
02/04/2015,60.709999,60.93,60.310001,60.759998,1137046,55.34837
07/04/2015,60.650002,60.889999,59.549999,60.400002,1855001,55.020435
08/04/2015,59.990002,60.580002,59.84,60.040001,1408507,54.692501
09/04/2015,59.84,61.279999,59.830002,61.27,1779222,55.81295
10/04/2015,61,61.91,60.959999,61.91,1700265,56.395943
13/04/2015,60.709999,62.950001,60.700001,62.790001,2217918,57.197571
14/04/2015,62.16,62.369999,60.84,61.130001,2920754,55.685417
15/04/2015,61,62.830002,60.799999,62.73,2450935,57.142914
16/04/2015,63,64.580002,63,63.970001,3911402,58.272472
17/04/2015,63,63.5,62.040001,62.18,3345186,56.641899
20/04/2015,61.950001,63.169998,61.880001,63.110001,1728463,57.489067
21/04/2015,63.189999,64.739998,63.110001,64.540001,2790356,58.791706
22/04/2015,64.120003,66.099998,64.019997,65.800003,3382709,59.939484
23/04/2015,65.080002,65.889999,64.900002,65.639999,3841382,59.793732
24/04/2015,65.050003,65.730003,64.290001,65.139999,3488833,59.338261
27/04/2015,64.209999,65.75,63.669998,65.75,2607996,59.893932
28/04/2015,65.07,65.610001,62.66,62.900002,3506310,57.297771
29/04/2015,62,63.470001,60.400002,60.580002,3605381,55.184402
30/04/2015,60.189999,62.240002,59.509998,62,4115032,56.477932
04/05/2015,61.200001,61.849998,60.959999,61.599998,1979364,56.113556
05/05/2015,61,62.09,59.75,59.900002,3343254,54.564968
06/05/2015,59.599998,61.490002,59.52,60.279999,3512195,54.911121
07/05/2015,60.02,60.59,58.119999,60.360001,3092654,54.983994
08/05/2015,60.98,63.549999,60.57,63.400002,3394340,57.753235
11/05/2015,61.099998,62.459999,60.529999,62.09,3850548,56.559914
12/05/2015,61.799999,61.799999,59.98,60.709999,3248673,55.302818
13/05/2015,61.349998,62.389999,60,60.200001,2602835,54.838249
14/05/2015,60.130001,60.990002,58.880001,60.869999,2359017,55.448574
15/05/2015,61.5,62.330002,60.5,60.860001,3202079,55.439465
18/05/2015,61,61.880001,60.150002,61.5,2017404,56.022465
19/05/2015,62.060001,63.66,62,62.810001,3256897,57.215786
20/05/2015,63.110001,63.509998,62.450001,63.34,1972699,57.698586
21/05/2015,63,63.98,62.57,63.939999,1445504,58.245136
22/05/2015,63.799999,64.139999,63.099998,63.73,2184433,58.053848
25/05/2015,64.239998,64.239998,63.130001,63.360001,752324,57.716801
26/05/2015,63.48,64.459999,63.23,63.490002,2885149,57.83522
27/05/2015,64.040001,65.550003,63.509998,65.260002,3451740,59.447575
28/05/2015,65,65.25,64.019997,64.639999,1745158,58.882797
29/05/2015,64.610001,64.690002,61.82,62,3487927,56.477932
01/06/2015,61.330002,62.330002,60.630001,61.82,2572274,57.425419
02/06/2015,62.07,62.110001,60.549999,61.509998,2618030,57.137455
03/06/2015,61.66,62.869999,61.029999,61.43,2468752,57.063145
04/06/2015,61.07,61.490002,59.759998,60.77,2650730,56.450058
05/06/2015,60.34,60.349998,59.029999,59.66,3033031,55.418964
08/06/2015,59.5,59.650002,58.830002,59.150002,2012815,54.945221
09/06/2015,58.810001,59.32,57.84,58.950001,2884534,54.759441
10/06/2015,58.639999,60.82,58.169998,60.529999,2397338,56.227119
11/06/2015,60.580002,62.310001,60.360001,61.450001,2729206,57.081722
12/06/2015,61.040001,61.32,59.52,60.439999,2785727,56.14352
15/06/2015,59.880001,60.700001,59.110001,59.290001,2739965,55.075268
16/06/2015,58.689999,59.52,57.43,59.369999,3418757,55.149582
17/06/2015,59.5,59.990002,57.919998,57.959999,2585767,53.839813
18/06/2015,57.950001,57.950001,56.130001,57.689999,4128000,53.589005
19/06/2015,58.259998,59.330002,57.970001,58.939999,4783481,54.750149
22/06/2015,60.470001,61.380001,59.77,60.639999,3793439,56.3293
23/06/2015,61.540001,62.389999,61.27,61.990002,2608448,57.583336
24/06/2015,62.310001,62.610001,61.07,61.689999,2810227,57.304665
25/06/2015,61.380001,63.080002,61.25,61.830002,3518802,57.434711
26/06/2015,61.400002,62.200001,61.009998,61.509998,2427603,57.137455
29/06/2015,58.299999,60.310001,58,59.299999,3818093,55.084557
30/06/2015,59.220001,59.529999,58,58.200001,3960975,54.062756
01/07/2015,59.610001,61.209999,59.23,60.369999,4189932,56.078495
02/07/2015,60.619999,60.849998,59.369999,59.52,1903264,55.288921
03/07/2015,59.669998,59.799999,58.700001,59.209999,2062176,55.000957
06/07/2015,58.009998,58.98,57.59,58.380001,2979146,54.229958
07/07/2015,58.509998,58.799999,56.419998,56.619999,3404999,52.59507
08/07/2015,56.630001,57.619999,56.32,57.16,2889838,53.096687
09/07/2015,57.5,58.900002,57.200001,58.599998,2179406,54.434311
10/07/2015,60.48,60.639999,59.68,60.400002,2763636,56.106361
13/07/2015,61.200001,62.5,61.139999,62.279999,2620930,57.852722
14/07/2015,62.169998,62.939999,61.810001,62.880001,1276987,58.410069
15/07/2015,62.75,63.98,62.650002,63.689999,1635750,59.162483
16/07/2015,64,65.419998,63.740002,65.120003,2346903,60.490837
17/07/2015,65.389999,65.400002,64.370003,64.650002,2014852,60.054245
20/07/2015,64.5,65.410004,63.959999,64.739998,1917334,60.137844
21/07/2015,64.830002,65.080002,63.939999,64.080002,1658317,59.524765
22/07/2015,63.57,63.84,63.119999,63.360001,1809474,58.855946
23/07/2015,63.950001,64.169998,62.759998,63.040001,1619670,58.558697
24/07/2015,62.950001,64.150002,62.720001,63.060001,1530116,58.577274
27/07/2015,62.759998,62.959999,60.080002,60.299999,2975792,56.01347
28/07/2015,60.66,62.080002,60.310001,61.23,1911258,56.877361
29/07/2015,61.490002,62.360001,61.169998,62.119999,1849188,57.70409
30/07/2015,62.669998,63.299999,61.560001,62.41,2340250,57.97348
31/07/2015,64.860001,65.57,63.77,64.599998,4138690,60.007797
03/08/2015,64.870003,65.900002,64.279999,65.730003,1744636,61.057472
04/08/2015,65.720001,65.769997,64.32,64.889999,1579576,60.277184
05/08/2015,65.349998,66.75,65.230003,66.730003,2236967,61.986389
06/08/2015,66.690002,67.879997,66.43,67.18,1771972,62.404392
07/08/2015,67.080002,67.330002,66.419998,66.5,1474812,61.772732
10/08/2015,66.980003,67.839996,65.910004,66.129997,2096107,61.429035
11/08/2015,65.879997,66.059998,63.73,64.279999,2686036,59.710545
12/08/2015,63.470001,63.66,60.52,60.950001,4916535,56.617264
13/08/2015,62.57,63.110001,62.220001,62.450001,2369607,58.010632
14/08/2015,62.299999,62.759998,61.529999,62.400002,2330199,57.964188
17/08/2015,63.07,63.889999,62.040001,63.009998,1806220,58.530827
18/08/2015,63.09,63.400002,62.32,62.959999,1750900,58.484379
19/08/2015,62.540001,62.630001,61.610001,61.860001,1750478,57.462574
20/08/2015,61.599998,61.73,59.689999,60.099998,3119727,55.827686
21/08/2015,58.900002,59.889999,57.389999,57.389999,4347632,53.310333
24/08/2015,54.900002,55.630001,52.02,54.700001,9049547,50.811558
25/08/2015,55.650002,57.91,55.310001,56.200001,6225807,52.204929
26/08/2015,55.360001,57.490002,54.799999,55.919998,4134979,51.944828
27/08/2015,57.57,58.490002,57.200001,57.91,3522336,53.793369
28/08/2015,58.110001,58.299999,57,58.279999,2594392,54.137062
31/08/2015,57.709999,58.209999,57.470001,58.09,1592516,53.960579
01/09/2015,56.59,57,55.529999,56.509998,3606211,52.492889
02/09/2015,56.91,57.27,55.349998,55.759998,2587116,51.796204
03/09/2015,56.330002,57.98,56.099998,57.439999,3139748,53.356781
04/09/2015,56.799999,56.93,55.009998,55.32,3001644,51.387482
07/09/2015,55.959999,56.139999,55,55.330002,1575189,51.396774
08/09/2015,55.900002,56.759998,55.549999,55.889999,1700051,51.916965
09/09/2015,57.490002,58.25,57.09,57.32,2235448,53.245308
10/09/2015,56.84,57.68,56.220001,56.5,2119119,52.483597
11/09/2015,56.830002,56.889999,55.110001,55.57,2392723,51.619709
14/09/2015,55.82,56.060001,54.509998,54.509998,2651764,50.635059
15/09/2015,54.830002,55.43,54.200001,55.060001,2096065,51.145966
16/09/2015,55.470001,55.860001,55.02,55.689999,1949821,51.731178
17/09/2015,55.950001,56.599998,54.970001,56.32,1837043,52.316395
18/09/2015,55.709999,55.790001,53.68,54.419998,5417232,50.55146
21/09/2015,54.400002,55.25,54.34,55,2158121,51.090229
22/09/2015,55.259998,55.360001,52.849998,53.099998,2930157,49.325294
23/09/2015,53.009998,54.41,52.91,53.290001,1812314,49.501789
24/09/2015,53.139999,53.700001,51.259998,51.869999,4420191,48.182732
25/09/2015,52.849998,54.98,52.619999,54.16,3170974,50.309944
28/09/2015,53.82,54.150002,52.240002,52.490002,2614294,48.758659
29/09/2015,51.5,53.02,51.34,52.259998,2267480,48.545006
30/09/2015,53.57,53.93,52.830002,52.91,3717706,49.148804
01/10/2015,53.990002,54.740002,53.139999,53.549999,2783191,49.743305
02/10/2015,54.240002,55.290001,53.169998,54.68,2973563,50.792976
05/10/2015,55.939999,57.110001,55.619999,56.610001,2461246,52.585781
06/10/2015,56.75,57.52,56.32,56.959999,1770373,52.9109
07/10/2015,57.110001,57.880001,56.68,56.900002,2112801,52.855171
08/10/2015,55.720001,57.200001,55.700001,57.09,1926533,53.031662
09/10/2015,57.099998,58.060001,57.02,57.610001,2577289,53.514694
12/10/2015,57.349998,57.360001,55.540001,56.200001,2039239,52.204929
13/10/2015,55.509998,56.740002,55.060001,56.59,2008046,52.567204
14/10/2015,55.5,57.09,55.5,56.119999,1884917,52.130615
15/10/2015,54.950001,55.18,54,54.529999,4109791,50.653641
16/10/2015,55.200001,55.68,54.869999,55.529999,3213294,51.582558
19/10/2015,55,56.139999,54.990002,55.41,1627404,51.471085
20/10/2015,54.959999,55.669998,54.450001,55.029999,1596520,51.118099
21/10/2015,54.849998,56.790001,54.73,56.279999,2254014,52.27924
22/10/2015,55.880001,58.27,55.119999,57.52,3901564,53.431095
23/10/2015,57.900002,61,57.82,60.169998,3932694,55.892712
26/10/2015,59.720001,60.650002,59.25,59.950001,2080517,55.688354
27/10/2015,59.52,60.18,59.009998,59.119999,1798487,54.917355
28/10/2015,58.5,59.66,58.419998,59.619999,2125416,55.381809
29/10/2015,60.799999,61.130001,60.080002,60.689999,2625267,56.375748
30/10/2015,62.299999,64.5,62,63.360001,4441193,58.855946
02/11/2015,62.049999,64.150002,61.900002,63.59,1888898,59.069595
03/11/2015,63.110001,64.110001,63.029999,63.23,1892925,58.735188
04/11/2015,63.419998,64.980003,63.419998,64.010002,2259763,59.45974
05/11/2015,64.32,65,63.84,64.599998,1962295,60.007797
06/11/2015,64.93,66.57,63.869999,66.099998,3242457,61.401173
09/11/2015,66.059998,66.610001,65.339996,65.400002,1621405,60.750931
10/11/2015,65.610001,66.139999,64.760002,66.019997,1731106,61.326855
11/11/2015,66,66.809998,66,66.550003,1407624,61.81918
12/11/2015,66.18,66.540001,63.119999,64.059998,3096343,59.50618
13/11/2015,63.900002,64.059998,62.52,63.529999,1990529,59.013859
16/11/2015,62.41,63.779999,62.299999,63.459999,1873815,58.948837
17/11/2015,64.279999,66.169998,64.199997,66.169998,2966483,61.46619
18/11/2015,65.690002,66.050003,65.300003,65.779999,2318226,61.103912
19/11/2015,66.25,66.650002,65.18,65.870003,2456397,61.187519
20/11/2015,65.980003,66.470001,65.389999,66.419998,2123447,61.698418
23/11/2015,66.400002,66.75,65.620003,66.529999,1804364,61.800598
24/11/2015,66.330002,66.330002,64.43,65.589996,2531675,60.927422
25/11/2015,65.480003,67.739998,65.099998,67.050003,2614825,62.283638
26/11/2015,66.900002,68.410004,66.660004,68.150002,1647209,63.305443
27/11/2015,67.699997,68.32,67.260002,67.949997,1488540,63.119656
30/11/2015,67.870003,68.480003,67.779999,68.440002,1716185,63.574825
01/12/2015,68.290001,68.5,66.760002,67.25,2219478,62.469425
02/12/2015,67.459999,67.919998,66.970001,67.199997,1437294,62.422974
03/12/2015,67.129997,68.480003,61.740002,63.66,6203169,59.134621
04/12/2015,63.790001,64.379997,62.700001,64.010002,3097108,59.45974
07/12/2015,64.669998,66.599998,64.459999,65.889999,2051149,61.2061
08/12/2015,66.010002,66.089996,64.230003,64.709999,2132119,60.109978
09/12/2015,64.720001,65.059998,63.16,63.490002,2114460,58.976704
10/12/2015,63.220001,64.449997,62.75,64.18,1795007,59.617653
11/12/2015,63.82,64.120003,61.740002,62.279999,2837745,57.852722
14/12/2015,62.759998,63.950001,61.02,61.299999,2705827,56.942383
15/12/2015,61.869999,63.470001,61.169998,63.139999,3433096,58.651585
16/12/2015,63.279999,65.5,63.040001,64.389999,2426738,59.812725
17/12/2015,66.300003,67.010002,65.129997,65.129997,2735628,60.500118
18/12/2015,64.459999,64.809998,62.860001,63.259998,4059374,58.76305
21/12/2015,63,63.59,61.919998,61.919998,2398793,57.518311
22/12/2015,62.889999,62.889999,61.279999,61.900002,2041677,57.499733
23/12/2015,62.549999,63,62.41,62.580002,1939331,58.131393
24/12/2015,62.23,62.439999,61.639999,62.150002,322046,57.731964
28/12/2015,62.23,62.759998,61.549999,61.709999,782216,57.323238
29/12/2015,62.400002,63.540001,62.279999,63.049999,1417901,58.567982
30/12/2015,62.740002,63.130001,62.299999,62.580002,1178738,58.131393
04/01/2016,61.150002,61.869999,60.16,60.860001,2885672,56.533665
05/01/2016,61.880001,62.310001,60.610001,62.09,3154541,57.676224
06/01/2016,62.099998,62.349998,60.349998,61.27,2196204,56.914516
07/01/2016,59.330002,60.32,58.5,60.040001,2581611,55.771954
08/01/2016,60.27,60.82,58.759998,58.759998,2906559,54.582947
11/01/2016,58.580002,59.34,58.099998,58.110001,2885702,53.979149
12/01/2016,57.990002,60.380001,57.310001,59,3976466,54.805885
13/01/2016,60.099998,60.5,59.330002,59.490002,3133704,55.261055
14/01/2016,58.610001,58.66,56.82,58.009998,3691074,53.886257
15/01/2016,57.509998,57.700001,55.360001,56.150002,4890291,52.158485
18/01/2016,56.27,57.490002,55.619999,55.849998,1963450,51.879807
19/01/2016,56.959999,57.389999,56.41,56.720001,2117953,52.687965
20/01/2016,55.380001,55.66,53.77,54.360001,3779226,50.495728
21/01/2016,54.57,56.009998,53.849998,55.529999,3935676,51.582558
22/01/2016,56.720001,57.919998,56.200001,56.950001,3188157,52.901615
25/01/2016,57.639999,57.82,56.779999,57.32,2388659,53.245308
26/01/2016,56.400002,57.669998,55.790001,57.419998,2017387,53.338196
27/01/2016,57.48,57.52,54.540001,55.459999,4672140,51.517529
28/01/2016,55.34,56.25,54.18,55.02,3467510,51.10881
29/01/2016,55.959999,57.82,55.82,57.82,3303063,53.709766
01/02/2016,57.82,58.41,56.990002,57.849998,2509473,53.737629
02/02/2016,57.700001,57.700001,54.950001,55.349998,3272342,51.415352
03/02/2016,55.099998,55.220001,52.950001,53.900002,3362369,50.068428
04/02/2016,54.599998,54.720001,52.27,53.810001,4043452,49.984821
05/02/2016,53.919998,55.040001,53.349998,54.060001,3863611,50.217052
08/02/2016,53.57,53.75,50.720001,51.130001,5271400,47.495338
09/02/2016,51,52.049999,50.169998,51.220001,4128821,47.578938
10/02/2016,51.900002,52.970001,51.290001,52.369999,4183995,48.64719
11/02/2016,51.450001,51.470001,49.959999,49.959999,4946346,46.408508
12/02/2016,50.5,51.540001,50.16,51.310001,3133440,47.662544
15/02/2016,52.650002,53.869999,52.299999,53.380001,2460695,49.585392
16/02/2016,54.07,54.330002,53.459999,53.779999,2320494,49.956955
17/02/2016,53.439999,55.34,53.32,55.049999,2650522,51.136677
18/02/2016,55.689999,56.349998,55.310001,55.849998,2492698,51.879807
19/02/2016,55.970001,56.16,54.68,55.25,2202138,51.32246
