DATE,AI.PA.Open,AI.PA.High,AI.PA.Low,AI.PA.Close,AI.PA.Volume,AI.PA.Adjusted,Interest.rates,ExchangeRate,PoliticalStability,Infaltion,AirLiquideDividend,REVENUE,NET.INCOME,Basic.earnings.per.share,Diluted.earnings.per.share ,TOTAL.ASSETS,INTANGIBLE.ASSETS,PPE ,CASH,TOTAL.EQUITY,NON.CURRENT.LIABILITY,Cash.flows.from.operating.activities,Net.cash.flows.from.investing.activities,Net.cash.flows.from.financing.activities ,Net.cash.and.cash.equivalents
02-01-2013,77.679604,78.226997,76.826401,77.285202,991926,63.60104,0.062,0.7553,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-01-2013,77.3013,77.333504,76.230698,76.753899,605109,63.163803,0.066,0.7637,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-01-2013,76.295097,76.834396,75.948997,76.834396,489976,63.230049,0.068,0.7666,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-01-2013,76.5849,76.5849,75.755798,76.198502,548265,62.706741,0.066,0.7635,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-01-2013,75.7397,76.407799,75.7155,75.948997,453984,62.501419,0.067,0.7653,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-01-2013,76.069702,76.278999,75.530403,75.747704,645241,62.335773,0.069,0.7667,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
10-01-2013,75.626999,75.916801,74.8703,74.991096,737180,61.713127,0.069,0.7567,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-01-2013,74.942703,75.031303,74.033096,74.620796,837143,61.408386,0.067,0.7493,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-01-2013,74.628799,75.023201,74.314903,74.942703,656904,61.673298,0.065,0.7481,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-01-2013,74.2183,74.628799,73.815804,74.178001,1088578,61.044003,0.064,0.7491,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-01-2013,74.202202,74.918602,73.936501,74.620796,766755,61.408386,0.067,0.7521,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-01-2013,74.669098,75.031303,73.880203,74.644897,874615,61.428238,0.068,0.7487,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-01-2013,74.628799,74.862297,74.0653,74.322899,1006056,61.163246,0.068,0.7524,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-01-2013,74.459801,75.264702,74.395401,75.119797,478928,61.819035,0.068,0.751,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-01-2013,75.047401,75.795998,74.580498,75.200302,802701,61.885281,0.069,0.7527,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-01-2013,75.490097,75.860397,75.2808,75.393501,863439,62.044285,0.068,0.7529,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-01-2013,75.393501,75.836304,75.095703,75.506203,607038,62.137028,0.068,0.7478,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-01-2013,75.377403,76.166298,75.377403,75.908699,652384,62.468262,0.071,0.7421,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-01-2013,75.683296,75.755798,74.781799,74.781799,788169,61.54089,0.073,0.7428,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
29-01-2013,74.8703,75.385498,74.805901,75.232498,690461,61.911781,0.074,0.7419,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-01-2013,75.321098,75.981201,75.2164,75.763802,845574,62.34901,0.081,0.737,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
31-01-2013,75.659203,76.222603,75.466003,75.7799,956315,62.362267,0.08,0.7367,0.4487441,-0.5,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
01-02-2013,75.7799,77.478401,75.602798,77.245003,1083952,63.567959,0.081,0.7302,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-02-2013,77.285202,77.639397,74.765701,74.765701,1453763,61.527641,0.079,0.7376,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-02-2013,74.854202,75.514297,74.781799,75.248596,735103,61.92503,0.074,0.7392,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-02-2013,75.3452,75.5867,73.711197,74.057297,1169119,60.944668,0.067,0.7387,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-02-2013,74.298798,74.5644,73.051102,73.051102,906903,60.116623,0.068,0.7468,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-02-2013,73.123497,74.057297,73.091301,73.775497,842279,60.712761,0.068,0.7473,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-02-2013,73.880203,74.057297,73.2845,73.614502,648411,60.580261,0.072,0.7474,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-02-2013,73.389198,73.856003,73.276497,73.662804,844701,60.620014,0.073,0.7427,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-02-2013,74.057297,74.854202,73.984802,74.2183,866450,61.077156,0.064,0.7442,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-02-2013,75.264702,75.506203,73.0672,73.0672,1720897,60.129871,0.066,0.7495,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-02-2013,72.8498,72.9786,72.246101,72.535896,1715800,59.692642,0.06,0.749,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-02-2013,72.576103,72.640503,71.891899,71.972397,1010346,59.228924,0.058,0.7491,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-02-2013,71.883904,73.526001,71.803398,73.147697,1768023,60.196121,0.062,0.7487,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-02-2013,73.2201,73.550102,72.576103,72.930298,915473,60.017208,0.069,0.7479,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-02-2013,72.5037,72.8498,71.280098,72.230003,1413550,59.440914,0.07,0.7564,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-02-2013,72.463402,74.5886,72.238098,74.5886,1321171,61.381897,0.071,0.7598,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-02-2013,74.258499,75.594803,74.258499,74.693199,1439414,61.467972,0.064,0.7568,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-02-2013,72.672699,74.025101,72.656601,73.300598,1499535,60.321945,0.065,0.7649,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-02-2013,73.381104,74.838097,72.898102,74.765701,1173695,61.527641,0.056,0.7628,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-02-2013,75.135902,75.272797,74.508102,75.023201,999371,61.739532,0.066,0.7648,0.4487441,0.28,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
01-03-2013,75.482101,76.874702,75.103798,75.973099,1622000,62.521248,0.059,0.7702,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-03-2013,75.675301,76.367599,75.031303,76.311203,898812,62.799496,0.06,0.7686,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-03-2013,76.271004,77.148399,76.238701,77.124199,1159828,63.468529,0.061,0.7677,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-03-2013,76.874702,77.252998,76.1502,76.311203,1097876,62.799496,0.07,0.7692,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-03-2013,76.182404,76.794197,76.158302,76.4561,711968,62.918732,0.063,0.7644,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-03-2013,76.069702,76.8666,76.069702,76.576797,761209,63.01807,0.06,0.7703,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-03-2013,76.271004,76.536598,76.013397,76.343399,909968,62.825993,0.064,0.7684,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-03-2013,75.948997,76.858597,75.900703,76.657303,916193,63.084301,0.068,0.768,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-03-2013,76.665398,77.405998,76.512398,77.405998,852037,63.700455,0.068,0.7722,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-03-2013,77.5187,77.904999,77.108101,77.832603,1037576,64.051506,0.068,0.7705,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-03-2013,77.913101,77.921097,77.043701,77.494499,1615419,63.773277,0.07,0.7653,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-03-2013,76.295097,77.599197,75.8685,77.478401,866078,63.760033,0.069,0.7717,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-03-2013,76.947098,77.574997,76.359497,77.164497,1065109,63.501709,0.064,0.7759,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-03-2013,77.4543,78.420197,77.4543,78.371902,1142380,64.495323,0.065,0.7722,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-03-2013,78.025803,78.074097,76.037498,76.729797,1411513,63.14397,0.062,0.7737,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-03-2013,76.440002,77.3013,76.440002,76.922997,894320,63.302963,0.061,0.7695,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-03-2013,77.430099,77.808403,75.449898,75.828201,1142910,62.402016,0.064,0.7763,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-03-2013,75.7397,76.592903,75.546501,76.045601,928260,62.580921,0.064,0.7777,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-03-2013,76.2146,76.295097,74.862297,75.908699,1226236,62.468262,0.067,0.7824,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-03-2013,75.892601,76.673401,75.683296,76.295097,1140962,62.786236,0.112,0.7788,0.4487441,0.76,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
02-04-2013,76.117996,77.8004,76.069702,77.784302,1290844,64.011765,0.07,0.7789,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-04-2013,77.462303,78.0821,77.092003,77.220802,994102,63.548038,0.072,0.7783,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-04-2013,77.333504,77.993599,76.769997,77.003502,904682,63.369213,0.074,0.778,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-04-2013,76.8908,77.5187,75.618896,75.981201,1124194,62.527908,0.075,0.7679,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-04-2013,76.230698,76.407799,75.031303,75.047401,905923,61.759449,0.082,0.7682,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-04-2013,75.618896,75.723602,74.677101,74.9347,760535,61.666718,0.078,0.7658,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
10-04-2013,75.288902,75.884598,74.821999,75.546501,1012520,62.170193,0.082,0.7642,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-04-2013,75.329102,76.190498,75.2808,75.361298,924762,62.017776,0.086,0.7618,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-04-2013,75.321098,75.667198,74.258499,74.653,1063681,61.434895,0.082,0.7635,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-04-2013,74.540298,74.773697,73.550102,74.451698,808585,61.269226,0.083,0.7642,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-04-2013,74.210197,75.095703,73.992897,74.314903,715165,61.156662,0.08,0.7616,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-04-2013,74.508102,74.701302,72.882004,73.010803,1452894,60.083466,0.078,0.7668,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-04-2013,73.936501,75.015198,73.566299,74.194099,1277171,61.057243,0.08,0.7645,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-04-2013,75.023201,75.522301,74.653,75.087601,1230823,61.792549,0.083,0.7645,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-04-2013,75.103798,75.103798,74.025101,74.540298,743684,61.342148,0.082,0.7674,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-04-2013,74.491997,76.367599,74.459801,76.246803,1267075,62.746498,0.079,0.7684,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-04-2013,74.862297,77.526703,74.677101,76.874702,1746383,63.263214,0.083,0.7695,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-04-2013,77.277199,77.3657,75.635002,75.908699,978504,62.468262,0.083,0.7689,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-04-2013,75.997299,76.9552,75.570602,76.673401,1031901,63.097561,0.082,0.7676,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
29-04-2013,77.140297,77.647499,76.560699,77.599197,955593,63.859432,0.085,0.7633,0.4487441,-0.15,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-04-2013,77.719902,77.719902,76.818298,77.373802,784009,63.673939,0.102,0.7584,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
02-05-2013,77.470398,77.872803,76.512398,77.035698,1081858,63.39571,0.078,0.7651,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-05-2013,77.3013,78.838799,77.0196,78.315598,1124926,64.448982,0.077,0.7625,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-05-2013,78.307503,78.854897,78.178703,78.637604,560012,64.713974,0.083,0.7649,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-05-2013,78.565102,79.2332,78.323601,78.589302,746600,64.674232,0.075,0.7642,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-05-2013,78.492699,78.967598,78.098198,78.6698,669584,64.740486,0.064,0.7591,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-05-2013,78.484596,78.709999,78.001602,78.484596,467827,64.588066,0.072,0.7636,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
10-05-2013,78.573196,79.184998,78.090202,78.702003,804585,64.766983,0.074,0.7709,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-05-2013,78.726097,78.854897,78.178703,78.742203,706773,64.800056,0.086,0.7702,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-05-2013,79.209099,79.225197,78.259201,78.822701,686169,64.86631,0.081,0.7705,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-05-2013,78.766403,78.967598,78.202904,78.790497,688876,64.839798,0.078,0.7775,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-05-2013,77.100098,77.277199,76.528503,77.204697,865683,65.616776,0.082,0.7742,0.4487441,0.06,2.50,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-05-2013,77.3657,78.355797,77.100098,78.275299,2209751,66.526688,0.066,0.7799,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-05-2013,78.484596,78.484596,77.760101,78.484596,517737,66.704582,0.069,0.7778,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-05-2013,78.202904,78.959503,77.832603,78.323601,932047,66.567757,0.076,0.7768,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-05-2013,78.0821,78.645599,77.776299,78.291397,972354,66.540382,0.083,0.7765,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-05-2013,76.971298,77.744003,76.697601,77.3899,1224119,65.774193,0.078,0.7751,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-05-2013,78.001602,78.709999,77.6716,78.041901,1146676,66.328331,0.081,0.7735,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-05-2013,78.645599,78.8871,78.162598,78.524902,470990,66.738831,0.082,0.7735,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-05-2013,78.879097,79.281502,78.637604,78.935402,833737,67.087723,0.084,0.7778,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
29-05-2013,78.484596,79.088303,77.695702,78.057999,745642,66.342003,0.076,0.7712,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-05-2013,78.202904,79.225197,78.0177,78.862999,835003,67.026184,0.073,0.766,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
31-05-2013,79.289597,80.223396,79.281502,79.973801,2176556,67.970268,0.114,0.7716,0.4487441,0.06,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-06-2013,79.692101,80.738503,78.967598,79.748398,1309852,67.778694,0.078,0.7675,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-06-2013,79.998001,80.094597,78.766403,78.830803,943191,66.998825,0.078,0.7651,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-06-2013,78.436302,78.806602,78.049896,78.1465,747061,66.417229,0.081,0.7642,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-06-2013,78.138496,78.484596,77.5187,77.5187,703759,65.883659,0.083,0.7579,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-06-2013,77.526703,78.532898,77.027603,78.1465,993454,66.417229,0.078,0.7564,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
10-06-2013,78.1465,78.597298,77.679604,78.363899,495603,66.601997,0.082,0.7579,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-06-2013,77.848701,78.122398,76.810303,77.824501,820698,66.143562,0.075,0.7534,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-06-2013,77.897003,78.798599,77.840599,77.864799,622287,66.177811,0.077,0.7498,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-06-2013,76.874702,77.921097,76.874702,77.792397,705662,66.116272,0.074,0.7519,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-06-2013,78.154602,78.202904,76.9552,77.204697,726741,65.616776,0.075,0.7496,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-06-2013,77.599197,78.677803,77.3255,78.130402,702438,66.403542,0.08,0.7492,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-06-2013,77.872803,78.468498,77.695702,78.194801,531844,66.458275,0.073,0.7467,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-06-2013,78.259201,78.524902,77.711899,77.977501,548081,66.273598,0.082,0.746,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-06-2013,77.0196,77.0196,75.135902,75.200302,1519657,63.913239,0.082,0.759,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-06-2013,75.272797,76.472198,74.604698,74.604698,1728327,63.407036,0.084,0.7613,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-06-2013,74.797897,74.942703,73.332802,73.493797,1152289,62.46286,0.084,0.7638,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-06-2013,73.936501,74.628799,73.493797,74.5,890449,63.318047,0.079,0.7649,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-06-2013,74.701302,75.578697,74.250504,75.490097,1059939,64.159538,0.084,0.7691,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-06-2013,75.264702,76.407799,74.620796,76.230698,1160234,64.788986,0.086,0.7691,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-06-2013,76.311203,76.906898,75.892601,76.367599,1233229,64.905327,0.208,0.7693,0.4487441,0.16,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
01-07-2013,76.874702,77.478401,75.417702,76.391701,908427,64.925812,0.085,0.7671,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
02-07-2013,76.327301,76.351402,75.562599,76.037498,776451,64.624771,0.082,0.7673,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-07-2013,75.707497,76.126099,75.296898,75.940903,682388,64.542671,0.082,0.771,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-07-2013,76.230698,77.084,75.385498,77.075897,1021219,65.507317,0.087,0.7744,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-07-2013,77.067902,77.261101,75.691399,75.691399,847251,64.33062,0.087,0.7791,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-07-2013,76.069702,77.212799,75.965103,76.826401,685174,65.29528,0.084,0.7773,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-07-2013,77.277199,78.0177,77.035698,77.647499,659119,65.993126,0.083,0.7821,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
