DATE,AI.PA.Open,AI.PA.High,AI.PA.Low,AI.PA.Close,AI.PA.Volume,AI.PA.Adjusted,Interest.rates,ExchangeRate,PoliticalStability,Infaltion,AirLiquideDividend,REVENUE,NET.INCOME,Basic.earnings.per.share,Diluted.earnings.per.share ,TOTAL.ASSETS,INTANGIBLE.ASSETS,PPE ,CASH,TOTAL.EQUITY,NON.CURRENT.LIABILITY,Cash.flows.from.operating.activities,Net.cash.flows.from.investing.activities,Net.cash.flows.from.financing.activities ,Net.cash.and.cash.equivalents
14-08-2017,93.818199,94.909103,93.818199,94.545403,564139,89.798897,-0.355,0.8487,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
15-08-2017,94.863602,95.136398,94.5,94.818199,393572,90.057999,-0.356,0.8532,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
16-08-2017,95.181801,96.272697,95.136398,95.318199,612191,90.53289,-0.358,0.8545,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
17-08-2017,95.454597,95.727303,94.772697,94.954597,722085,90.187546,-0.358,0.8514,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
18-08-2017,94.227303,94.227303,93.227303,93.681801,1172390,88.978653,-0.358,0.8511,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
21-08-2017,93.545403,93.772697,92.909103,93.181801,607558,88.503754,-0.358,0.8464,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
22-08-2017,93.5,94.636398,93.454597,94.409103,556637,89.669434,-0.358,0.8501,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
23-08-2017,94.272697,94.772697,94.136398,94.272697,448559,89.539879,-0.358,0.8463,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
24-08-2017,94.681801,94.863602,93.590897,93.772697,680950,89.06498,-0.357,0.8471,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
25-08-2017,94.227303,95,93.727303,93.727303,420442,89.021866,-0.358,0.8424,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
28-08-2017,93.409103,93.681801,92.818199,93.136398,406416,88.460625,-0.358,0.8349,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
29-08-2017,92.727303,92.727303,91.636398,92.636398,798279,87.985725,-0.36,0.8316,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
30-08-2017,93.227303,93.590897,92.818199,93.136398,701403,88.460625,-0.36,0.8395,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
31-08-2017,93.772697,94.136398,93.227303,93.227303,863841,88.546974,-0.345,0.841,0.2789897,0.52,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
01-09-2017,93.863602,94.272697,93.545403,93.590897,551818,88.892311,-0.357,0.842,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
04-09-2017,93.227303,93.681801,93.136398,93.363602,330114,88.676422,-0.356,0.8395,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
05-09-2017,93.454597,93.772697,92.954597,93.045403,547424,88.374207,-0.357,0.8391,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
06-09-2017,92.772697,94.090897,92.545403,93.636398,546484,88.935532,-0.356,0.8375,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
07-09-2017,94.090897,94.636398,93.772697,94.272697,698662,89.539879,-0.357,0.8327,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
08-09-2017,93.909103,94.227303,93.409103,93.909103,606785,89.194542,-0.348,0.8321,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
11-09-2017,94.5,96.272697,94.409103,96.090897,731699,91.2668,-0.357,0.8345,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
12-09-2017,96.363602,97.590897,96.318199,97.363602,968756,92.475609,-0.358,0.8365,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
13-09-2017,96.863602,97.090897,96,96.136398,1001926,91.31002,-0.358,0.8391,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
14-09-2017,95.818199,97.545403,95.590897,97.181801,815686,92.30294,-0.359,0.8422,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
15-09-2017,97.227303,97.590897,96.045403,96.272697,1942259,91.439476,-0.36,0.8359,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
18-09-2017,96.954597,97,96.318199,96.681801,586015,91.828041,-0.363,0.8364,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
19-09-2017,96.636398,97.727303,96.590897,97.636398,720037,92.734718,-0.361,0.8349,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
20-09-2017,97.727303,98.227303,97.5,98.227303,635973,93.295952,-0.36,0.8337,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
21-09-2017,98.818199,99.363602,98.181801,99.363602,1075791,94.375206,-0.366,0.8387,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
22-09-2017,99.090897,100.226997,99.090897,99.772697,971282,94.763763,-0.359,0.8356,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
25-09-2017,99.727303,100.136002,99.454597,99.909103,580781,94.893326,-0.36,0.8428,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
26-09-2017,99.727303,101.363998,99.636398,101.363998,1088392,96.275177,-0.359,0.8498,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
27-09-2017,101.681999,102.226997,100.726997,100.773003,1020221,95.713852,-0.361,0.8524,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
28-09-2017,100.908997,101.955002,100.5,101.408997,801967,96.317909,-0.36,0.8485,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
29-09-2017,101.544998,102.591003,101,102.591003,1274900,97.440582,-0.349,0.846,0.2789897,-0.16,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
02-10-2017,94.363602,94.363602,93.227303,93.909103,975451,89.194542,-0.356,0.8522,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
03-10-2017,95.454597,95.818199,94.772697,95.090897,816999,90.317001,-0.356,0.8508,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
04-10-2017,95.045403,95.636398,94.727303,95.409103,1051283,90.61924,-0.359,0.8503,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
05-10-2017,95.5,95.545403,94.772697,95.318199,758434,90.53289,-0.359,0.8536,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
06-10-2017,95.318199,95.409103,94.545403,94.772697,614698,90.014778,-0.359,0.8522,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
09-10-2017,95.090897,95.272697,94.727303,95.136398,455699,90.360222,-0.36,0.8519,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
10-10-2017,94.681801,95.272697,94.454597,94.772697,604877,90.014778,-0.361,0.8462,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
11-10-2017,94.772697,95,94.136398,94.545403,678810,89.798897,-0.362,0.8442,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
12-10-2017,94.363602,94.681801,94.181801,94.5,597040,89.755775,-0.361,0.8442,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
13-10-2017,94.636398,95.136398,94.272697,94.909103,599008,90.144341,-0.359,0.8449,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
16-10-2017,95,95.636398,94.727303,95.090897,592660,90.317001,-0.359,0.8477,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
17-10-2017,95,95.272697,94.409103,94.409103,717312,89.669434,-0.361,0.851,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
18-10-2017,94.318199,95.090897,94.227303,94.545403,681534,89.798897,-0.36,0.8491,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
19-10-2017,94.318199,94.5,93.727303,94.454597,990468,89.712646,-0.36,0.8437,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
20-10-2017,94.545403,95.409103,94.409103,95.409103,1074641,90.61924,-0.361,0.8484,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
23-10-2017,95.409103,96.545403,95.318199,95.954597,1022550,91.137344,-0.362,0.8514,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
24-10-2017,95.590897,96.136398,95,95.045403,1035665,90.273796,-0.361,0.8502,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
25-10-2017,96.181801,98.272697,96.045403,97.409103,1742219,92.518829,-0.362,0.8467,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
26-10-2017,97.818199,98.318199,97.136398,98.318199,1652288,93.382286,-0.364,0.8545,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
27-10-2017,98.409103,99.818199,98.318199,99.272697,1214218,94.288864,-0.36,0.8635,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
30-10-2017,99.272697,99.454597,98.318199,99.090897,727348,94.116188,-0.348,0.8601,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
31-10-2017,99.363602,99.454597,98.954597,99.363602,738288,94.375206,-0.348,0.8584,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
01-11-2017,99.5,100.681999,99.227303,100.455002,963166,95.411812,-0.35,0.8608,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
02-11-2017,100.408997,100.818001,100.181999,100.726997,754511,95.670158,-0.352,0.8567,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
03-11-2017,100.681999,101.318001,100.408997,101.318001,779692,96.231491,-0.353,0.8608,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
06-11-2017,101,101.455002,100.681999,100.818001,754289,95.756584,-0.354,0.8631,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
07-11-2017,100.818001,101.091003,99.5,100,1076539,94.979652,-0.357,0.8639,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
08-11-2017,99.954597,100.773003,98.909103,99.136398,1115656,94.159409,-0.356,0.8631,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
09-11-2017,98.772697,99.136398,97,97,1537759,92.130264,-0.355,0.8603,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
10-11-2017,96.818199,97.545403,96.636398,96.954597,1311851,92.087143,-0.357,0.8576,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
13-11-2017,97.318199,97.318199,95.545403,96,853045,91.180466,-0.356,0.8573,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
14-11-2017,96.454597,97.454597,95.5,95.818199,929253,91.007797,-0.356,0.8506,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
15-11-2017,95.454597,95.727303,94.681801,95.454597,996569,90.662453,-0.357,0.8474,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
16-11-2017,95.909103,96.409103,95.545403,95.818199,755148,91.007797,-0.358,0.8494,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
17-11-2017,95.863602,96.227303,95.090897,95.545403,888978,90.748695,-0.359,0.8488,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
20-11-2017,95.454597,96.818199,95.227303,96.5,784619,91.655365,-0.358,0.8512,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
21-11-2017,96.363602,97.909103,96.090897,97.454597,955985,92.562042,-0.359,0.8528,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
22-11-2017,97,97.363602,96.272697,96.272697,779835,91.439476,-0.358,0.8484,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
23-11-2017,96.090897,96.954597,95.818199,96.5,606173,91.655365,-0.359,0.8444,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
24-11-2017,96.318199,97.454597,96.090897,96.636398,598858,91.784912,-0.359,0.8379,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
27-11-2017,96.227303,96.909103,95.681801,95.681801,690074,90.878242,-0.365,0.839,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
28-11-2017,95.727303,96.090897,95.318199,95.818199,726895,91.007797,-0.362,0.8424,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
29-11-2017,96.272697,97.045403,95.772697,95.818199,950817,91.007797,-0.301,0.844,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
30-11-2017,95.727303,96.772697,95.454597,95.590897,1828905,90.791901,-0.241,0.8387,0.2789897,0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
01-12-2017,95.5,95.590897,93.681801,93.818199,1484146,89.1082,-0.291,0.8428,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
04-12-2017,94.727303,96.409103,94.5,96.181801,1022223,91.353142,-0.319,0.8439,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
05-12-2017,96.136398,97.181801,95.409103,96.954597,908211,92.087143,-0.324,0.8451,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
06-12-2017,96.227303,97.909103,95.772697,97.727303,1099076,92.821053,-0.326,0.8483,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
07-12-2017,97.636398,98.5,97.045403,97.590897,1083267,92.691498,-0.327,0.8482,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
08-12-2017,97.772697,98.454597,97.636398,98.045403,980249,93.123184,-0.329,0.8509,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
11-12-2017,98.727303,99,97.545403,97.590897,733498,92.691498,-0.33,0.8477,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
12-12-2017,97.863602,98.272697,97.090897,98.272697,792218,93.339066,-0.345,0.8525,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
13-12-2017,98.227303,98.636398,97.818199,98.090897,1088955,93.166397,-0.36,0.8505,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
14-12-2017,98.363602,98.454597,97.090897,97.318199,935142,92.432487,-0.362,0.8491,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
15-12-2017,97.090897,98.681801,96.727303,98.545403,2195697,93.598083,-0.363,0.8501,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
18-12-2017,99,99.409103,98.136398,98.818199,1280155,93.857185,-0.358,0.8466,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
19-12-2017,98.545403,98.954597,97.681801,98,756396,93.080055,-0.35,0.8467,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
20-12-2017,98.045403,98.318199,96.772697,97.181801,692722,92.30294,-0.355,0.8415,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
21-12-2017,96.409103,97.363602,96,97.272697,1012207,92.389275,-0.353,0.8431,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
22-12-2017,96.681801,97.227303,96.5,96.863602,557757,92.000717,-0.353,0.8437,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
27-12-2017,96.681801,97.409103,96.545403,97,553850,92.130264,-0.357,0.8408,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
28-12-2017,97.181801,97.227303,96.045403,96.227303,566984,91.396355,-0.355,0.8377,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
29-12-2017,96.181801,96.590897,95.5,95.5,740043,90.705574,-0.346,0.8342,0.2789897,0.32,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
02-01-2018,95.454597,95.545403,94.409103,95,1019509,90.230675,-0.37,0.8302,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
03-01-2018,95,96.318199,95,95.727303,885932,90.921455,-0.356,0.8317,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
04-01-2018,96.227303,98.409103,96.227303,97.909103,1084169,92.993729,-0.356,0.8282,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
05-01-2018,97.818199,98.727303,97.818199,98.727303,876505,93.770851,-0.357,0.8308,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
08-01-2018,99.545403,99.909103,99.363602,99.818199,1008410,94.806984,-0.357,0.8349,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
09-01-2018,99.454597,100,99.318199,99.909103,1001047,94.893326,-0.358,0.8382,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
10-01-2018,99.636398,99.954597,98.363602,98.681801,944720,93.727631,-0.37,0.8345,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
11-01-2018,98.636398,98.772697,97.136398,97.363602,1388335,92.475609,-0.36,0.8299,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
12-01-2018,97.636398,98.090897,97.227303,98,762828,93.080055,-0.359,0.8232,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
15-01-2018,98,98.772697,97.681801,98.272697,762749,93.339066,-0.369,0.8157,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
16-01-2018,98.409103,99.136398,98.090897,98.545403,897684,93.598083,-0.37,0.8177,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
17-01-2018,98.181801,99.454597,97.909103,99,1136623,94.029861,-0.363,0.8169,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
18-01-2018,99,99.818199,98.818199,99.818199,886109,94.806984,-0.37,0.8171,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
19-01-2018,99.227303,99.772697,98.954597,99.090897,1356439,94.116188,-0.362,0.8182,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
22-01-2018,99,99.681801,98.954597,99.272697,708128,94.288864,-0.363,0.8161,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
23-01-2018,99.909103,100,98.409103,98.727303,778626,93.770851,-0.363,0.8134,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
24-01-2018,98.545403,98.909103,97.772697,97.772697,879308,92.864166,-0.363,0.8077,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
25-01-2018,98,99.136398,97.590897,98.681801,1227633,93.727631,-0.363,0.7997,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
26-01-2018,98.590897,99.181801,98.454597,98.954597,714893,93.986732,-0.364,0.8044,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
29-01-2018,98.863602,99.636398,98.681801,99.181801,593220,94.20253,-0.363,0.8093,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
30-01-2018,98.454597,99.272697,97.909103,98.318199,848305,93.382286,-0.361,0.8057,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
31-01-2018,98.727303,99.136398,98.454597,98.681801,794294,93.727631,-0.355,0.8028,0.1091348,-0.1,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
01-02-2018,99.090897,99.636398,96.818199,97.227303,1281572,92.346161,-0.363,0.8019,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
02-02-2018,96.909103,96.954597,94.954597,94.954597,1317005,90.187546,-0.363,0.8041,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
05-02-2018,94.681801,94.772697,93.681801,93.818199,1195307,89.1082,-0.366,0.8052,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
06-02-2018,90.909103,93.409103,90.672699,92.045403,2766128,87.4244,-0.367,0.81,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
07-02-2018,92.909103,94.136398,92.181801,93.590897,1620289,88.892311,-0.365,0.8135,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
08-02-2018,93,93,90.272697,90.763603,1914294,86.206963,-0.363,0.8156,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
09-02-2018,90.454597,91.045403,88.563599,89.0364,1939100,84.56646,-0.365,0.8163,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
12-02-2018,90.545403,91.136398,89.800003,89.800003,1477411,85.291733,-0.363,0.8144,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
13-02-2018,89.763603,90.363602,88.927299,89.090897,1400993,84.618225,-0.362,0.8091,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
14-02-2018,89.545403,90.218201,88.327301,89.636398,1860916,85.136345,-0.364,0.8063,0.1091348,-0.03,0.00,18135,1927,5.11,5.1,44118,13890,22003,1576,17125,20365,3696,-13594,2332,-8129
