"","x"
"173",62.8870552497811
"174",62.8546336208266
"175",62.8450290377981
"176",62.8546336208266
"177",62.8450290377981
"178",62.8546336208266
"179",62.8450290377981
"180",62.8450290377981
"181",62.8230575742266
"182",62.8230575742266
"183",62.7658139632771
"184",62.5836367127441
"185",62.4499767298702
"186",62.6160585298471
"187",62.6079293515292
"188",62.6079293515292
"189",62.6079293515292
"190",62.6115221392386
"191",62.6316912353179
"192",62.7011574293764
"193",62.7719127477674
"194",62.7719127477674
"195",62.7719127477674
"196",62.8034887943674
"197",62.9319879893358
"198",62.9685959643132
"199",63.1125867407005
"200",63.1125867407005
"201",62.8359104233219
"202",62.9685959643132
"203",62.7011574293764
"204",62.7403805431782
"205",62.8582578931296
"206",62.8582578931296
"207",62.8043782187327
"208",62.8043782187327
"209",62.7719565897782
"210",62.7403805431782
"211",62.7403805431782
"212",62.7623520067496
"213",62.7403805431782
"214",62.7403805431782
"215",62.7403805431782
"216",62.7403805431782
"217",62.7403805431782
"218",62.7403805431782
"219",62.7403805431782
"220",62.7403805431782
"221",62.7387594295782
"222",62.7403805431782
"223",62.7403805431782
"224",62.7403805431782
"225",62.9310039153303
"226",62.7423434461145
"227",62.7423434461145
"228",62.7423434461145
"229",62.7423434461145
"230",62.7423434461145
"231",62.7423434461145
"232",62.7423434461145
"233",62.7423434461145
"234",62.7423434461145
"235",62.7423434461145
"236",54.8454341821604
"237",54.8438016804937
"238",54.8106678809635
"239",54.8177437153423
"240",54.8177437153423
"241",54.8177437153423
"242",54.8177437153423
"243",54.8177437153423
"244",54.6885274781259
"245",54.7347866805709
"246",55.505496382087
"247",55.6118073838922
"248",55.6118073838922
"249",55.6047315495134
"250",55.6221938172898
"251",55.6118073838922
"252",55.6118073838922
"253",55.6118073838922
"254",55.6047315495134
"255",55.6047315495134
"256",55.6118073838922
"257",55.551536710287
"258",55.6118073838922
"259",55.505506376087
"260",55.505506376087
"261",55.6118073838922
"262",55.6047315495134
"263",55.629871651451
"264",55.6047315495134
"265",55.6118073838922
"266",55.4768547055369
"267",54.5300787912083
"268",54.6567792859961
"269",54.4832501213417
"270",54.4832501213417
"271",54.6570235718057
"272",54.6570235718057
"273",54.6499477374269
"274",54.6570235718057
"275",54.6570235718057
"276",54.7558780643468
"277",54.6570235718057
"278",54.6499477374269
"279",54.6499477374269
"280",54.5608004595417
"281",54.4832501213417
"282",54.483716790675
"283",54.482576793875
"284",54.478091780375
"285",54.478091780375
"286",54.5353089969465
"287",54.5729280756438
"288",54.5729280756438
"289",54.5729280756438
"290",54.5729280756438
"291",54.6712843224547
"292",54.6712843224547
"293",54.593906907916
"294",54.5729280756438
"295",54.5729280756438
"296",54.6545317150991
"297",54.718129493719
"298",54.718129493719
"299",54.718129493719
"300",54.718129493719
"301",54.718129493719
"302",54.750748338119
"303",54.728149493719
"304",54.7654511330618
"305",54.7654511330618
"306",54.8230704583317
"307",54.771874214508
"308",54.8381840012333
"309",54.8303748149923
"310",54.8320591198289
"311",54.8303748149923
"312",54.7870302534956
"313",54.7369546669932
"314",54.7870302534956
"315",54.7205675672137
"316",54.7806071720494
"317",54.7806071720494
"318",54.8303748149923
"319",54.8303748149923
"320",54.8303748149923
"321",54.8512995139677
"322",54.8512995139677
"323",54.8303748149923
"324",54.8303748149923
"325",54.8211722436494
"326",54.8303748149923
"327",54.8303748149923
"328",54.8512995139677
"329",54.8303748149923
"330",54.9643963266982
"331",54.9643963266982
"332",54.9643963266982
"333",54.9426613079775
"334",54.8956252099775
"335",54.8956252099775
"336",54.9056452099775
"337",54.9056452099775
"338",54.9551937553553
"339",54.9643963266982
"340",54.9056452099775
"341",54.9551937553553
"342",54.9643963266982
"343",54.9643963266982
"344",54.9085312135775
"345",54.9426613079775
"346",54.9426613079775
"347",54.9643963266982
"348",54.9643963266982
"349",54.9643963266982
"350",54.9056452099775
"351",54.9426613079775
"352",54.8572672888802
"353",54.8572672888802
"354",54.9146494899517
"355",54.9148866141501
"356",54.8738193731597
"357",54.8636903703264
"358",54.9213096955963
"359",55.2615224415135
"360",55.3489919559187
"361",55.672386423778
"362",55.5618697662768
"363",55.6675428142053
"364",55.6471654717046
"365",55.2550993600674
"366",54.9448004763362
"367",54.8572672888802
"368",54.9148866141501
"369",54.8572672888802
"370",54.8480647175373
"371",54.8256436549373
"372",54.8425644939373
"373",54.8572672888802
"374",54.5472239843797
"375",54.9551899030645
"376",55.0336040843617
"377",54.9551899030645
"378",54.9452258847312
"379",54.938802803285
"380",54.938802803285
"381",54.938802803285
"382",54.938802803285
"383",54.938802803285
"384",54.938802803285
"385",54.9170677845644
"386",54.9170677845644
"387",54.938802803285
"388",54.8700316865644
"389",54.8700316865644
"390",54.8700316865644
"391",54.8700316865644
"392",54.8700316865644
"393",54.938802803285
"394",55.0152930512883
"395",54.6209130701375
"396",54.7006079220935
"397",54.7006079220935
"398",54.7006079220935
"399",54.716896647234
"400",54.716896647234
"401",54.7325787570458
"402",54.7006079220935
"403",54.6706940599074
"404",54.6706940599074
"405",54.6209130701375
"406",54.6706940599074
"407",54.7006079220935
"408",54.716896647234
"409",54.716896647234
"410",54.7325787570458
"411",54.7921022119686
"412",55.3984003482757
"413",55.4320950391733
"414",55.3925129349935
"415",55.4056821827923
"416",55.3707178846755
"417",54.9693829236699
"418",55.6581938787587
"419",55.568330624717
"420",55.5805956261575
"421",55.313251237183
"422",55.0147074135504
"423",55.2646829976658
"424",55.5848132619656
"425",55.4515744148797
"426",55.4830224773491
"427",55.533137253987
"428",55.5103546901152
"429",55.5805956261575
"430",55.0666488763099
"431",55.4185820264614
"432",55.5805956261575
"433",55.5655185538278
"434",55.5631625271672
"435",55.5684532408815
"436",55.5301655921537
"437",55.4753418100825
"438",55.5763581254075
"439",55.3282030966968
"440",55.5500609666996
"441",55.512628031023
"442",55.455226241928
"443",55.5340505430494
"444",55.5219356862684
"445",55.5097744408696
"446",55.3986433604558
"447",55.4958990748182
"448",55.5277085848008
"449",55.4344467996701
"450",55.4577966653884
"451",55.4989465748182
"452",55.2343963575714
"453",55.2405063562381
"454",55.5110961146887
"455",55.5261731870184
"456",55.2323438125136
"457",55.2182905510737
"458",54.9821859179437
