A1;A2;A3;A4;A5;A6;A7;A8;A9;A10
39,34;40,404999;40,564999;39,325001;1659603;32,598553;0,08;0,7466;0,4487441;0,46
39,435001;39,419998;39,639999;38,619999;1563614;32,396793;0,078;0,7497;0,4487441;0,46
39,07;39,474998;39,549999;39,07;1039730;32,475018;0,076;0,7561;0,4487441;0,46
39,830002;39,285;39,5;39,060001;1673607;32,174446;0,107;0,7584;0,4487441;0,46
39,790001;39,459999;40,049999;39,450001;1074628;32,800316;0,079;0,7581;0,4487441;-0,23
40,025002;39,965;40,099998;39,314999;1252967;32,767357;0,08;0,76;0,4487441;-0,23
40,395;39,790001;40,220001;39,494999;1291543;32,960888;0,073;0,7577;0,4487441;-0,23
41,064999;40,145;40,5;39,860001;1045667;33,265587;0,069;0,7622;0,4487441;-0,23
40,970001;40,380001;41,110001;40,185001;2060198;33,817337;0,075;0,7601;0,4487441;-0,23
41,485001;40,764999;41,105;40,764999;1125238;33,739109;0,068;0,7545;0,4487441;-0,23
41,744999;41,200001;41,645;41,060001;1543311;34,163212;0,071;0,7539;0,4487441;-0,23
41,785;41,400002;41,855;41,375;1046140;34,377319;0,073;0,7518;0,4487441;-0,23
42,009998;41,669998;41,939999;41,509998;1693421;34,410263;0,068;0,7514;0,4487441;-0,23
42,314999;41,654999;42,150002;41,599998;1368531;34,595554;0,072;0,7541;0,4487441;-0,23
42,299999;42,115002;42,43;42;1252936;34,846722;0,073;0,7489;0,4487441;-0,23
42,145;42,200001;42,445;42,145;923217;34,83437;0,075;0,7492;0,4487441;-0,23
42,985001;41,98;42,325001;41,955002;1241475;34,70673;0,078;0,7492;0,4487441;-0,23
43,105;42,5;42,985001;42,355;2561206;35,398476;0,075;0,7385;0,4487441;-0,23
42,57;42,75;43,105;42,66;2897485;35,497292;0,078;0,7402;0,4487441;-0,23
42,965;43,060001;43,23;42,375;1503813;35,056721;0,08;0,7412;0,4487441;-0,23
43,029999;42,490002;43,119999;42,380001;1286368;35,382;0,077;0,7412;0,4487441;-0,23
43,290001;42,869999;43,139999;42,799999;1228250;35,435532;0,077;0,7403;0,4487441;-0,23
43,23;43,23;43,465;43;1678361;35,649643;0,082;0,7418;0,4487441;-0,23
42,970001;43,455002;43,5;43,02;1076863;35,600235;0,085;0,7386;0,4487441;-0,23
43,860001;42,845001;42,970001;42,605;1876277;35,38612;0,179;0,7388;0,4487441;-0,23
43,610001;43,134998;43,860001;43,029999;1873638;36,119041;0,08;0,7394;0,4487441;-0,13
43,605;43,755001;43,805;43,325001;1539218;35,913166;0,079;0,7358;0,4487441;-0,13
44,005001;43,610001;44,014999;43,494999;1383168;35,90905;0,079;0,734;0,4487441;-0,13
43,895;43,514999;44,125;43,474998;1553028;36,238453;0,084;0,7355;0,4487441;-0,13
43,970001;43,689999;43,959999;43,400002;1122394;36,147869;0,082;0,7369;0,4487441;-0,13
44,009998;43,834999;44,110001;43,740002;1075672;36,209633;0,084;0,7355;0,4487441;-0,13
45,27;43,764999;44,040001;43,299999;1554022;36,242569;0,081;0,7399;0,4487441;-0,13
45,494999;44,16;45,27;44,150002;2447444;37,28019;0,08;0,7396;0,4487441;-0,13
45,34;45,115002;45,529999;45,02;1652469;37,465473;0,085;0,7373;0,4487441;-0,13
46,209999;45;45,485001;44,900002;1390032;37,337833;0,078;0,7361;0,4487441;-0,13
46,345001;45,5;46,25;45,404999;1771910;38,054283;0,078;0,7406;0,4487441;-0,13
46,48;46;46,424999;45,744999;1445412;38,165466;0,082;0,7412;0,4487441;-0,13
46,785;46,134998;46,48;45,970001;1465615;38,276634;0,088;0,7319;0,4487441;-0,13
46,875;46,5;46,825001;46,200001;1517921;38,527805;0,093;0,7301;0,4487441;-0,13
47,365002;46,825001;47,200001;46,75;1231142;38,601917;0,091;0,7313;0,4487441;-0,13
47,259998;46,799999;47,474998;46,470001;1509879;39,005447;0,093;0,7261;0,4487441;-0,13
47,619999;47,099998;47,259998;46,880001;1282100;38,918964;0,094;0,7255;0,4487441;-0,13
48,110001;47,395;47,794998;47,240002;1324349;39,215431;0,096;0,7245;0,4487441;-0,13
47,235001;47,52;48,349998;47,470001;1988975;39,618954;0,096;0,725;0,4487441;-0,13
47,355;48;48,285;47,134998;1497567;38,89838;0,095;0,7254;0,4487441;-0,13
47,040001;47,095001;47,509998;47,064999;1582179;38,997204;0,098;0,7262;0,4487441;-0,13
47,244999;47,290001;47,529999;46,869999;1175768;38,737801;0,103;0,7262;0,4487441;-0,13
47,330002;46,849998;47,345001;46,540001;1458125;38,906616;0,228;0,7356;0,4487441;-0,13
47,625;47,255001;47,59;47;776944;38,976612;0,092;0,7415;0,4487441;-0,04
47,369999;47,584999;47,744999;47,105;970940;39,219551;0,092;0,7401;0,4487441;-0,04
47,695;47,744999;47,889999;47,220001;1389897;39,009552;0,089;0,7421;0,4487441;-0,04
47,055;47,494999;47,845001;47,345001;874310;39,277191;0,086;0,7393;0,4487441;-0,04
46,880001;47,634998;47,950001;46,93;1702703;38,750149;0,078;0,7472;0,4487441;-0,04
46,830002;46,764999;46,965;46,099998;1539054;38,606045;0,077;0,7491;0,4487441;-0,04
47,029999;46,389999;46,900002;46,189999;977120;39,022682;0,076;0,7458;0,4487441;-0,04
46,439999;46,974998;47,334999;46,849998;1417403;39,189335;0,074;0,7442;0,4487441;-0,04
47,5;46,950001;47,044998;46,115002;1244769;38,697693;0,07;0,7461;0,4487441;-0,04
47,16;46,880001;47,5;46,880001;1491298;39,580982;0,076;0,743;0,4487441;-0,04
47,27;47,494999;47,599998;47,02;1410924;39,297657;0,079;0,7422;0,4487441;-0,04
46,220001;47,035;47,490002;46,75;986419;39,389324;0,084;0,7394;0,4487441;-0,04
45,700001;47,009998;47,195;46,18;1438529;38,514381;0,086;0,7393;0,4487441;-0,04
46,349998;46,150002;46,154999;45,455002;1673905;38,08107;0,091;0,7427;0,4487441;-0,04
46,125;45,584999;46,52;45,134998;1682485;38,622692;0,108;0,7428;0,4487441;-0,04
46,73;46,360001;46,455002;45,77;1323318;38,435207;0,117;0,7396;0,4487441;-0,04
47,009998;46,34;46,82;46,224998;992578;38,939342;0,132;0,7405;0,4487441;-0,04
47,279999;46,549999;47,349998;46,544998;2071116;39,172672;0,131;0,7374;0,4487441;-0,04
47,564999;47,139999;47,435001;46,845001;1500566;39,397655;0,123;0,7368;0,4487441;-0,04
47,325001;47,23;47,584999;47,23;863337;39,635147;0,127;0,7353;0,4487441;-0,04
47,259998;47,419998;47,555;47,264999;1179189;39,43515;0,277;0,7344;0,4487441;-0,04
46,384998;47,305;47,474998;46,924999;994880;39,380989;0,112;0,7377;0,4487441;0,34
46,244999;47,209999;47,424999;46,384998;1749473;38,651871;0,117;0,7359;0,4487441;0,34
45;46,5;46,674999;45,615002;1924642;38,535206;0,126;0,7377;0,4487441;0,34
45,34;46,110001;46,115002;45;2369594;37,497772;0,127;0,7322;0,4487441;0,34
45,529999;44,705002;45,674999;44,625;1901086;37,78109;0,127;0,7308;0,4487441;0,34
45,445;45,514999;45,779999;45,125;1567003;37,939411;0,125;0,7289;0,4487441;0,34
45,43;45,375;46,07;45,259998;1488813;37,868584;0,131;0,7262;0,4487441;0,34
45,650002;45,384998;45,985001;45,355;1233570;37,856087;0,144;0,7251;0,4487441;0,34
45,314999;45,345001;46,044998;45,259998;1702573;38,039402;0,139;0,7271;0,4487441;0,34
45,939999;45,5;45,849998;45,165001;1073666;37,76025;0,15;0,7283;0,4487441;0,34
44,68;45,299999;46,325001;45,215;1445896;38,281059;0,183;0,7271;0,4487441;0,34
44,790001;45,189999;45,314999;44,68;2771756;37,231113;0,206;0,7283;0,4487441;0,34
46,075001;44,924999;45,060001;44,52;1876857;37,322781;0,176;0,7266;0,4487441;0,34
46,310001;45;46,075001;45;2270900;38,393551;0,159;0,7316;0,4487441;0,34
46,98;46,169998;46,389999;46,025002;2351006;38,589371;0,161;0,7315;0,4487441;0,34
46,974998;46,310001;46,98;46,23;1338545;39,147667;0,158;0,7296;0,4487441;0,34
47,665001;46,650002;47,294998;46,650002;252570;39,143497;0,171;0,731;0,4487441;0,34
47,685001;47,299999;47,665001;47,07;1051536;39,718479;0,192;0,7259;0,4487441;0,34
47,720001;47,720001;47,900002;47,509998;970975;39,735138;0,223;0,724;0,4487441;0,34
47,375;47,514999;47,849998;47,514999;192580;39,764297;0,446;0,7263;0,4487441;0,34
