DATE,,AIR.PA.Open,AIR.PA.High,AIR.PA.Low,AIR.PA.Close,AIR.PA.Volume,AIR.PA.Adjusted,,FP.PA.Open,FP.PA.High,FP.PA.Low,FP.PA.Close,FP.PA.Volume,FP.PA.Adjusted,,MC.PA.Open,MC.PA.High,MC.PA.Low,MC.PA.Close,MC.PA.Volume,MC.PA.Adjusted,,OR.PA.Open,OR.PA.High,OR.PA.Low,OR.PA.Close,OR.PA.Volume,OR.PA.Adjusted,,SAN.PA.Open,SAN.PA.High,SAN.PA.Low,SAN.PA.Close,SAN.PA.Volume,SAN.PA.Adjusted,Interest rates,Exchange rate(1 USD),Political Stability(yearly),CPI Infaltion(monthly)
16-04-2014,,49.900002,50.700001,49.715,50.59,2576014,45.43351,,49.490002,49.529999,48.805,49,5463235,36.517311,,143.050003,143.550003,142.050003,142.949997,905305,129.035522,,122.900002,123.099998,121.400002,122.099998,662980,109.651604,,74.760002,75.370003,74.389999,74.769997,2409142,56.734142,0.204,0.7243,0.3005685,-0.04
17-04-2014,,50.599998,51.380001,50.450001,51.330002,1812538,46.098087,,49.095001,49.279999,48.610001,49.279999,8701326,36.725983,,142.350006,142.850006,140.649994,142.699997,733457,128.809845,,122.150002,122.25,120.599998,121.349998,583989,108.978065,,75.019997,75.550003,74.209999,75.480003,2133776,57.272877,0.221,0.7228,0.3005685,-0.04
22-04-2014,,51.59,51.880001,51.16,51.369999,2406706,46.134007,,49.34,49.744999,49.119999,49.744999,5065445,37.072521,,142.699997,143.550003,142.5,143.100006,703888,129.170929,,121.900002,122.650002,121.5,122.199997,596579,109.741409,,76.5,77.290001,76.5,77.129997,2679970,58.524868,0.217,0.7248,0.3005685,-0.04
23-04-2014,,51.369999,51.459999,50.630001,50.939999,2173992,45.747833,,49.59,49.775002,49.174999,49.174999,5445870,36.647724,,142.699997,143.550003,142.100006,142.300003,783380,128.448776,,121.75,122.599998,121.449997,122.050003,506692,109.606705,,77.169998,77.690002,77.050003,77.050003,2345213,58.464169,0.238,0.7232,0.3005685,-0.04
24-04-2014,,51.080002,51.369999,50.139999,50.880001,1692272,45.693954,,49.355,49.990002,49.305,49.945,5690007,37.221584,,142.399994,143.300003,141.649994,142.649994,802627,128.764694,,122.199997,122.349998,120.75,121.849998,503408,109.427094,,77.400002,77.419998,76.279999,76.599998,2728755,58.122719,0.294,0.7236,0.3005685,-0.04
25-04-2014,,50.689999,51.049999,50.220001,50.400002,1142789,45.262875,,49.619999,49.790001,49.459999,49.634998,4654126,36.990551,,142,142.899994,141.699997,141.949997,653855,128.132843,,121.199997,123.150002,121.199997,122.150002,561149,109.69651,,76.440002,76.800003,75.949997,76.160004,1997487,57.788849,0.331,0.7227,0.3005685,-0.04
28-04-2014,,50.580002,50.91,50.07,50.400002,1386296,45.262875,,49.490002,50.330002,49.450001,50.299999,4879965,37.486141,,142,142.550003,141.350006,141.649994,608633,127.862038,,122.699997,123.75,122.199997,123.25,552152,110.684364,,76.75,78,76.75,77.150002,3180923,58.540047,0.398,0.7223,0.3005685,-0.04
29-04-2014,,50.669998,50.900002,49.919998,50.09,1343224,44.98447,,50.259998,51.490002,50,51.490002,6437367,38.372986,,141.800003,142.550003,139.600006,140.300003,1277314,126.643456,,121,122.050003,120.050003,122,756331,111.830162,,75.75,77.660004,75.25,77.18,4011072,58.562813,0.457,0.7237,0.3005685,-0.04
30-04-2014,,49.240002,49.790001,49.130001,49.490002,3058674,44.445629,,50.650002,51.799999,50.32,51.48,6541204,38.365532,,139.949997,142.100006,139.899994,141.75,669014,127.952309,,121.5,124.599998,121.5,124,1107129,113.663452,,78,78.709999,77.739998,78.019997,3290771,59.200195,0.4,0.7213,0.3005685,-0.04
01-05-2014,,49.490002,49.490002,49.490002,49.490002,0,44.445629,,51.48,51.48,51.48,51.48,0,38.365532,,141.75,141.75,141.75,141.75,0,127.952309,,124,124,124,124,0,113.663452,,78.019997,78.019997,78.019997,78.019997,0,59.200195,0.4,0.7212,0.3005685,0.02
02-05-2014,,49.465,49.509998,48.775002,49.25,2189419,44.230087,,50.75,51.259998,50.599998,50.849998,5418723,37.896023,,141.899994,142.149994,140.449997,140.800003,635704,127.094788,,124,124.849998,123.800003,124.099998,717480,113.755112,,78.489998,78.540001,77.400002,77.629997,2076691,58.904259,0.159,0.7213,0.3005685,0.02
05-05-2014,,48.610001,49.215,48.310001,49.134998,2154924,44.126812,,50.799999,51.240002,50.360001,51.139999,3396223,38.112144,,140.800003,140.850006,138.899994,140.649994,458565,126.959366,,123.849998,124.5,123.599998,123.900002,758626,113.571785,,77.830002,78.760002,76.790001,78.449997,2090841,59.526463,0.126,0.7213,0.3005685,0.02
06-05-2014,,49.150002,49.27,48.665001,48.845001,1742446,43.866371,,51.299999,51.560001,50.59,50.720001,4085764,37.799145,,140.550003,141.5,139.649994,140,489814,126.372673,,123.699997,124.25,123.25,123.650002,533210,113.342628,,78.949997,78.959999,77.690002,77.989998,2085659,59.177425,0.108,0.7177,0.3005685,0.02
07-05-2014,,48.790001,48.790001,48.099998,48.555,2303893,43.605927,,50.75,51.790001,50.720001,51.700001,6301281,38.529488,,139.899994,141.449997,139.699997,140.100006,704756,126.462921,,123.5,124.599998,123.150002,124.300003,677246,113.938446,,78.129997,78.730003,77.830002,78.559998,2874909,59.609921,0.26,0.7182,0.3005685,0.02
08-05-2014,,48.509998,48.880001,47.814999,48.595001,2776321,43.641853,,51.73,53.080002,51.509998,53.080002,8104437,39.55793,,140.800003,142.800003,140.100006,142.699997,884829,128.809845,,124.449997,126.050003,124.150002,126.050003,810662,115.542564,,78.830002,79.300003,78.379997,79.07,2980431,59.996914,0.239,0.7213,0.3005685,0.02
09-05-2014,,48.345001,48.895,48.264999,48.66,2219115,43.700222,,52.650002,52.73,52,52.259998,5614472,38.946823,,141.899994,142.5,141.199997,141.850006,472593,128.042603,,124.849998,126.75,124.849998,126.550003,661496,116.000885,,78.620003,78.980003,78.150002,78.379997,2363209,59.473339,0.222,0.727,0.3005685,0.02
12-05-2014,,48.779999,49.5,48.685001,49.490002,2757696,44.445629,,52.27,52.380001,52.040001,52.360001,3908210,39.021355,,141.949997,143.449997,141.75,143.25,497820,129.306305,,126.25,127.300003,126.050003,126.75,689905,116.184204,,76.07,76.889999,75.68,76.849998,2959866,60.472706,0.191,0.727,0.3005685,0.02
13-05-2014,,51.93,52.959999,51.5,52.540001,5405943,47.184746,,52.110001,52.200001,51.740002,51.77,4254314,38.581657,,143.25,143.75,142.449997,142.949997,789052,129.035522,,126.349998,126.75,125.550003,126.5,624405,115.955048,,76.849998,76.949997,76.339996,76.760002,2158982,60.401878,0.184,0.7296,0.3005685,0.02
14-05-2014,,52.689999,52.799999,51.73,51.970001,2203411,46.672848,,51.950001,52.040001,51.73,51.91,4475115,38.685997,,142.850006,142.949997,141.699997,142.399994,800289,128.539032,,126.199997,127.449997,126.050003,126.900002,449798,116.321701,,76.959999,77.809998,76.82,77.290001,2002206,60.818935,0.177,0.7294,0.3005685,0.02
15-05-2014,,51.990002,52.240002,50.82,50.849998,2743758,45.667004,,51.77,52.040001,51.09,51.09,5221242,38.074886,,142.25,144.649994,141.899994,143.550003,1157770,129.577087,,126.900002,128.75,126.349998,127.5,975903,116.871681,,77.099998,77.389999,76.059998,76.75,3689562,60.394012,0.172,0.7291,0.3005685,0.02
16-05-2014,,50.75,50.91,49.764999,50.369999,2904581,45.235935,,51.25,52.009998,51.189999,52.009998,5683978,38.760517,,143.850006,144.149994,142.550003,143.75,812583,129.757629,,127.800003,129.649994,127,129,905436,118.246643,,76.849998,77.449997,76.589996,77.239998,2914615,60.779583,0.169,0.7297,0.3005685,0.02
19-05-2014,,50.290001,51.389999,49.75,51.32,2669821,46.089104,,51.830002,52.369999,51.5,52.150002,4694072,38.864853,,143.75,143.949997,141.600006,142.350006,797627,128.493927,,128.100006,129.399994,128,129.100006,682183,118.338318,,77.099998,77.32,76.529999,77.290001,2297833,60.818935,0.177,0.729,0.3005685,0.02
20-05-2014,,51.060001,51.310001,50.48,50.599998,2433338,45.442486,,52.09,52.279999,51.349998,51.439999,3673732,38.335724,,142.699997,143,141.25,142.75,528324,128.854965,,128.699997,129.399994,127.349998,128.100006,730472,117.421677,,77.360001,77.779999,77,77,1892253,60.590733,0.196,0.7301,0.3005685,0.02
21-05-2014,,50.380001,50.650002,50.049999,50.380001,1932679,45.244911,,51.450001,52.299999,51.419998,52.130001,4037050,38.849945,,142.600006,143.949997,141.699997,143.949997,807472,129.938156,,127.349998,129.5,127.25,128.449997,601129,117.742485,,76.599998,77.489998,76.519997,77.480003,2227952,60.968445,0.271,0.7319,0.3005685,0.02
22-05-2014,,50.41,51.240002,50.16,51.049999,2173196,45.846622,,52.029999,52.209999,51.779999,52.049999,2689780,38.790318,,144,144.199997,143.149994,143.550003,543032,129.577087,,128.350006,128.649994,127.550003,128.449997,462093,117.742485,,77.419998,77.540001,76.550003,77.410004,1952981,60.913357,0.337,0.7323,0.3005685,0.02
23-05-2014,,51.049999,51.849998,51.009998,51.59,1833373,46.331581,,52.060001,52.380001,51.970001,52.290001,2838596,38.969181,,143.800003,143.949997,142.199997,143.149994,527907,129.216003,,128.25,128.25,127.199997,128.100006,347804,117.421677,,77.300003,77.739998,77.080002,77.610001,1171858,61.070736,0.396,0.7336,0.3005685,0.02
26-05-2014,,51.75,52,51.360001,51.75,971686,46.475269,,52.400002,52.650002,52.220001,52.650002,1973746,39.237476,,143.699997,144.300003,142.649994,144.25,370505,130.208954,,128.100006,128.5,127.699997,128.449997,252407,117.742485,,77.769997,78.050003,77.519997,78.050003,1235571,61.416965,0.425,0.7336,0.3005685,0.02
27-05-2014,,51.84,52.950001,51.709999,52.740002,2601200,47.364372,,52.330002,52.380001,51.91,52.18,4318099,38.887215,,143.949997,145,142.399994,144.649994,576118,130.570023,,128,128.899994,127.400002,128.600006,415347,117.879997,,77.800003,78.309998,77.5,78.150002,1772011,61.495655,0.469,0.7345,0.3005685,0.02
28-05-2014,,52.369999,53.330002,52.369999,53.119999,2165997,47.705627,,52.029999,52.380001,51.540001,51.799999,3875344,38.604019,,144.649994,144.850006,143.050003,144.199997,760567,130.163818,,127.849998,128.050003,127.199997,127.5,565360,116.871681,,78,78.080002,77.379997,78,2723814,61.377617,0.239,0.7356,0.3005685,0.02
29-05-2014,,52.52,52.82,52.330002,52.650002,1276512,47.960697,,51.740002,52.049999,51.610001,51.720001,2423366,38.544395,,144.149994,144.600006,143.100006,144.5,426410,130.434631,,127.199997,129.199997,127.199997,129.050003,362829,118.29248,,77.790001,78.220001,77.790001,77.900002,1200108,61.298931,0.244,0.7345,0.3005685,0.02
30-05-2014,,52.459999,52.889999,52.349998,52.610001,1733650,47.924259,,51.970001,52.169998,51.48,51.48,4599840,38.365532,,144.550003,146.300003,143.899994,145.949997,2107916,131.7435,,128.850006,129.149994,127.699997,128,598098,117.330009,,77.860001,78.489998,77.389999,78.440002,2362134,61.723869,0.448,0.7328,0.3005685,0.02
02-06-2014,,53.41,53.48,52.98,53.290001,2625524,48.543694,,51.490002,51.580002,51.150002,51.470001,3562344,38.818039,,146.100006,146.350006,144,144.699997,581455,130.615173,,127.699997,128.199997,127,127.25,576584,116.642525,,78.379997,78.599998,77.720001,78.190002,1790199,61.527138,0.226,0.735,0.3005685,-0.04
03-06-2014,,53.349998,53.41,52.549999,52.68,1271265,47.988022,,51.549999,51.619999,51.099998,51.259998,2355294,38.659664,,144.899994,145.550003,144.550003,145.050003,502271,130.931076,,127.25,128.300003,127.050003,127.849998,427649,117.192505,,77.93,78.110001,77.559998,77.980003,1416544,61.361885,0.191,0.7342,0.3005685,-0.04
04-06-2014,,52.5,52.849998,52.049999,52.549999,1233307,47.869602,,51.099998,51.200001,50.43,50.580002,3902849,38.146816,,145.050003,145.800003,144.199997,145.25,527154,131.111649,,128,128.600006,127.449997,127.949997,365660,117.284164,,77.889999,78.599998,77.889999,78.379997,1855425,61.676628,0.142,0.7341,0.3005685,-0.04
05-06-2014,,52.549999,53.799999,52.27,53.48,2800867,48.716774,,50.630001,51.580002,50.349998,51.43,5739725,38.787872,,145,146,143.850006,145.75,898515,131.562958,,127.849998,129.550003,127.400002,127.849998,610861,117.192505,,78.389999,79.32,78.239998,78.849998,2878128,62.04649,0.104,0.7345,0.3005685,-0.04
06-06-2014,,53.580002,53.959999,53.130001,53.689999,2090559,48.908062,,51.599998,52.09,51.330002,51.93,4672670,39.164963,,145.399994,145.399994,142.699997,143.25,969312,129.306305,,128.399994,128.399994,126.900002,127.050003,656466,116.459213,,78.75,79.199997,78.43,79.139999,2150166,62.274666,0.067,0.7331,0.3005685,-0.04
09-06-2014,,53.919998,53.970001,53.049999,53.220001,1002275,48.479927,,51.639999,52.040001,51.630001,52.040001,2308257,39.24794,,143.899994,143.949997,142.850006,143.449997,357194,129.486832,,127.400002,127.849998,126.699997,127.599998,384096,116.963348,,78.699997,79.050003,78.599998,79.040001,1254987,62.195988,0.053,0.7357,0.3005685,-0.04
10-06-2014,,53.200001,53.970001,53.029999,53.869999,1703527,49.072037,,52,52.049999,51.68,51.919998,3523387,39.157425,,143.899994,144.600006,142.899994,144.600006,548792,130.524902,,128,129.050003,127.300003,129.050003,519736,118.29248,,79.370003,79.75,79.040001,79.720001,1823597,62.731091,0.065,0.7383,0.3005685,-0.04
11-06-2014,,51.900002,52.639999,51.529999,52.209999,5042034,47.559879,,52,52.099998,51.459999,51.720001,3996382,39.006599,,144.800003,145.75,144,144.899994,696390,130.79567,,129.100006,129.800003,128.600006,128.600006,637963,117.879997,,79.5,79.870003,79.220001,79.379997,2445041,62.463535,0.06,0.7389,0.3005685,-0.04
12-06-2014,,51.950001,52.259998,51.450001,51.84,1945227,47.222836,,51.720001,52.59,51.720001,52.389999,5236602,39.511902,,144.600006,144.949997,144.050003,144.75,448419,130.660294,,128.600006,128.850006,128,128.149994,463871,117.467499,,79.269997,79.779999,79.029999,79.370003,1640863,62.455666,0.043,0.738,0.3005685,-0.04
13-06-2014,,51.860001,51.880001,50.939999,51.279999,1941607,46.712715,,52.560001,53.049999,52.459999,52.860001,5693425,39.866367,,144.600006,145,143.399994,144.399994,482782,130.34436,,127.849998,128.699997,127.849998,128.199997,493226,117.513336,,79.050003,79.800003,78.529999,79.660004,2061615,62.683872,0.026,0.7392,0.3005685,-0.04
16-06-2014,,51.220001,51.669998,50.52,50.540001,1969334,46.038624,,52.5,52.98,52.419998,52.419998,3994947,39.534519,,144.199997,144.800003,143.399994,144.350006,500173,130.299225,,127.699997,128.300003,126.800003,127,689174,116.413368,,79.239998,79.599998,78.959999,79,2150998,62.164509,0.027,0.7368,0.3005685,-0.04
17-06-2014,,50.91,51.27,50.5,50.740002,2142459,46.220814,,52.599998,52.630001,52,52.470001,4374393,39.572235,,144.550003,145.600006,144.5,145.399994,659838,131.246979,,127.050003,128.449997,126.900002,127.599998,514160,116.963348,,79.25,79.620003,79.019997,79.540001,1899650,62.589447,0.03,0.7383,0.3005685,-0.04
18-06-2014,,50.740002,50.93,49.974998,50.119999,1938650,45.656029,,52.599998,52.939999,52.400002,52.849998,4316452,39.858818,,145.300003,145.949997,144.850006,144.850006,463891,130.750565,,127.800003,128,127.050003,127.449997,387355,116.825851,,79.419998,79.879997,79.110001,79.120003,2020822,62.258942,0.015,0.7368,0.3005685,-0.04
19-06-2014,,50.75,50.880001,50.43,50.599998,2476200,46.093277,,53,53.82,52.91,53.68,7046345,40.48481,,144,146.300003,143.800003,145.699997,846158,131.517822,,128.5,129.300003,127.949997,128.199997,819925,117.513336,,79.900002,79.900002,79.32,79.540001,3643163,62.589447,0.01,0.7336,0.3005685,-0.04
20-06-2014,,50.5,51.049999,50.189999,50.189999,3209837,45.719795,,53.43,54.169998,53.360001,53.950001,10739308,40.688435,,145.699997,147.199997,145.399994,145.699997,933178,131.517822,,128.25,129.850006,128,129.350006,1142584,118.567482,,79.540001,80.419998,79.410004,80.120003,7475121,63.045841,0.025,0.7366,0.3005685,-0.04
23-06-2014,,50.110001,50.25,49.099998,49.355,2817163,44.95916,,53.66,54.540001,53.619999,54.23,4534252,40.899597,,146.449997,146.449997,144.399994,145.5,443618,131.33728,,129,129,127.449997,127.5,640914,116.871681,,80.120003,80.120003,79.309998,79.510002,1829899,62.565838,0.031,0.7357,0.3005685,-0.04
24-06-2014,,49.805,49.990002,49,49,2018382,44.635784,,54.43,54.709999,54.369999,54.52,4081579,41.118317,,145.5,146.300003,145.149994,145.850006,474507,131.653229,,127.900002,128.300003,127.300003,127.900002,416781,117.23835,,79.779999,79.879997,79.400002,79.400002,2050591,62.479267,0.036,0.7355,0.3005685,-0.04
25-06-2014,,48.945,49.349998,48.549999,49.049999,2662707,44.681332,,54.009998,54.32,53.419998,53.470001,4716829,40.326427,,145.449997,146.5,143.699997,143.699997,771669,129.712494,,127.349998,127.5,126.849998,126.849998,629810,116.275871,,79.050003,79.220001,78.029999,78.470001,2735358,61.747471,0.043,0.7335,0.3005685,-0.04
26-06-2014,,49.25,49.330002,48.110001,48.535,2534982,44.2122,,53.470001,53.57,52.27,52.93,4717426,39.919159,,144.100006,144.100006,140.050003,141.25,1067168,127.500984,,126.900002,126.900002,125.400002,125.800003,569292,115.3134,,78.269997,78.610001,77.449997,77.690002,2552901,61.133686,0.036,0.7359,0.3005685,-0.04
27-06-2014,,48.799999,49.43,48.650002,49.290001,1779301,44.899952,,52.919998,53.5,52.669998,52.720001,3060676,39.76078,,141.5,141.899994,139.550003,140.350006,711407,126.688583,,125.800003,126.099998,125.25,125.900002,402837,115.405075,,77.889999,78.370003,77.449997,77.739998,1669843,61.173035,0.025,0.7331,0.3005685,-0.04
30-06-2014,,49.169998,49.509998,48.595001,48.939999,2483550,44.581123,,52.5,52.98,52.209999,52.779999,4409035,39.806038,,140.949997,142.350006,140.5,140.800003,648871,127.094788,,126,126.550003,125.349998,125.849998,620399,115.35923,,78.059998,78.82,77.519997,77.580002,2609308,61.047134,0.336,0.7304,0.3005685,-0.04
01-07-2014,,48.720001,48.855,47.674999,47.945,3791864,43.674751,,52.779999,53.470001,52.740002,53.290001,3113822,40.19067,,140.5,141.25,140.050003,141,445701,127.275307,,125.5,126.050003,124.550003,125.900002,630119,115.405075,,77.639999,77.830002,77.410004,77.830002,2222048,61.243858,0.026,0.731,0.3005685,-0.32
02-07-2014,,48.049999,48.23,47.209999,47.290001,3762844,43.078083,,53.09,53.650002,52.799999,53,3478348,39.971951,,141.300003,141.399994,139.449997,139.949997,582004,126.327507,,125.900002,126.300003,125.400002,125.599998,459693,115.130066,,78,78.050003,77.309998,77.540001,2294316,61.015667,0.023,0.7324,0.3005685,-0.32
03-07-2014,,47.334999,47.77,46.849998,47.764999,3319367,43.51078,,52.93,53.349998,52.560001,53.060001,4760090,40.0172,,140,141.850006,139.199997,141.850006,719810,128.042603,,125.300003,127.349998,125.199997,127.25,629882,116.642525,,77.849998,78.580002,77.75,78.209999,3209381,61.54287,0.032,0.7348,0.3005685,-0.32
04-07-2014,,47.91,48.389999,47.799999,47.974998,2418687,43.702072,,52.880001,53.5,52.799999,53.080002,2504716,40.032288,,142,142,140.649994,140.850006,421224,127.139931,,127.300003,127.449997,126.449997,127,420243,116.413368,,78.139999,78.230003,77.779999,77.779999,1229926,61.204506,0.032,0.7359,0.3005685,-0.32
07-07-2014,,47.98,48.23,47.255001,47.255001,1837572,43.0462,,52.849998,52.950001,51.970001,52.029999,3636727,39.240387,,140.850006,141.5,139.399994,139.649994,416284,126.056725,,126.849998,126.849998,125.300003,125.400002,399302,114.946747,,77,77.599998,76.75,76.830002,2594829,60.456951,0.029,0.7355,0.3005685,-0.32
08-07-2014,,48.200001,48.400002,46.855,46.855,3338014,42.681828,,52.169998,52.580002,51.419998,51.419998,3910578,38.780334,,139.949997,140.350006,138.449997,138.449997,444400,124.973534,,125.699997,125.699997,124.650002,124.650002,533190,114.259262,,77.239998,77.419998,76.209999,76.209999,2173650,59.969097,0.027,0.7345,0.3005685,-0.32
09-07-2014,,47.154999,47.459999,46.560001,47.005001,3099722,42.81847,,51.349998,51.700001,51.220001,51.540001,3505533,38.870846,,138.899994,139.75,137.899994,139.5,565701,125.921326,,125.449997,126.400002,124.599998,126.25,662135,115.725891,,76.629997,76.800003,75.900002,76.379997,1684401,60.102859,0.033,0.7331,0.3005685,-0.32
10-07-2014,,47.790001,48.200001,46.375,46.814999,3314275,42.64539,,51.450001,51.52,50.34,50.59,3771518,38.154362,,139.699997,141.300003,138.699997,139.350006,792522,125.785919,,125.849998,126.050003,124.849998,125.300003,551961,114.855087,,76.230003,76.449997,75.410004,75.699997,2423166,59.567764,0.036,0.7352,0.3005685,-0.32
11-07-2014,,47.005001,47.634998,46.945,47.110001,3465348,42.91412,,50.75,51.02,50.599998,50.77,3266547,38.290115,,139.649994,140,138.399994,139.350006,428508,125.785919,,125.650002,126.349998,125.199997,125.900002,442489,115.405075,,75.889999,76.169998,75.400002,75.809998,1566491,59.654331,0.05,0.7353,0.3005685,-0.32
14-07-2014,,47.470001,47.950001,47.134998,47.134998,3010768,42.936893,,50.779999,51.18,50.68,51.110001,2554107,38.546535,,139.399994,140.600006,139,140.350006,421097,126.688583,,125.949997,127.099998,125.900002,126.849998,419997,116.275871,,76.150002,76.669998,75.949997,76.470001,1683480,60.173679,0.052,0.7338,0.3005685,-0.32
15-07-2014,,47.240002,47.369999,46.505001,46.505001,3111367,42.362999,,50.900002,51.060001,50.060001,50.060001,4181463,37.754642,,140.25,140.5,138.350006,138.699997,694928,125.199181,,126.449997,126.849998,125.349998,125.349998,609602,114.900902,,76.400002,76.809998,75.470001,75.470001,2046401,59.386787,0.034,0.737,0.3005685,-0.32
16-07-2014,,46.755001,46.790001,44.794998,45.360001,6809033,41.319984,,50.16,51.220001,50.16,50.889999,4613753,38.380619,,139.449997,140.149994,138.800003,140,497857,126.372673,,125.75,127.300003,125.75,126.900002,531327,116.321701,,75.93,76.580002,75.720001,76.459999,2195695,60.165802,0.036,0.7388,0.3005685,-0.32
17-07-2014,,45.215,45.700001,44.860001,44.98,3151815,40.973827,,50.459999,50.610001,49.68,49.73,4909854,37.505756,,139.449997,140.149994,138.350006,138.550003,570190,125.063797,,126.199997,127.349998,125.650002,125.849998,499146,115.35923,,76.07,76.620003,75.449997,75.610001,2293173,59.496956,0.039,0.7398,0.3005685,-0.32
18-07-2014,,44.799999,44.834999,44.150002,44.48,3335312,40.51836,,49.509998,50.259998,49.470001,50.25,4276193,37.897938,,138.050003,138.399994,136.449997,138.399994,1019779,124.928375,,125.5,127.400002,125.199997,127.099998,611621,116.505035,,75.5,76.220001,75.440002,76.07,1878776,59.858917,0.037,0.7402,0.3005685,-0.32
21-07-2014,,44.514999,44.555,43.25,43.290001,3488965,39.434349,,50.34,50.509998,49.759998,49.790001,3888673,37.55101,,138.25,139.050003,137.350006,138.449997,575549,124.973534,,126.900002,127,125.900002,127,445423,116.413368,,76,76.400002,75.529999,75.809998,1775615,59.654331,0.048,0.7396,0.3005685,-0.32
22-07-2014,,43.599998,44.52,43.505001,44.404999,3959439,40.450035,,50.279999,51.41,50.200001,51.349998,4641807,38.727547,,139.149994,139.399994,137.850006,139.25,620547,125.695656,,127.300003,128.550003,126.300003,128.25,512067,117.559174,,75.959999,77.190002,75.529999,76.989998,2277572,60.582867,0.041,0.7425,0.3005685,-0.32
23-07-2014,,44.470001,45.560001,44.314999,44.924999,3960185,40.923725,,51.32,51.790001,50.93,51.41,3618512,38.772793,,138.649994,140,138.649994,139.800003,579867,126.192123,,127.900002,129.25,127.800003,128.649994,450019,117.925812,,76.709999,77.480003,76.690002,76.93,1459245,60.535652,0.047,0.7427,0.3005685,-0.32
24-07-2014,,45.130001,45.599998,44.715,45.360001,2579869,41.319984,,51.619999,51.990002,51.099998,51.919998,3396295,39.157425,,140.5,141.949997,139.100006,141.25,632668,127.500984,,128.350006,129.149994,127.150002,129.100006,543394,118.338318,,76.860001,77.440002,76.290001,77.32,1431522,60.842533,0.042,0.7424,0.3005685,-0.32
25-07-2014,,45.400002,45.48,44.369999,44.5,2639624,40.536575,,51.869999,51.880001,50.860001,51.099998,4357397,38.539001,,135,135,131.100006,131.649994,2810499,118.835419,,129,129,126.400002,126.900002,610418,116.321701,,77.190002,77.269997,75.629997,75.980003,1916866,59.788097,0.043,0.7445,0.3005685,-0.32
28-07-2014,,44.689999,44.779999,43.744999,44.02,2921934,40.099327,,51.290001,51.82,51.080002,51.779999,3626928,39.051834,,132.75,132.850006,131,131.550003,911123,118.74514,,127.449997,128.449997,126.650002,127.650002,470874,117.009186,,76.440002,76.879997,75.720001,76.330002,2019147,60.063511,0.044,0.744,0.3005685,-0.32
29-07-2014,,44.125,44.134998,43.32,43.685001,3767017,39.79417,,51.75,52.360001,51.439999,52.220001,4758605,39.383694,,131.399994,132.699997,131.149994,131.699997,740754,118.880562,,127.949997,129.050003,127.050003,128.25,432320,117.559174,,76.5,77.349998,76.360001,76.82,1690159,60.449093,0.032,0.7457,0.3005685,-0.32
30-07-2014,,45.880001,46.075001,44.865002,45,4859575,40.992043,,50.91,51.389999,49.424999,49.645,9383832,37.441658,,131.899994,132,129.75,130.25,870287,117.571701,,128.5,128.949997,127.300003,128.050003,509804,117.375847,,77,77.739998,76.510002,76.889999,2381740,60.504169,0.035,0.7475,0.3005685,-0.32
31-07-2014,,44.900002,44.990002,43.119999,43.360001,4806448,39.498116,,49.974998,49.985001,48.09,48.09,11143282,36.268887,,130.199997,130.449997,128.25,128.600006,1253627,116.082306,,127.699997,127.849998,125.25,126.400002,694236,115.863388,,79.480003,80,78.599998,78.620003,6701388,61.86549,0.177,0.7474,0.3005685,-0.32
01-08-2014,,43.259998,43.349998,41.860001,42.674999,4678199,38.874123,,48.59,48.75,47.740002,48.029999,9095390,36.223644,,129.100006,129.550003,127.349998,128.25,972276,115.766373,,126.800003,127.599998,123.349998,124.099998,929244,113.755112,,78.739998,79.650002,78.620003,78.910004,4716659,62.093693,0.023,0.7446,0.3005685,0.44
04-08-2014,,42.705002,43.040001,42.220001,42.59,2443497,38.796692,,48.029999,48.610001,47.855,48.470001,6175945,36.555485,,129,129.100006,127,127.449997,732755,115.044243,,124.599998,125.050003,123.900002,124.150002,547724,113.800941,,79.199997,79.699997,78.830002,79.480003,3456582,62.542221,0.029,0.7452,0.3005685,0.44
05-08-2014,,42.689999,42.689999,41.610001,42.450001,3425125,38.669163,,48.84,48.98,48.465,48.560001,5206483,36.623363,,128,129.899994,127.5,129.75,956175,117.120377,,125.449997,127.699997,124.75,127.099998,777039,116.505035,,79.529999,79.970001,79.300003,79.5,2326941,62.557968,0.031,0.748,0.3005685,0.44
06-08-2014,,42.299999,43.200001,42.029999,42.985001,3926549,39.156509,,48.119999,48.959999,47.830002,48.695,6058228,36.725174,,129.199997,129.899994,128.050003,129.449997,667747,116.849564,,126.599998,127.050003,125.199997,126.449997,449060,115.90921,,79.269997,79.339996,77.910004,78.480003,2720460,61.755333,0.021,0.7487,0.3005685,0.44
07-08-2014,,43.185001,43.200001,42.404999,42.560001,2747244,38.769371,,48.845001,49.095001,48.290001,48.290001,6809011,36.419727,,129.649994,129.649994,126.699997,126.949997,903923,114.592903,,126.400002,126.5,124.550003,125.550003,875979,115.084251,,78.480003,78.480003,77.230003,77.230003,3601442,60.771713,0.014,0.749,0.3005685,0.44
08-08-2014,,42.025002,42.369999,41.950001,42.215,2157772,38.455093,,47.825001,48.785,47.799999,48.330002,6625110,36.449898,,126.300003,126.800003,124.699997,126.650002,1027044,114.322121,,124.349998,125.199997,123.75,124.5,848627,114.121758,,76.629997,77.75,76.510002,77.650002,3106313,61.102215,0.019,0.7455,0.3005685,0.44
